1, 1686393.00, 9704583.00, 8493145.00,25, 0
2, 1686473.00, 9704606.00, 8493103.00,25, 0
3, 1686579.00, 9704622.00, 8493091.00,25, 104
4, 1686620.00, 9704638.00, 8493080.00,25, 209
5, 1686701.00, 9704673.00, 8493098.00,25, 314
6, 1686710.00, 9704579.00, 8493178.00,25, 418
7, 1686648.00, 9704580.00, 8493131.00,25, 523
8, 1686661.00, 9704565.00, 8493033.00,25, 627
9, 1686653.00, 9704483.00, 8493126.00,25, 732
10, 1686650.00, 9704482.00, 8493170.00,25, 837
11, 1686678.00, 9704425.00, 8493064.00,25, 941
12, 1686599.00, 9704357.00, 8492968.00,25, 1046
13, 1686553.00, 9704303.00, 8493032.00,25, 1150
14, 1686581.00, 9704227.00, 8493146.00,25, 1255
15, 1686570.00, 9704227.00, 8493135.00,25, 1360
16, 1686559.00, 9704227.00, 8493000.00,25, 1464
17, 1686531.00, 9704230.00, 8493112.00,25, 1569
18, 1686494.00, 9704192.00, 8493201.00,25, 1673
19, 1686486.00, 9704119.00, 8493109.00,25, 1778
20, 1686502.00, 9704064.00, 8493227.00,25, 1882
21, 1686488.00, 9703968.00, 8493209.00,25, 1987
22, 1686550.00, 9703997.00, 8493121.00,25, 2092
23, 1686565.00, 9703929.00, 8493081.00,25, 2196
24, 1686540.00, 9703866.00, 8493155.00,25, 2301
25, 1686523.00, 9703866.00, 8493157.00,25, 2405
26, 1686541.00, 9703845.00, 8493199.00,25, 2510
27, 1686599.00, 9703821.00, 8493147.00,25, 2615
28, 1686615.00, 9703711.00, 8493076.00,25, 2719
29, 1686553.00, 9703570.00, 8493110.00,25, 2824
30, 1686590.00, 9703552.00, 8493167.00,25, 2928
31, 1686636.00, 9703547.00, 8493134.00,25, 3033
32, 1686620.00, 9703536.00, 8493135.00,25, 3138
33, 1686610.00, 9703471.00, 8493086.00,25, 3242
34, 1686606.00, 9703390.00, 8493054.00,25, 3347
35, 1686626.00, 9703319.00, 8493033.00,25, 3451
36, 1686684.00, 9703312.00, 8493125.00,25, 3556
37, 1686681.00, 9703224.00, 8493036.00,25, 3661
38, 1686678.00, 9703149.00, 8493038.00,25, 3765
39, 1686788.00, 9703150.00, 8493148.00,25, 3870
40, 1686832.00, 9703103.00, 8493230.00,25, 3974
41, 1686793.00, 9703098.00, 8493073.00,25, 4079
42, 1686824.00, 9703048.00, 8492949.00,25, 4184
43, 1686783.00, 9703007.00, 8493086.00,25, 4288
44, 1686785.00, 9703009.00, 8493126.00,25, 4393
45, 1686771.00, 9702955.00, 8493069.00,25, 4497
46, 1686727.00, 9702865.00, 8492985.00,25, 4602
47, 1686756.00, 9702890.00, 8492983.00,25, 4707
48, 1686783.00, 9702806.00, 8493120.00,25, 4811
49, 1686825.00, 9702719.00, 8493102.00,25, 4916
50, 1686851.00, 9702685.00, 8493089.00,25, 5020
51, 1686911.00, 9702683.00, 8493145.00,25, 5125
52, 1686847.00, 9702687.00, 8493150.00,25, 5229
53, 1686888.00, 9702611.00, 8493025.00,25, 5334
54, 1686961.00, 9702584.00, 8492991.00,25, 5439
55, 1686935.00, 9702518.00, 8493135.00,25, 5543
56, 1686944.00, 9702482.00, 8493137.00,25, 5648
57, 1686980.00, 9702444.00, 8493153.00,25, 5752
58, 1686977.00, 9702386.00, 8493045.00,25, 5857
59, 1686966.00, 9702371.00, 8493109.00,25, 5962
60, 1686969.00, 9702367.00, 8493144.00,25, 6066
61, 1686984.00, 9702276.00, 8493041.00,25, 6171
62, 1686976.00, 9702253.00, 8492998.00,25, 6275
63, 1687047.00, 9702232.00, 8493192.00,25, 6380
64, 1687066.00, 9702144.00, 8493109.00,25, 6485
65, 1687054.00, 9702118.00, 8493002.00,25, 6589
66, 1687051.00, 9702114.00, 8493066.00,25, 6694
67, 1687065.00, 9702072.00, 8493036.00,25, 6798
68, 1687093.00, 9702068.00, 8493030.00,25, 6903
69, 1687131.00, 9702038.00, 8493079.00,25, 7008
70, 1687153.00, 9701961.00, 8493166.00,25, 7112
71, 1687163.00, 9701925.00, 8493002.00,25, 7217
72, 1687150.00, 9701897.00, 8492989.00,25, 7321
73, 1687161.00, 9701872.00, 8493044.00,25, 7426
74, 1687188.00, 9701847.00, 8492987.00,25, 7531
75, 1687131.00, 9701811.00, 8492987.00,25, 7635
76, 1687142.00, 9701781.00, 8492978.00,25, 7740
77, 1687196.00, 9701755.00, 8493062.00,25, 7844
78, 1687221.00, 9701711.00, 8493046.00,25, 7949
79, 1687220.00, 9701678.00, 8493120.00,25, 8053
