Date: 20.2.2020 , In use by: Mena
Daytime: 11:49:15, Temperature: 25°C
ID, strain4A, strain4B, loadcell x, temp [°C], runtime [ms]
BASELINE Time: 11:49:23
331, 1720237.00, 9705972.00, 8538391.00,25, 34411
332, 1720047.00, 9706240.00, 8538594.00,25, 34516
333, 1719823.00, 9706362.00, 8538322.00,25, 34620
334, 1718333.00, 9706661.00, 8540411.00,25, 34725
335, 1715913.00, 9707649.00, 8546023.00,25, 34829
336, 1707428.00, 9717355.00, 8556336.00,25, 34934
337, 1697535.00, 9723119.00, 8560328.00,25, 35039
338, 1692398.00, 9725592.00, 8563769.00,25, 35143
339, 1677811.00, 9735985.00, 8572174.00,25, 35248
340, 1662680.00, 9748192.00, 8576676.00,25, 35352
341, 1652198.00, 9755233.00, 8578465.00,25, 35457
342, 1647956.00, 9760479.00, 8580289.00,25, 35562
343, 1647994.00, 9759839.00, 8580083.00,25, 35666
344, 1647963.00, 9758891.00, 8580259.00,25, 35771
345, 1648066.00, 9758405.00, 8580168.00,25, 35875
346, 1648184.00, 9757995.00, 8580236.00,25, 35980
347, 1648173.00, 9757702.00, 8580457.00,25, 36085
348, 1648191.00, 9757450.00, 8580361.00,25, 36189
349, 1648207.00, 9757105.00, 8580447.00,25, 36294
350, 1648095.00, 9756971.00, 8580232.00,25, 36398
351, 1648072.00, 9756920.00, 8580104.00,25, 36503
352, 1648114.00, 9756651.00, 8580211.00,25, 36608
353, 1648066.00, 9756661.00, 8580070.00,25, 36712
354, 1647968.00, 9756716.00, 8580035.00,25, 36817
355, 1647899.00, 9756628.00, 8580389.00,25, 36921
356, 1647851.00, 9756595.00, 8580273.00,25, 37026
357, 1647788.00, 9756549.00, 8580508.00,25, 37131
358, 1647647.00, 9756545.00, 8580221.00,25, 37235
359, 1647536.00, 9756490.00, 8580242.00,25, 37340
360, 1647417.00, 9756349.00, 8580367.00,25, 37445
361, 1647304.00, 9756234.00, 8580147.00,25, 37549
362, 1647311.00, 9756132.00, 8580160.00,25, 37654
363, 1647312.00, 9755926.00, 8580230.00,25, 37758
364, 1647275.00, 9755820.00, 8580308.00,25, 37863
365, 1647277.00, 9755574.00, 8580314.00,25, 37968
366, 1647292.00, 9755342.00, 8580330.00,25, 38072
367, 1647314.00, 9755177.00, 8580257.00,25, 38177
368, 1647334.00, 9754794.00, 8580019.00,25, 38281
369, 1647351.00, 9754758.00, 8579883.00,25, 38386
370, 1647341.00, 9754691.00, 8580258.00,25, 38491
371, 1647311.00, 9754668.00, 8580017.00,25, 38595
372, 1647268.00, 9754602.00, 8580095.00,25, 38700
373, 1647156.00, 9754604.00, 8580106.00,25, 38804
374, 1647046.00, 9754744.00, 8580085.00,25, 38909
375, 1646943.00, 9754796.00, 8580199.00,25, 39014
376, 1646848.00, 9754984.00, 8580398.00,25, 39118
377, 1646754.00, 9754971.00, 8580447.00,25, 39223
378, 1646640.00, 9754940.00, 8580152.00,25, 39328
379, 1646524.00, 9754947.00, 8580273.00,25, 39432
380, 1646444.00, 9754890.00, 8580197.00,25, 39537
381, 1646359.00, 9754752.00, 8580010.00,25, 39641
382, 1646312.00, 9754612.00, 8580160.00,25, 39746
383, 1646291.00, 9754419.00, 8580210.00,25, 39851
384, 1646302.00, 9754034.00, 8580094.00,25, 39955
385, 1646318.00, 9753961.00, 8580064.00,25, 40060
386, 1646369.00, 9753884.00, 8580403.00,25, 40164
387, 1646346.00, 9753730.00, 8580214.00,25, 40269
388, 1646265.00, 9753690.00, 8580326.00,25, 40374
389, 1646230.00, 9753793.00, 8580434.00,25, 40478
390, 1646212.00, 9753741.00, 8580318.00,25, 40583
391, 1646172.00, 9753706.00, 8580258.00,25, 40687
392, 1646074.00, 9753910.00, 8580273.00,25, 40792
393, 1645986.00, 9753953.00, 8580348.00,25, 40897
394, 1645878.00, 9753955.00, 8580086.00,25, 41001
395, 1645757.00, 9754007.00, 8580376.00,25, 41106
396, 1645687.00, 9754058.00, 8580580.00,25, 41210
397, 1645603.00, 9754074.00, 8580391.00,25, 41315
398, 1645462.00, 9754015.00, 8580102.00,25, 41420
399, 1645370.00, 9753856.00, 8580299.00,25, 41524
400, 1645330.00, 9753665.00, 8580502.00,25, 41629
401, 1645300.00, 9753472.00, 8580161.00,25, 41733
402, 1645285.00, 9753278.00, 8580221.00,25, 41838
403, 1645284.00, 9753087.00, 8580447.00,25, 41943
404, 1645276.00, 9753039.00, 8580311.00,25, 42047
405, 1645267.00, 9752995.00, 8580041.00,25, 42152
406, 1645137.00, 9753032.00, 8580143.00,25, 42257
407, 1645096.00, 9753139.00, 8580086.00,25, 42361
408, 1645074.00, 9753212.00, 8580242.00,25, 42466
409, 1645028.00, 9753195.00, 8580218.00,25, 42570
410, 1644929.00, 9753271.00, 8579994.00,25, 42675
411, 1644861.00, 9753310.00, 8580232.00,25, 42780
412, 1644729.00, 9753330.00, 8580375.00,25, 42884
413, 1644675.00, 9753361.00, 8580228.00,25, 42989
414, 1644564.00, 9753406.00, 8580106.00,25, 43093
415, 1644481.00, 9753385.00, 8580086.00,25, 43198
416, 1644388.00, 9753233.00, 8580103.00,25, 43303
417, 1644259.00, 9753199.00, 8579954.00,25, 43407
418, 1644229.00, 9753040.00, 8580116.00,25, 43512
419, 1644176.00, 9752926.00, 8580137.00,25, 43616
420, 1644145.00, 9752821.00, 8580380.00,25, 43721
421, 1644123.00, 9752665.00, 8580353.00,25, 43826
422, 1644116.00, 9752565.00, 8580207.00,25, 43930
423, 1644159.00, 9752470.00, 8580225.00,25, 44035
424, 1644221.00, 9752449.00, 8580277.00,25, 44139
425, 1644158.00, 9752411.00, 8580192.00,25, 44244
426, 1644080.00, 9752401.00, 8580253.00,25, 44349
427, 1644003.00, 9752412.00, 8580265.00,25, 44453
428, 1644001.00, 9752438.00, 8580207.00,25, 44558
429, 1643947.00, 9752536.00, 8580044.00,25, 44662
430, 1643879.00, 9752608.00, 8579946.00,25, 44767
431, 1643787.00, 9752629.00, 8580168.00,25, 44872
432, 1643687.00, 9752562.00, 8580317.00,25, 44976
433, 1643646.00, 9752639.00, 8580412.00,25, 45081
434, 1643549.00, 9752481.00, 8580315.00,25, 45185
435, 1643447.00, 9752368.00, 8580162.00,25, 45290
436, 1643357.00, 9752313.00, 8580330.00,25, 45395
437, 1643292.00, 9752323.00, 8580493.00,25, 45499
438, 1643271.00, 9752137.00, 8580381.00,25, 45604
439, 1643231.00, 9752008.00, 8580485.00,25, 45708
440, 1643199.00, 9751888.00, 8580233.00,25, 45813
441, 1643238.00, 9751874.00, 8580222.00,25, 45918
442, 1643244.00, 9751838.00, 8580087.00,25, 46022
443, 1643272.00, 9751837.00, 8580635.00,25, 46127
444, 1643275.00, 9751817.00, 8580388.00,25, 46231
445, 1643268.00, 9751858.00, 8580188.00,25, 46336
446, 1643218.00, 9751901.00, 8580158.00,25, 46441
447, 1643124.00, 9752003.00, 8580175.00,25, 46545
448, 1643042.00, 9752016.00, 8580198.00,25, 46650
449, 1642906.00, 9752167.00, 8579880.00,25, 46754
450, 1642836.00, 9751942.00, 8580065.00,25, 46859
451, 1642759.00, 9752077.00, 8580211.00,25, 46963
452, 1642705.00, 9752009.00, 8580135.00,25, 47068
453, 1642624.00, 9751897.00, 8580124.00,25, 47173
454, 1642533.00, 9751910.00, 8580221.00,25, 47277
455, 1642451.00, 9751797.00, 8580078.00,25, 47382
456, 1642402.00, 9751653.00, 8579874.00,25, 47486
457, 1642333.00, 9751500.00, 8579924.00,25, 47591
458, 1642246.00, 9751681.00, 8580056.00,25, 47695
459, 1642172.00, 9751461.00, 8580028.00,25, 47800
460, 1642057.00, 9751512.00, 8580323.00,25, 47905
461, 1641968.00, 9751578.00, 8580322.00,25, 48009
462, 1641968.00, 9751689.00, 8580169.00,25, 48114
463, 1641969.00, 9751709.00, 8580165.00,25, 48218
464, 1641915.00, 9751684.00, 8580146.00,25, 48323
465, 1641865.00, 9751805.00, 8580334.00,25, 48427
466, 1641804.00, 9751828.00, 8580369.00,25, 48532
467, 1641789.00, 9751807.00, 8580486.00,25, 48637
468, 1641699.00, 9751790.00, 8580293.00,25, 48741
469, 1641616.00, 9751770.00, 8580208.00,25, 48846
470, 1641517.00, 9751679.00, 8580156.00,25, 48950
471, 1641409.00, 9751584.00, 8580197.00,25, 49055
472, 1641330.00, 9751405.00, 8580083.00,25, 49159
473, 1641259.00, 9751323.00, 8580154.00,25, 49264
474, 1641212.00, 9751225.00, 8580204.00,25, 49369
475, 1641176.00, 9751195.00, 8580289.00,25, 49473
476, 1641091.00, 9751141.00, 8580389.00,25, 49578
477, 1641092.00, 9751085.00, 8580295.00,25, 49682
478, 1641079.00, 9751117.00, 8580010.00,25, 49787
479, 1641168.00, 9751092.00, 8580224.00,25, 49892
480, 1641189.00, 9751117.00, 8580560.00,25, 49996
481, 1641149.00, 9751105.00, 8580442.00,25, 50101
482, 1641093.00, 9751113.00, 8580133.00,25, 50205
483, 1641111.00, 9751110.00, 8580176.00,25, 50310
484, 1641115.00, 9751116.00, 8579959.00,25, 50414
485, 1641014.00, 9751145.00, 8580127.00,25, 50519
486, 1640918.00, 9751122.00, 8580071.00,25, 50624
487, 1640859.00, 9751004.00, 8580267.00,25, 50728
488, 1640791.00, 9750954.00, 8580437.00,25, 50833
489, 1640742.00, 9750876.00, 8580333.00,25, 50937
490, 1640634.00, 9750734.00, 8580395.00,25, 51042
491, 1640519.00, 9750682.00, 8580460.00,25, 51146
492, 1640481.00, 9750611.00, 8580397.00,25, 51251
493, 1640425.00, 9750542.00, 8580366.00,25, 51355
494, 1640347.00, 9750557.00, 8580644.00,25, 51460
495, 1640238.00, 9750593.00, 8580943.00,25, 51565
496, 1640231.00, 9750535.00, 8580990.00,25, 51669
497, 1640159.00, 9750618.00, 8581421.00,25, 51774
498, 1640026.00, 9750786.00, 8581942.00,25, 51878
499, 1639715.00, 9750971.00, 8582812.00,25, 51983
500, 1639191.00, 9751462.00, 8584217.00,25, 52087
501, 1638568.00, 9751893.00, 8585111.00,25, 52192
502, 1637943.00, 9752425.00, 8586759.00,25, 52297
503, 1637300.00, 9753062.00, 8588810.00,25, 52401
504, 1636612.00, 9753111.00, 8587598.00,25, 52506
505, 1636328.00, 9753019.00, 8586484.00,25, 52610
506, 1635285.00, 9753979.00, 8589219.00,25, 52715
507, 1634117.00, 9754602.00, 8588941.00,25, 52819
508, 1631463.00, 9756168.00, 8590582.00,25, 52924
509, 1629763.00, 9757475.00, 8591688.00,25, 53029
510, 1628225.00, 9758433.00, 8593364.00,25, 53133
511, 1619994.00, 9769639.00, 8601269.00,25, 53238
512, 1611846.00, 9774761.00, 8602630.00,25, 53342
513, 1609987.00, 9775077.00, 8601946.00,25, 53447
514, 1609641.00, 9775060.00, 8601645.00,25, 53551
515, 1609643.00, 9774803.00, 8601368.00,25, 53656
516, 1609440.00, 9774486.00, 8601498.00,25, 53761
517, 1609401.00, 9774237.00, 8601477.00,25, 53865
518, 1609299.00, 9774000.00, 8601425.00,25, 53970
519, 1608719.00, 9774031.00, 8601644.00,25, 54074
520, 1607806.00, 9774569.00, 8601640.00,25, 54179
521, 1606820.00, 9774962.00, 8601712.00,25, 54283
522, 1604918.00, 9776017.00, 8601669.00,25, 54388
523, 1601821.00, 9778232.00, 8601435.00,25, 54493
524, 1599608.00, 9780268.00, 8601667.00,25, 54597
525, 1598823.00, 9781039.00, 8601644.00,25, 54702
526, 1598498.00, 9781259.00, 8601583.00,25, 54806
527, 1598387.00, 9781299.00, 8601739.00,25, 54911
528, 1598433.00, 9781165.00, 8601691.00,25, 55015
529, 1598346.00, 9781138.00, 8601496.00,25, 55120
530, 1598196.00, 9781180.00, 8601572.00,25, 55224
531, 1598163.00, 9781030.00, 8601380.00,25, 55329
532, 1598195.00, 9780899.00, 8601527.00,25, 55434
533, 1598211.00, 9780796.00, 8601698.00,25, 55538
534, 1598266.00, 9780535.00, 8601755.00,25, 55643
535, 1598172.00, 9780242.00, 8601673.00,25, 55747
536, 1597934.00, 9780131.00, 8601576.00,25, 55852
537, 1597345.00, 9780201.00, 8601649.00,25, 55956
538, 1595943.00, 9781082.00, 8601825.00,25, 56061
539, 1594628.00, 9782020.00, 8601723.00,25, 56166
540, 1594123.00, 9782270.00, 8601405.00,25, 56270
541, 1593967.00, 9782247.00, 8601709.00,25, 56375
542, 1593900.00, 9782124.00, 8601797.00,25, 56479
543, 1593835.00, 9782040.00, 8601782.00,25, 56584
544, 1593790.00, 9782034.00, 8601756.00,25, 56688
545, 1593582.00, 9782247.00, 8601509.00,25, 56793
546, 1593365.00, 9782405.00, 8601584.00,25, 56898
547, 1593202.00, 9782466.00, 8601619.00,25, 57002
548, 1593080.00, 9782562.00, 8601645.00,25, 57107
549, 1592989.00, 9782619.00, 8601455.00,25, 57211
550, 1592949.00, 9782572.00, 8601540.00,25, 57316
551, 1592914.00, 9782368.00, 8601645.00,25, 57420
552, 1593005.00, 9782150.00, 8601618.00,25, 57525
553, 1593147.00, 9781897.00, 8601568.00,25, 57630
554, 1593187.00, 9781663.00, 8601541.00,25, 57734
555, 1593027.00, 9781596.00, 8601617.00,25, 57839
556, 1592766.00, 9781551.00, 8601581.00,25, 57943
557, 1592620.00, 9781479.00, 8601515.00,25, 58048
558, 1592625.00, 9781324.00, 8601463.00,25, 58152
559, 1592518.00, 9781253.00, 8601573.00,25, 58257
560, 1592418.00, 9781262.00, 8601802.00,25, 58362
561, 1592297.00, 9781281.00, 8601596.00,25, 58466
562, 1592167.00, 9781249.00, 8601395.00,25, 58571
563, 1591988.00, 9781468.00, 8601390.00,25, 58675
564, 1591798.00, 9781670.00, 8601626.00,25, 58780
565, 1591577.00, 9781845.00, 8601869.00,25, 58884
566, 1591389.00, 9782010.00, 8601665.00,25, 58989
567, 1591233.00, 9782234.00, 8601655.00,25, 59094
568, 1591185.00, 9782106.00, 8601652.00,25, 59198
569, 1591160.00, 9782050.00, 8601489.00,25, 59303
570, 1591186.00, 9781890.00, 8601407.00,25, 59407
571, 1591269.00, 9781612.00, 8601409.00,25, 59512
572, 1591304.00, 9781418.00, 8601614.00,25, 59617
573, 1591300.00, 9781248.00, 8601767.00,25, 59721
574, 1591124.00, 9781160.00, 8601651.00,25, 59826
575, 1591038.00, 9780912.00, 8601626.00,25, 59930
576, 1591006.00, 9780803.00, 8601681.00,25, 60035
577, 1590968.00, 9780689.00, 8601801.00,25, 60139
578, 1590929.00, 9780658.00, 8601869.00,25, 60244
579, 1590954.00, 9780679.00, 8601723.00,25, 60349
580, 1590892.00, 9780725.00, 8601688.00,25, 60453
581, 1590670.00, 9780807.00, 8601612.00,25, 60558
582, 1590410.00, 9780918.00, 8601567.00,25, 60662
583, 1590109.00, 9781391.00, 8601604.00,25, 60767
584, 1589906.00, 9781596.00, 8601578.00,25, 60871
585, 1589704.00, 9781678.00, 8601809.00,25, 60976
586, 1589562.00, 9781754.00, 8601923.00,25, 61081
587, 1589496.00, 9781671.00, 8601854.00,25, 61185
588, 1589503.00, 9781567.00, 8601717.00,25, 61290
589, 1589522.00, 9781433.00, 8601623.00,25, 61394
590, 1589607.00, 9781295.00, 8601376.00,25, 61499
591, 1589690.00, 9780826.00, 8601354.00,25, 61604
592, 1589655.00, 9780744.00, 8601583.00,25, 61708
593, 1589500.00, 9780595.00, 8601696.00,25, 61813
594, 1589442.00, 9780543.00, 8601659.00,25, 61917
595, 1589494.00, 9780475.00, 8601541.00,25, 62022
596, 1589552.00, 9780431.00, 8601671.00,25, 62126
597, 1589510.00, 9780368.00, 8601573.00,25, 62231
598, 1589439.00, 9780390.00, 8601730.00,25, 62336
599, 1589295.00, 9780576.00, 8601726.00,25, 62440
600, 1589117.00, 9780764.00, 8602042.00,25, 62545
601, 1588887.00, 9781017.00, 8601746.00,25, 62649
602, 1588656.00, 9781124.00, 8601628.00,25, 62754
603, 1588504.00, 9781253.00, 8601702.00,25, 62858
604, 1588364.00, 9781325.00, 8601700.00,25, 62963
605, 1588262.00, 9781343.00, 8601655.00,25, 63068
606, 1588190.00, 9781302.00, 8601859.00,25, 63172
607, 1588180.00, 9781012.00, 8601850.00,25, 63277
608, 1588302.00, 9780878.00, 8601863.00,25, 63381
609, 1588384.00, 9780647.00, 8601911.00,25, 63486
610, 1588398.00, 9780548.00, 8601759.00,25, 63590
611, 1588253.00, 9780456.00, 8601853.00,25, 63695
612, 1588154.00, 9780367.00, 8601821.00,25, 63800
613, 1588267.00, 9780292.00, 8601820.00,25, 63904
614, 1588312.00, 9780142.00, 8601851.00,25, 64009
615, 1588243.00, 9780060.00, 8601668.00,25, 64113
616, 1588251.00, 9780147.00, 8601628.00,25, 64218
617, 1588198.00, 9780200.00, 8601735.00,25, 64322
618, 1588051.00, 9780317.00, 8601533.00,25, 64427
619, 1587810.00, 9780510.00, 8601436.00,25, 64532
620, 1587584.00, 9780756.00, 8601398.00,25, 64636
621, 1587349.00, 9780914.00, 8601410.00,25, 64741
622, 1587228.00, 9780961.00, 8601603.00,25, 64845
623, 1587054.00, 9781030.00, 8601559.00,25, 64950
624, 1586974.00, 9780817.00, 8601474.00,25, 65054
625, 1586980.00, 9780609.00, 8601642.00,25, 65159
626, 1587058.00, 9780427.00, 8601803.00,25, 65264
627, 1587136.00, 9780254.00, 8601464.00,25, 65368
628, 1587173.00, 9780155.00, 8601479.00,25, 65473
629, 1587166.00, 9780027.00, 8601513.00,25, 65577
630, 1587113.00, 9779919.00, 8601621.00,25, 65682
631, 1587182.00, 9779816.00, 8601523.00,25, 65786
632, 1587277.00, 9779756.00, 8601242.00,25, 65891
633, 1587292.00, 9779738.00, 8601289.00,25, 65996
634, 1587273.00, 9779761.00, 8601627.00,25, 66100
635, 1587172.00, 9779834.00, 8601735.00,25, 66205
636, 1587100.00, 9779898.00, 8601580.00,25, 66309
637, 1586915.00, 9780042.00, 8601643.00,25, 66414
638, 1586682.00, 9780127.00, 8601547.00,25, 66518
639, 1586457.00, 9780387.00, 8601634.00,25, 66623
640, 1586314.00, 9780330.00, 8601622.00,25, 66728
641, 1586199.00, 9780371.00, 8601597.00,25, 66832
642, 1586135.00, 9780329.00, 8601689.00,25, 66937
643, 1586127.00, 9780272.00, 8601559.00,25, 67041
644, 1586116.00, 9780108.00, 8601595.00,25, 67146
645, 1586172.00, 9780005.00, 8601847.00,25, 67250
646, 1586264.00, 9779892.00, 8601811.00,25, 67355
647, 1586300.00, 9779594.00, 8601946.00,25, 67460
648, 1586273.00, 9779522.00, 8601964.00,25, 67564
649, 1586281.00, 9779489.00, 8601728.00,25, 67669
650, 1586376.00, 9779439.00, 8601454.00,25, 67773
651, 1586415.00, 9779392.00, 8601539.00,25, 67878
652, 1586391.00, 9779383.00, 8601935.00,25, 67983
653, 1586377.00, 9779411.00, 8601630.00,25, 68087
654, 1586269.00, 9779449.00, 8601424.00,25, 68192
655, 1586048.00, 9779708.00, 8601434.00,25, 68296
656, 1585870.00, 9779828.00, 8601450.00,25, 68401
657, 1585735.00, 9779868.00, 8601647.00,25, 68505
658, 1585583.00, 9780026.00, 8601488.00,25, 68610
659, 1585416.00, 9780049.00, 8601538.00,25, 68715
660, 1585329.00, 9779938.00, 8601652.00,25, 68819
661, 1585241.00, 9779878.00, 8601491.00,25, 68924
662, 1585230.00, 9779841.00, 8601706.00,25, 69028
663, 1585246.00, 9779585.00, 8601658.00,25, 69133
664, 1585311.00, 9779471.00, 8602041.00,25, 69238
665, 1585430.00, 9779339.00, 8601824.00,25, 69342
666, 1585418.00, 9779240.00, 8601881.00,25, 69447
667, 1585362.00, 9779300.00, 8602086.00,25, 69551
668, 1585363.00, 9779441.00, 8602414.00,25, 69656
669, 1585303.00, 9779421.00, 8602557.00,25, 69760
670, 1585160.00, 9779374.00, 8602940.00,25, 69865
671, 1585006.00, 9779684.00, 8603560.00,25, 69970
672, 1584975.00, 9779596.00, 8603105.00,25, 70074
673, 1584593.00, 9780125.00, 8603555.00,25, 70179
674, 1584155.00, 9780565.00, 8604918.00,25, 70283
675, 1583916.00, 9780719.00, 8606409.00,25, 70388
676, 1583327.00, 9780556.00, 8606781.00,25, 70492
677, 1580704.00, 9781751.00, 8608686.00,25, 70597
678, 1578888.00, 9783685.00, 8610112.00,25, 70702
679, 1578364.00, 9784223.00, 8609785.00,25, 70806
680, 1576467.00, 9785596.00, 8611375.00,25, 70911
681, 1573650.00, 9788235.00, 8614263.00,25, 71015
682, 1572770.00, 9789072.00, 8615525.00,25, 71120
683, 1571604.00, 9789216.00, 8615141.00,25, 71224
684, 1562346.00, 9793441.00, 8620111.00,25, 71329
685, 1553941.00, 9803126.00, 8629969.00,25, 71434
686, 1545008.00, 9804876.00, 8634535.00,25, 71538
687, 1528648.00, 9822000.00, 8644389.00,25, 71643
688, 1520900.00, 9824304.00, 8647133.00,25, 71747
689, 1520405.00, 9824050.00, 8644544.00,25, 71852
690, 1520099.00, 9824145.00, 8644471.00,25, 71957
691, 1520137.00, 9823887.00, 8644458.00,25, 72061
692, 1520322.00, 9823404.00, 8644463.00,25, 72166
693, 1520350.00, 9823185.00, 8644253.00,25, 72270
694, 1520369.00, 9822907.00, 8644180.00,25, 72375
695, 1520464.00, 9822204.00, 8644356.00,25, 72479
696, 1520483.00, 9821945.00, 8644432.00,25, 72584
697, 1520338.00, 9821607.00, 8644595.00,25, 72689
698, 1520093.00, 9821385.00, 8644555.00,25, 72793
699, 1519696.00, 9821348.00, 8644159.00,25, 72898
700, 1519243.00, 9821270.00, 8644247.00,25, 73002
701, 1518887.00, 9821235.00, 8644281.00,25, 73107
702, 1518616.00, 9821370.00, 8644382.00,25, 73211
703, 1518522.00, 9821401.00, 8644230.00,25, 73316
704, 1518397.00, 9821518.00, 8644293.00,25, 73421
705, 1518239.00, 9821710.00, 8644547.00,25, 73525
706, 1518209.00, 9821706.00, 8644480.00,25, 73630
707, 1518212.00, 9821671.00, 8644399.00,25, 73734
708, 1518199.00, 9821835.00, 8644385.00,25, 73839
709, 1518327.00, 9821839.00, 8644320.00,25, 73943
710, 1518404.00, 9821710.00, 8644218.00,25, 74048
711, 1518463.00, 9821438.00, 8644187.00,25, 74153
712, 1518619.00, 9821174.00, 8644262.00,25, 74257
713, 1518619.00, 9820984.00, 8644137.00,25, 74362
714, 1518647.00, 9820793.00, 8644504.00,25, 74466
715, 1518616.00, 9820545.00, 8644549.00,25, 74571
716, 1518432.00, 9820362.00, 8644662.00,25, 74675
717, 1518126.00, 9820316.00, 8644469.00,25, 74780
718, 1517569.00, 9820246.00, 8644226.00,25, 74885
719, 1517094.00, 9820669.00, 8644225.00,25, 74989
720, 1516948.00, 9820704.00, 8644218.00,25, 75094
721, 1516750.00, 9820653.00, 8644265.00,25, 75198
722, 1516585.00, 9820837.00, 8644123.00,25, 75303
723, 1516489.00, 9820997.00, 8644250.00,25, 75408
724, 1516424.00, 9821037.00, 8644346.00,25, 75512
725, 1516372.00, 9821170.00, 8644381.00,25, 75617
726, 1516396.00, 9821241.00, 8644336.00,25, 75721
727, 1516413.00, 9821374.00, 8644444.00,25, 75826
728, 1516448.00, 9821418.00, 8644399.00,25, 75930
729, 1516567.00, 9821167.00, 8644337.00,25, 76035
730, 1516677.00, 9820940.00, 8644379.00,25, 76140
731, 1516723.00, 9820784.00, 8644654.00,25, 76244
732, 1516802.00, 9820531.00, 8644479.00,25, 76349
733, 1516788.00, 9820220.00, 8644365.00,25, 76453
734, 1516587.00, 9820117.00, 8644477.00,25, 76558
735, 1516325.00, 9819881.00, 8644472.00,25, 76663
736, 1516011.00, 9820036.00, 8644297.00,25, 76767
737, 1515676.00, 9820155.00, 8644314.00,25, 76872
738, 1515373.00, 9820172.00, 8644469.00,25, 76976
739, 1515160.00, 9820351.00, 8644514.00,25, 77081
740, 1515006.00, 9820522.00, 8644631.00,25, 77185
741, 1514928.00, 9820591.00, 8644298.00,25, 77290
742, 1514776.00, 9820861.00, 8644294.00,25, 77395
743, 1514701.00, 9820889.00, 8644316.00,25, 77499
744, 1514720.00, 9820980.00, 8644283.00,25, 77604
745, 1514733.00, 9820972.00, 8644419.00,25, 77708
746, 1514817.00, 9820942.00, 8644223.00,25, 77813
747, 1514966.00, 9820812.00, 8644426.00,25, 77917
748, 1515110.00, 9820663.00, 8644448.00,25, 78022
749, 1515236.00, 9820410.00, 8644215.00,25, 78127
750, 1515327.00, 9819927.00, 8644416.00,25, 78231
751, 1515348.00, 9819755.00, 8644352.00,25, 78336
752, 1515281.00, 9819584.00, 8644387.00,25, 78440
753, 1515109.00, 9819444.00, 8644701.00,25, 78545
754, 1514867.00, 9819428.00, 8644664.00,25, 78649
755, 1514601.00, 9819464.00, 8644596.00,25, 78754
756, 1514296.00, 9819584.00, 8644434.00,25, 78859
757, 1514021.00, 9819802.00, 8644373.00,25, 78963
758, 1513866.00, 9820082.00, 8644467.00,25, 79068
759, 1513690.00, 9820253.00, 8644628.00,25, 79172
760, 1513522.00, 9820354.00, 8644340.00,25, 79277
761, 1513441.00, 9820459.00, 8644515.00,25, 79382
762, 1513355.00, 9820558.00, 8644590.00,25, 79486
763, 1513333.00, 9820580.00, 8644420.00,25, 79591
764, 1513478.00, 9820503.00, 8644382.00,25, 79695
765, 1513571.00, 9820496.00, 8644537.00,25, 79800
766, 1513673.00, 9820195.00, 8644414.00,25, 79904
767, 1513732.00, 9819905.00, 8644234.00,25, 80009
768, 1513853.00, 9819673.00, 8644255.00,25, 80114
769, 1513952.00, 9819467.00, 8644258.00,25, 80218
770, 1513913.00, 9819300.00, 8644411.00,25, 80323
771, 1513793.00, 9819170.00, 8644193.00,25, 80427
772, 1513644.00, 9819062.00, 8644348.00,25, 80532
773, 1513416.00, 9819036.00, 8644599.00,25, 80637
774, 1513136.00, 9819234.00, 8644421.00,25, 80741
775, 1512964.00, 9819376.00, 8644393.00,25, 80846
776, 1512736.00, 9819586.00, 8644434.00,25, 80950
777, 1512560.00, 9819808.00, 8644430.00,25, 81055
778, 1512406.00, 9819981.00, 8644550.00,25, 81159
779, 1512270.00, 9820163.00, 8644567.00,25, 81264
780, 1512235.00, 9820205.00, 8644577.00,25, 81369
781, 1512185.00, 9820223.00, 8644593.00,25, 81473
782, 1512213.00, 9820172.00, 8644218.00,25, 81578
783, 1512341.00, 9820061.00, 8644340.00,25, 81682
784, 1512483.00, 9819835.00, 8644327.00,25, 81787
785, 1512559.00, 9819631.00, 8644368.00,25, 81892
786, 1512698.00, 9819384.00, 8644524.00,25, 81996
787, 1512777.00, 9819107.00, 8644355.00,25, 82101
788, 1512807.00, 9818885.00, 8644287.00,25, 82205
789, 1512732.00, 9818757.00, 8644253.00,25, 82310
790, 1512552.00, 9818691.00, 8644124.00,25, 82414
791, 1512377.00, 9818695.00, 8644197.00,25, 82519
792, 1512163.00, 9818825.00, 8644165.00,25, 82624
793, 1511886.00, 9819045.00, 8644174.00,25, 82728
794, 1511677.00, 9819181.00, 8644253.00,25, 82833
795, 1511478.00, 9819361.00, 8644157.00,25, 82937
796, 1511287.00, 9819560.00, 8644358.00,25, 83042
797, 1511162.00, 9819743.00, 8644467.00,25, 83146
798, 1511087.00, 9819889.00, 8644607.00,25, 83251
799, 1511030.00, 9819965.00, 8644519.00,25, 83356
800, 1511095.00, 9819900.00, 8644056.00,25, 83460
801, 1511059.00, 9819779.00, 8644197.00,25, 83565
802, 1511126.00, 9819659.00, 8644222.00,25, 83669
803, 1511304.00, 9819475.00, 8644291.00,25, 83774
804, 1511490.00, 9819203.00, 8644277.00,25, 83879
805, 1511630.00, 9818918.00, 8644366.00,25, 83983
806, 1511711.00, 9818396.00, 8644235.00,25, 84088
807, 1511672.00, 9818282.00, 8644230.00,25, 84192
808, 1511600.00, 9818297.00, 8644324.00,25, 84297
809, 1511446.00, 9818301.00, 8644361.00,25, 84401
