Date: 20.2.2020 , In use by: Mena
Daytime: 11:13:11, Temperature: 25°C
ID, strain4A, strain4B, loadcell x, temp [°C], runtime [ms]
49, 5836618.00, 9356164.00, 8493060.00,25, 4916
50, 5836548.00, 9356127.00, 8493176.00,25, 5020
51, 5836556.00, 9356129.00, 8493181.00,25, 5125
52, 5836509.00, 9356082.00, 8493037.00,25, 5230
53, 5836464.00, 9356037.00, 8493127.00,25, 5334
54, 5836468.00, 9355992.00, 8493060.00,25, 5439
55, 5836425.00, 9355905.00, 8492980.00,25, 5543
56, 5836423.00, 9355843.00, 8492960.00,25, 5648
57, 5836372.00, 9355822.00, 8492982.00,25, 5753
58, 5836337.00, 9355797.00, 8492923.00,25, 5857
59, 5836307.00, 9355730.00, 8492939.00,25, 5962
60, 5836286.00, 9355656.00, 8492994.00,25, 6066
61, 5836260.00, 9355576.00, 8493048.00,25, 6171
62, 5836263.00, 9355529.00, 8493049.00,25, 6276
63, 5836260.00, 9355537.00, 8493113.00,25, 6380
64, 5836233.00, 9355558.00, 8493119.00,25, 6485
65, 5836202.00, 9355486.00, 8493040.00,25, 6589
66, 5836202.00, 9355423.00, 8492998.00,25, 6694
67, 5836224.00, 9355295.00, 8493031.00,25, 6799
68, 5836256.00, 9355287.00, 8493110.00,25, 6903
69, 5836209.00, 9355289.00, 8493105.00,25, 7008
70, 5836140.00, 9355247.00, 8493000.00,25, 7112
71, 5836146.00, 9355207.00, 8492958.00,25, 7217
72, 5836203.00, 9355160.00, 8492998.00,25, 7322
73, 5836184.00, 9355134.00, 8493095.00,25, 7426
74, 5836089.00, 9355092.00, 8493053.00,25, 7531
75, 5836078.00, 9355008.00, 8493092.00,25, 7635
76, 5836079.00, 9354989.00, 8493179.00,25, 7740
77, 5836073.00, 9354929.00, 8492974.00,25, 7845
78, 5836063.00, 9354865.00, 8493057.00,25, 7949
79, 5836013.00, 9354899.00, 8493080.00,25, 8054
80, 5835984.00, 9354849.00, 8493015.00,25, 8158
81, 5835960.00, 9354827.00, 8492982.00,25, 8263
82, 5835933.00, 9354751.00, 8493064.00,25, 8368
83, 5835906.00, 9354735.00, 8493045.00,25, 8472
84, 5835915.00, 9354681.00, 8493016.00,25, 8577
85, 5835853.00, 9354631.00, 8493118.00,25, 8681
86, 5835764.00, 9354652.00, 8493194.00,25, 8786
87, 5835746.00, 9354614.00, 8493085.00,25, 8891
88, 5835775.00, 9354518.00, 8492984.00,25, 8995
89, 5835755.00, 9354472.00, 8493133.00,25, 9100
90, 5835762.00, 9354424.00, 8493076.00,25, 9204
91, 5835673.00, 9354399.00, 8493083.00,25, 9309
92, 5835646.00, 9354383.00, 8493020.00,25, 9414
93, 5835654.00, 9354279.00, 8493018.00,25, 9518
94, 5835641.00, 9354232.00, 8493081.00,25, 9623
95, 5835619.00, 9354265.00, 8493069.00,25, 9727
96, 5835643.00, 9354194.00, 8493071.00,25, 9832
97, 5835660.00, 9354166.00, 8493025.00,25, 9937
98, 5835718.00, 9354080.00, 8493071.00,25, 10041
99, 5835724.00, 9354099.00, 8493032.00,25, 10146
100, 5835674.00, 9354064.00, 8493017.00,25, 10250
101, 5835692.00, 9354065.00, 8493016.00,25, 10355
102, 5835639.00, 9354084.00, 8493054.00,25, 10460
103, 5835564.00, 9354134.00, 8493063.00,25, 10564
104, 5835555.00, 9354063.00, 8493078.00,25, 10669
105, 5835506.00, 9353996.00, 8493050.00,25, 10773
106, 5835479.00, 9354019.00, 8492967.00,25, 10878
BASELINE Time: 11:13:42
RECORDING Time: 11:13:53
1, 5832492.00, 9350648.00, 8493026.00,25, 0
2, 5832418.00, 9350608.00, 8493064.00,25, 0
3, 5832260.00, 9350742.00, 8492995.00,25, 105
4, 5832214.00, 9350594.00, 8492966.00,25, 209
5, 5832312.00, 9350484.00, 8493028.00,25, 314
6, 5832310.00, 9350449.00, 8493137.00,25, 418
7, 5832202.00, 9350413.00, 8493050.00,25, 523
8, 5832068.00, 9350281.00, 8493022.00,25, 628
9, 5832002.00, 9350357.00, 8492958.00,25, 732
10, 5831973.00, 9350311.00, 8492989.00,25, 837
11, 5831904.00, 9350298.00, 8493002.00,25, 941
12, 5831854.00, 9350250.00, 8493009.00,25, 1046
13, 5831785.00, 9350274.00, 8492978.00,25, 1151
14, 5831833.00, 9350196.00, 8493135.00,25, 1255
15, 5831746.00, 9350210.00, 8493082.00,25, 1360
16, 5831690.00, 9350234.00, 8493030.00,25, 1464
17, 5831647.00, 9350205.00, 8492987.00,25, 1569
18, 5831579.00, 9350201.00, 8492943.00,25, 1674
19, 5831542.00, 9350098.00, 8492943.00,25, 1778
20, 5831531.00, 9350060.00, 8493044.00,25, 1883
21, 5831457.00, 9350053.00, 8493130.00,25, 1987
22, 5831274.00, 9349880.00, 8493175.00,25, 2092
23, 5831233.00, 9349751.00, 8493156.00,25, 2197
24, 5831306.00, 9349839.00, 8493078.00,25, 2301
25, 5831412.00, 9349884.00, 8493017.00,25, 2406
26, 5831416.00, 9349981.00, 8493092.00,25, 2510
27, 5831393.00, 9349972.00, 8493166.00,25, 2615
28, 5831426.00, 9350081.00, 8493073.00,25, 2720
29, 5831794.00, 9350050.00, 8493146.00,25, 2824
30, 5832440.00, 9350043.00, 8493149.00,25, 2929
31, 5832376.00, 9349981.00, 8493032.00,25, 3033
32, 5832477.00, 9350013.00, 8492935.00,25, 3138
33, 5832724.00, 9350125.00, 8492978.00,25, 3243
34, 5832010.00, 9350035.00, 8493071.00,25, 3347
35, 5828433.00, 9350422.00, 8493007.00,25, 3452
36, 5821152.00, 9352693.00, 8493084.00,25, 3556
37, 5815380.00, 9354066.00, 8493088.00,25, 3661
38, 5809225.00, 9354352.00, 8493026.00,25, 3766
39, 5799803.00, 9355659.00, 8493064.00,25, 3870
40, 5792298.00, 9357086.00, 8493015.00,25, 3975
41, 5786644.00, 9359071.00, 8493020.00,25, 4079
42, 5780227.00, 9360888.00, 8493167.00,25, 4184
43, 5768359.00, 9362425.00, 8493113.00,25, 4289
44, 5737596.00, 9368837.00, 8493009.00,25, 4393
45, 5732316.00, 9369511.00, 8492930.00,25, 4498
46, 5750482.00, 9368881.00, 8492997.00,25, 4602
47, 5764083.00, 9373011.00, 8492972.00,25, 4707
48, 5761388.00, 9376008.00, 8492983.00,25, 4812
49, 5737186.00, 9381972.00, 8493083.00,25, 4916
50, 5686600.00, 9389737.00, 8493031.00,25, 5021
51, 5604437.00, 9418565.00, 8493025.00,25, 5125
52, 5591829.00, 9435431.00, 8493014.00,25, 5230
53, 5600264.00, 9448660.00, 8493009.00,25, 5334
54, 5464245.00, 9470525.00, 8493031.00,25, 5439
55, 5224393.00, 9502958.00, 8493053.00,25, 5544
56, 4931896.00, 9540547.00, 8493080.00,25, 5648
57, 4660437.00, 9574557.00, 8493123.00,25, 5753
58, 4403624.00, 9606438.00, 8493088.00,25, 5857
59, 4130963.00, 9659862.00, 8492984.00,25, 5962
60, 3903340.00, 9677831.00, 8493112.00,25, 6067
61, 3720336.00, 9688409.00, 8492981.00,25, 6171
62, 3349622.00, 9710726.00, 8492985.00,25, 6276
63, 2993759.00, 9727876.00, 8493134.00,25, 6380
64, 2577452.00, 9739229.00, 8493013.00,25, 6485
65, 1968190.00, 9738413.00, 8493036.00,25, 6590
66, 1749859.00, 9682820.00, 8493277.00,25, 6694
67, 1715115.00, 9629660.00, 8493115.00,25, 6799
68, 1680164.00, 9620600.00, 8493030.00,25, 6903
69, 1650903.00, 9615695.00, 8492919.00,25, 7008
70, 1626210.00, 9618711.00, 8492927.00,25, 7113
71, 1609163.00, 9615926.00, 8493076.00,25, 7217
72, 1600249.00, 9614850.00, 8493126.00,25, 7322
73, 1598447.00, 9612823.00, 8493004.00,25, 7426
74, 1598206.00, 9613340.00, 8492988.00,25, 7531
75, 1598662.00, 9606925.00, 8492972.00,25, 7636
76, 1599295.00, 9604810.00, 8492983.00,25, 7740
77, 1599678.00, 9603574.00, 8493026.00,25, 7845
78, 1599997.00, 9603266.00, 8493026.00,25, 7949
79, 1600375.00, 9603005.00, 8493120.00,25, 8054
80, 1600773.00, 9602858.00, 8493096.00,25, 8159
81, 1601081.00, 9602764.00, 8492978.00,25, 8263
82, 1601381.00, 9602566.00, 8493047.00,25, 8368
83, 1601615.00, 9602618.00, 8492975.00,25, 8472
84, 1601898.00, 9602555.00, 8492933.00,25, 8577
85, 1602258.00, 9602630.00, 8493112.00,25, 8681
86, 1602604.00, 9602691.00, 8493083.00,25, 8786
87, 1602853.00, 9602599.00, 8492915.00,25, 8891
88, 1603007.00, 9602807.00, 8492907.00,25, 8995
89, 1603187.00, 9602775.00, 8492970.00,25, 9100
90, 1603818.00, 9602193.00, 8493063.00,25, 9204
91, 1603620.00, 9603137.00, 8492990.00,25, 9309
92, 1603305.00, 9602319.00, 8493004.00,25, 9414
93, 1603548.00, 9602729.00, 8493078.00,25, 9518
94, 1603166.00, 9603576.00, 8493132.00,25, 9623
95, 1603056.00, 9603730.00, 8493101.00,25, 9727
96, 1603238.00, 9603902.00, 8493033.00,25, 9832
97, 1603343.00, 9604034.00, 8493035.00,25, 9937
98, 1603489.00, 9604184.00, 8493037.00,25, 10041
99, 1603544.00, 9604510.00, 8493107.00,25, 10146
100, 1603618.00, 9604536.00, 8493084.00,25, 10250
101, 1603579.00, 9604967.00, 8493111.00,25, 10355
102, 1603596.00, 9604948.00, 8493188.00,25, 10460
103, 1603773.00, 9605158.00, 8493121.00,25, 10564
104, 1604046.00, 9605125.00, 8493071.00,25, 10669
105, 1604377.00, 9605138.00, 8492964.00,25, 10773
106, 1604677.00, 9605292.00, 8492945.00,25, 10878
107, 1605012.00, 9605286.00, 8492997.00,25, 10983
108, 1605342.00, 9605303.00, 8493027.00,25, 11087
109, 1605793.00, 9605215.00, 8493060.00,25, 11192
110, 1606174.00, 9605293.00, 8493159.00,25, 11296
111, 1606414.00, 9604903.00, 8493123.00,25, 11401
112, 1605935.00, 9604009.00, 8493059.00,25, 11506
113, 1604392.00, 9602618.00, 8493127.00,25, 11610
114, 1602135.00, 9605892.00, 8493062.00,25, 11715
115, 1601280.00, 9606803.00, 8492991.00,25, 11819
116, 1603061.00, 9604779.00, 8492995.00,25, 11924
117, 1605248.00, 9603659.00, 8493000.00,25, 12029
118, 1607538.00, 9602532.00, 8493084.00,25, 12133
119, 1608863.00, 9603520.00, 8492983.00,25, 12238
120, 1609105.00, 9605017.00, 8493105.00,25, 12342
121, 1609720.00, 9604957.00, 8493085.00,25, 12447
122, 1611589.00, 9603800.00, 8492987.00,25, 12552
123, 1614684.00, 9602765.00, 8493104.00,25, 12656
124, 1616238.00, 9602877.00, 8493083.00,25, 12761
125, 1616804.00, 9603286.00, 8493065.00,25, 12865
126, 1615940.00, 9604278.00, 8493089.00,25, 12970
127, 1614792.00, 9603512.00, 8492998.00,25, 13075
128, 1614364.00, 9602983.00, 8493055.00,25, 13179
129, 1614407.00, 9602656.00, 8493126.00,25, 13284
130, 1613120.00, 9601887.00, 8493145.00,25, 13388
131, 1605869.00, 9603434.00, 8493061.00,25, 13493
132, 1606001.00, 9598434.00, 8492981.00,25, 13598
133, 1616356.00, 9593370.00, 8493086.00,25, 13702
134, 1636765.00, 9589723.00, 8493009.00,25, 13807
135, 1650344.00, 9590441.00, 8493016.00,25, 13911
136, 1651326.00, 9591101.00, 8493099.00,25, 14016
137, 1653507.00, 9599312.00, 8493028.00,25, 14121
138, 1668189.00, 9628520.00, 8492892.00,25, 14225
139, 1673365.00, 9643242.00, 8492987.00,25, 14330
140, 1678332.00, 9656737.00, 8493042.00,25, 14434
141, 1695288.00, 9662947.00, 8493018.00,25, 14539
142, 1696336.00, 9661807.00, 8492984.00,25, 14644
143, 1693289.00, 9660840.00, 8492910.00,25, 14748
144, 1691094.00, 9660669.00, 8492934.00,25, 14853
145, 1690330.00, 9660286.00, 8493035.00,25, 14957
146, 1690358.00, 9658588.00, 8493086.00,25, 15062
147, 1693089.00, 9656726.00, 8492971.00,25, 15167
148, 1696819.00, 9656279.00, 8492875.00,25, 15271
149, 1698461.00, 9655488.00, 8492938.00,25, 15376
150, 1697874.00, 9654396.00, 8493016.00,25, 15480
151, 1697060.00, 9654604.00, 8493018.00,25, 15585
152, 1696130.00, 9655822.00, 8493019.00,25, 15690
153, 1695237.00, 9656711.00, 8493033.00,25, 15794
154, 1694557.00, 9657942.00, 8492974.00,25, 15899
155, 1693716.00, 9657746.00, 8492995.00,25, 16003
156, 1692863.00, 9658853.00, 8493055.00,25, 16108
157, 1692133.00, 9659206.00, 8493086.00,25, 16212
158, 1691623.00, 9659456.00, 8493123.00,25, 16317
159, 1691209.00, 9657858.00, 8493074.00,25, 16422
160, 1690632.00, 9656592.00, 8493016.00,25, 16526
161, 1690243.00, 9657172.00, 8493075.00,25, 16631
162, 1689643.00, 9659854.00, 8493074.00,25, 16735
163, 1689137.00, 9660068.00, 8493044.00,25, 16840
164, 1689826.00, 9658120.00, 8493058.00,25, 16945
165, 1691179.00, 9655613.00, 8493056.00,25, 17049
166, 1692269.00, 9656887.00, 8493005.00,25, 17154
167, 1692147.00, 9657712.00, 8493049.00,25, 17258
168, 1691674.00, 9657951.00, 8493144.00,25, 17363
169, 1691811.00, 9658786.00, 8493101.00,25, 17468
170, 1691131.00, 9660400.00, 8493128.00,25, 17572
171, 1690758.00, 9661215.00, 8493080.00,25, 17677
172, 1690357.00, 9661932.00, 8493027.00,25, 17781
173, 1689556.00, 9660965.00, 8493048.00,25, 17886
174, 1688711.00, 9660290.00, 8493067.00,25, 17991
175, 1688398.00, 9659623.00, 8492942.00,25, 18095
176, 1688289.00, 9660323.00, 8492966.00,25, 18200
177, 1688340.00, 9660439.00, 8493044.00,25, 18304
178, 1688266.00, 9660287.00, 8493058.00,25, 18409
179, 1688099.00, 9661349.00, 8493022.00,25, 18514
180, 1687920.00, 9661811.00, 8493023.00,25, 18618
181, 1687741.00, 9661215.00, 8492984.00,25, 18723
182, 1687706.00, 9660713.00, 8493103.00,25, 18827
183, 1687618.00, 9661997.00, 8493134.00,25, 18932
184, 1687411.00, 9663186.00, 8493054.00,25, 19037
185, 1687363.00, 9663169.00, 8492993.00,25, 19141
186, 1687408.00, 9662297.00, 8492941.00,25, 19246
187, 1687326.00, 9661306.00, 8492932.00,25, 19350
188, 1687303.00, 9662143.00, 8492912.00,25, 19455
189, 1687195.00, 9663026.00, 8493083.00,25, 19560
190, 1687139.00, 9662388.00, 8493103.00,25, 19664
191, 1687213.00, 9661830.00, 8493023.00,25, 19769
192, 1687138.00, 9662524.00, 8493091.00,25, 19873
193, 1686759.00, 9662295.00, 8493035.00,25, 19978
194, 1686249.00, 9662703.00, 8492979.00,25, 20083
195, 1685891.00, 9662250.00, 8493014.00,25, 20187
196, 1685566.00, 9662045.00, 8492980.00,25, 20292
197, 1684878.00, 9661568.00, 8493002.00,25, 20397
198, 1683923.00, 9662335.00, 8493111.00,25, 20501
199, 1683159.00, 9661786.00, 8493115.00,25, 20606
200, 1682918.00, 9662096.00, 8493133.00,25, 20710
201, 1682876.00, 9664512.00, 8493105.00,25, 20815
202, 1682005.00, 9664604.00, 8493022.00,25, 20920
203, 1681640.00, 9662854.00, 8493026.00,25, 21024
204, 1681879.00, 9663031.00, 8493099.00,25, 21129
205, 1683729.00, 9662191.00, 8493090.00,25, 21233
206, 1688277.00, 9660485.00, 8493150.00,25, 21338
207, 1690370.00, 9657427.00, 8493102.00,25, 21443
208, 1690614.00, 9657044.00, 8493020.00,25, 21547
209, 1690697.00, 9656975.00, 8493099.00,25, 21652
210, 1690824.00, 9656942.00, 8493158.00,25, 21756
211, 1690878.00, 9656941.00, 8493061.00,25, 21861
212, 1690908.00, 9656929.00, 8493053.00,25, 21966
213, 1691000.00, 9656838.00, 8493031.00,25, 22070
214, 1691017.00, 9656891.00, 8493127.00,25, 22175
215, 1691042.00, 9656798.00, 8493157.00,25, 22279
216, 1691051.00, 9656802.00, 8493110.00,25, 22384
217, 1691128.00, 9656788.00, 8493115.00,25, 22488
218, 1691114.00, 9656708.00, 8493102.00,25, 22593
219, 1691140.00, 9656703.00, 8492983.00,25, 22698
220, 1691445.00, 9656542.00, 8493003.00,25, 22802
221, 1692011.00, 9656190.00, 8493066.00,25, 22907
222, 1691792.00, 9656181.00, 8493043.00,25, 23011
223, 1691309.00, 9656408.00, 8492991.00,25, 23116
224, 1691241.00, 9656538.00, 8493085.00,25, 23221
225, 1691269.00, 9656582.00, 8493001.00,25, 23325
226, 1691296.00, 9656496.00, 8493016.00,25, 23430
227, 1691283.00, 9656521.00, 8493074.00,25, 23534
228, 1691235.00, 9656497.00, 8493102.00,25, 23639
229, 1691243.00, 9656523.00, 8493106.00,25, 23744
230, 1691293.00, 9656493.00, 8493152.00,25, 23848
231, 1691754.00, 9656370.00, 8493059.00,25, 23953
232, 1694738.00, 9653871.00, 8493082.00,25, 24057
233, 1697813.00, 9645378.00, 8493036.00,25, 24162
234, 1697725.00, 9638498.00, 8493006.00,25, 24267
235, 1693664.00, 9644509.00, 8493105.00,25, 24371
236, 1690575.00, 9648639.00, 8493154.00,25, 24476
237, 1689674.00, 9652199.00, 8493060.00,25, 24580
238, 1691152.00, 9652832.00, 8492945.00,25, 24685
239, 1694084.00, 9646079.00, 8493057.00,25, 24790
240, 1697399.00, 9638316.00, 8493058.00,25, 24894
241, 1701269.00, 9625034.00, 8492982.00,25, 24999
242, 1703167.00, 9618803.00, 8493038.00,25, 25103
243, 1705571.00, 9613719.00, 8493038.00,25, 25208
244, 1703754.00, 9614324.00, 8493029.00,25, 25313
245, 1701476.00, 9615116.00, 8492972.00,25, 25417
246, 1702173.00, 9616036.00, 8493039.00,25, 25522
247, 1705661.00, 9609553.00, 8493033.00,25, 25626
248, 1705160.00, 9599004.00, 8493058.00,25, 25731
249, 1705110.00, 9599546.00, 8493040.00,25, 25835
250, 1709260.00, 9603076.00, 8493083.00,25, 25940
251, 1717417.00, 9593562.00, 8493150.00,25, 26045
252, 1718721.00, 9604062.00, 8493042.00,25, 26149
253, 1716667.00, 9606660.00, 8492987.00,25, 26254
254, 1711709.00, 9610794.00, 8492912.00,25, 26358
255, 1710808.00, 9614346.00, 8492942.00,25, 26463
256, 1719438.00, 9616937.00, 8493029.00,25, 26568
257, 1732279.00, 9606985.00, 8493042.00,25, 26672
258, 1746920.00, 9576485.00, 8493197.00,25, 26777
259, 1762402.00, 9563690.00, 8493021.00,25, 26881
260, 1767653.00, 9548671.00, 8492722.00,25, 26986
261, 1751856.00, 9560364.00, 8492922.00,25, 27091
262, 1735091.00, 9568607.00, 8492973.00,25, 27195
263, 1719138.00, 9591747.00, 8493098.00,25, 27300
264, 1710583.00, 9613161.00, 8493093.00,25, 27404
265, 1704344.00, 9623906.00, 8492956.00,25, 27509
266, 1700702.00, 9640005.00, 8492991.00,25, 27614
267, 1701645.00, 9633873.00, 8493118.00,25, 27718
268, 1701972.00, 9630909.00, 8493191.00,25, 27823
269, 1698774.00, 9642517.00, 8493114.00,25, 27927
270, 1699122.00, 9640431.00, 8493064.00,25, 28032
271, 1699793.00, 9640103.00, 8493056.00,25, 28137
272, 1699786.00, 9640293.00, 8493099.00,25, 28241
273, 1699427.00, 9639682.00, 8493156.00,25, 28346
274, 1699978.00, 9630103.00, 8493034.00,25, 28450
275, 1701276.00, 9623605.00, 8492997.00,25, 28555
276, 1700764.00, 9626875.00, 8493072.00,25, 28660
277, 1701840.00, 9621836.00, 8493154.00,25, 28764
278, 1701636.00, 9622017.00, 8493089.00,25, 28869
279, 1703645.00, 9629668.00, 8493045.00,25, 28973
280, 1710596.00, 9628473.00, 8493048.00,25, 29078
281, 1714415.00, 9621127.00, 8493076.00,25, 29183
282, 1717485.00, 9627493.00, 8493157.00,25, 29287
283, 1713325.00, 9637908.00, 8493169.00,25, 29392
284, 1708935.00, 9649412.00, 8493188.00,25, 29496
285, 1717457.00, 9659152.00, 8492936.00,25, 29601
286, 1724809.00, 9667042.00, 8493086.00,25, 29706
287, 1729489.00, 9665161.00, 8493284.00,25, 29810
288, 1736409.00, 9658347.00, 8493085.00,25, 29915
289, 1740253.00, 9657797.00, 8492888.00,25, 30019
290, 1742376.00, 9669114.00, 8493148.00,25, 30124
291, 1747139.00, 9660590.00, 8493147.00,25, 30229
292, 1753358.00, 9645316.00, 8493387.00,25, 30333
293, 1764300.00, 9638589.00, 8492819.00,25, 30438
294, 1766396.00, 9638724.00, 8492919.00,25, 30542
295, 1758173.00, 9643703.00, 8493494.00,25, 30647
296, 1745265.00, 9634446.00, 8493103.00,25, 30751
297, 1704342.00, 9630249.00, 8492639.00,25, 30856
298, 1667543.00, 9659232.00, 8492793.00,25, 30961
299, 1666448.00, 9650176.00, 8493124.00,25, 31065
300, 1672098.00, 9646899.00, 8492996.00,25, 31170
301, 1675362.00, 9657994.00, 8492995.00,25, 31274
302, 1678794.00, 9687173.00, 8493071.00,25, 31379
303, 1681206.00, 9689525.00, 8493099.00,25, 31484
304, 1681999.00, 9690712.00, 8493081.00,25, 31588
305, 1682390.00, 9690570.00, 8493155.00,25, 31693
306, 1682676.00, 9690512.00, 8493196.00,25, 31797
307, 1682969.00, 9690197.00, 8493021.00,25, 31902
308, 1683241.00, 9689930.00, 8492911.00,25, 32007
309, 1683514.00, 9690162.00, 8493013.00,25, 32111
310, 1683737.00, 9690463.00, 8493159.00,25, 32216
311, 1683877.00, 9690171.00, 8493211.00,25, 32320
312, 1683900.00, 9690004.00, 8493084.00,25, 32425
313, 1684042.00, 9688475.00, 8493032.00,25, 32530
314, 1684468.00, 9688360.00, 8493027.00,25, 32634
315, 1684747.00, 9687881.00, 8493081.00,25, 32739
316, 1684875.00, 9687820.00, 8492992.00,25, 32843
317, 1685236.00, 9686288.00, 8493124.00,25, 32948
318, 1685338.00, 9680526.00, 8493161.00,25, 33052
319, 1686190.00, 9673233.00, 8493137.00,25, 33157
320, 1688064.00, 9656080.00, 8493051.00,25, 33262
321, 1686523.00, 9655915.00, 8493043.00,25, 33366
322, 1683504.00, 9665706.00, 8492997.00,25, 33471
323, 1685264.00, 9659512.00, 8493116.00,25, 33575
324, 1690646.00, 9659262.00, 8493162.00,25, 33680
325, 1697335.00, 9660602.00, 8493013.00,25, 33785
326, 1699212.00, 9647624.00, 8492939.00,25, 33889
327, 1693435.00, 9668850.00, 8493018.00,25, 33994
328, 1690896.00, 9688173.00, 8492928.00,25, 34098
329, 1691417.00, 9686328.00, 8493030.00,25, 34203
330, 1691878.00, 9686986.00, 8493079.00,25, 34307
331, 1692417.00, 9685965.00, 8493053.00,25, 34412
332, 1693497.00, 9682452.00, 8493023.00,25, 34517
333, 1694955.00, 9680269.00, 8493053.00,25, 34621
334, 1696798.00, 9675317.00, 8493027.00,25, 34726
335, 1696901.00, 9676983.00, 8493067.00,25, 34830
336, 1699392.00, 9678073.00, 8493050.00,25, 34935
337, 1704273.00, 9651284.00, 8493080.00,25, 35040
338, 1706761.00, 9636058.00, 8493155.00,25, 35144
339, 1699330.00, 9643273.00, 8493119.00,25, 35249
340, 1686740.00, 9683092.00, 8493062.00,25, 35353
341, 1682310.00, 9689046.00, 8493115.00,25, 35458
342, 1671621.00, 9727215.00, 8493071.00,25, 35563
343, 1665715.00, 9738605.00, 8493036.00,25, 35667
344, 1662007.00, 9742924.00, 8492956.00,25, 35772
345, 1659181.00, 9774045.00, 8493114.00,25, 35876
346, 1656886.00, 9766004.00, 8493160.00,25, 35981
347, 1650549.00, 9779323.00, 8493201.00,25, 36086
348, 1644715.00, 9794528.00, 8492917.00,25, 36190
349, 1643993.00, 9794443.00, 8492997.00,25, 36295
350, 1649845.00, 9783516.00, 8493155.00,25, 36399
351, 1660648.00, 9742541.00, 8493085.00,25, 36504
352, 1663804.00, 9720951.00, 8492984.00,25, 36609
353, 1674303.00, 9715086.00, 8492985.00,25, 36713
354, 1679980.00, 9711056.00, 8492953.00,25, 36818
355, 1680486.00, 9709612.00, 8493022.00,25, 36922
356, 1680608.00, 9709665.00, 8493036.00,25, 37027
357, 1680643.00, 9709376.00, 8493060.00,25, 37132
358, 1680640.00, 9709040.00, 8493119.00,25, 37236
359, 1680644.00, 9709025.00, 8493199.00,25, 37341
360, 1680683.00, 9709084.00, 8493126.00,25, 37445
361, 1680663.00, 9708896.00, 8493067.00,25, 37550
362, 1680692.00, 9708967.00, 8493104.00,25, 37654
363, 1680766.00, 9708745.00, 8493229.00,25, 37759
364, 1680840.00, 9708614.00, 8493189.00,25, 37864
365, 1680836.00, 9708602.00, 8493098.00,25, 37968
366, 1680880.00, 9708519.00, 8493050.00,25, 38073
367, 1680977.00, 9708432.00, 8493167.00,25, 38177
368, 1681008.00, 9708471.00, 8493112.00,25, 38282
369, 1681070.00, 9708295.00, 8493113.00,25, 38387
370, 1681189.00, 9708174.00, 8493035.00,25, 38491
