Date: 27.3.2020 , In use by: Mena
Daytime: 11:4:19, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
6, 6745684.00, 6387187.00, 8398096.00, 4827224.00, 0.00, 16777215.00, 25, 1271
7, 6731629.00, 6374849.00, 8397979.00, 4841923.00, 0.00, 16777215.00, 25, 1453
8, 6722279.00, 6360829.00, 8397869.00, 4855786.00, 0.00, 16777215.00, 25, 1725
9, 6716937.00, 6354822.00, 8398118.00, 4867367.00, 0.00, 16777215.00, 25, 1997
10, 6716172.00, 6357103.00, 8398019.00, 4880142.00, 0.00, 16777215.00, 25, 2179
11, 6722534.00, 6367320.00, 8397838.00, 4897327.00, 0.00, 16777215.00, 25, 2451
12, 6711639.00, 6351674.00, 8397979.00, 4919024.00, 0.00, 16777215.00, 25, 2814
13, 6717951.00, 6352172.00, 8397971.00, 4752556.00, 0.00, 16777215.00, 25, 3177
14, 6712603.00, 6334083.00, 8397915.00, 4709910.00, 0.00, 16777215.00, 25, 3541
15, 6723249.00, 6341047.00, 8398022.00, 4742842.00, 0.00, 16777215.00, 25, 3904
BASELINE Time: 11:5:2
