Date: 27.3.2020 , In use by: Mena
Daytime: 10:45:38, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
47, 0.00, 6296323.00, 8397995.00, 5932068.00, 9423540.00, 16777215.00, 25, 12434
48, 0.00, 6284094.00, 8398136.00, 5934462.00, 9433907.00, 16777215.00, 25, 12707
49, 0.00, 6300702.00, 8397922.00, 5912432.00, 9435931.00, 16777215.00, 25, 12979
50, 0.00, 6301060.00, 8397930.00, 5899836.00, 9434658.00, 16777215.00, 25, 13251
51, 0.00, 6300194.00, 8397909.00, 5898787.00, 9429251.00, 16777215.00, 25, 13524
52, 0.00, 6288397.00, 8397935.00, 5891150.00, 9424612.00, 16777215.00, 25, 13796
53, 0.00, 6285768.00, 8397929.00, 5905729.00, 9423883.00, 16777215.00, 25, 14069
54, 0.00, 6290625.00, 8397971.00, 5910526.00, 9423542.00, 16777215.00, 25, 14341
55, 0.00, 6285072.00, 8397941.00, 5900305.00, 9420348.00, 16777215.00, 25, 14613
56, 0.00, 6283304.00, 8398036.00, 5899942.00, 9421861.00, 16777215.00, 25, 14976
57, 0.00, 6290337.00, 8397905.00, 5916488.00, 9425934.00, 16777215.00, 25, 15249
58, 0.00, 6293526.00, 8397874.00, 5926761.00, 9422691.00, 16777215.00, 25, 15430
59, 0.00, 6289518.00, 8397972.00, 5921356.00, 9420077.00, 16777215.00, 25, 15794
60, 0.00, 6285946.00, 8398023.00, 5914051.00, 9421007.00, 16777215.00, 25, 15975
61, 0.00, 6286569.00, 8398019.00, 5910033.00, 9423259.00, 16777215.00, 25, 16157
62, 0.00, 6284187.00, 8398032.00, 5905023.00, 9423656.00, 16777215.00, 25, 16429
63, 3931078.00, 6280194.00, 8398021.00, 5904343.00, 9424304.00, 16777215.00, 25, 16701
64, 4802534.00, 6294814.00, 8397926.00, 5901031.00, 9428001.00, 16777215.00, 25, 17065
65, 5828415.00, 6295446.00, 8397990.00, 5893592.00, 9426279.00, 16777215.00, 25, 17428
66, 5876294.00, 6292725.00, 8397880.00, 5887427.00, 9426234.00, 16777215.00, 25, 17791
67, 5998267.00, 6293605.00, 8398125.00, 5884852.00, 9432074.00, 16777215.00, 25, 18063
68, 5904332.00, 6299186.00, 8398065.00, 5891795.00, 9432413.00, 16777215.00, 25, 18336
69, 5949698.00, 6296585.00, 8398000.00, 5887870.00, 9427640.00, 16777215.00, 25, 18608
70, 6031259.00, 6290831.00, 8398031.00, 5894382.00, 9426038.00, 16777215.00, 25, 18880
71, 6607406.00, 6292477.00, 8398013.00, 5901331.00, 9429173.00, 16777215.00, 25, 19153
72, 6568561.00, 6296010.00, 8398022.00, 5906916.00, 9433396.00, 16777215.00, 25, 19425
73, 6956172.00, 6302104.00, 8398022.00, 5916962.00, 9429254.00, 16777215.00, 25, 19788
74, 6838128.00, 6302307.00, 8398011.00, 5906107.00, 9431209.00, 16777215.00, 25, 20061
75, 6882196.00, 6301532.00, 8397895.00, 5901034.00, 9438756.00, 16777215.00, 25, 20424
76, 6545961.00, 6302659.00, 8398086.00, 5901955.00, 9440267.00, 16777215.00, 25, 20696
77, 6623024.00, 6307581.00, 8398079.00, 5905383.00, 9436965.00, 16777215.00, 25, 20878
78, 6564429.00, 6307434.00, 8397944.00, 5907122.00, 9431332.00, 16777215.00, 25, 21150
79, 6563467.00, 6301451.00, 8397941.00, 5905953.00, 9429385.00, 16777215.00, 25, 21422
80, 6696447.00, 6298338.00, 8398032.00, 5906014.00, 9428106.00, 16777215.00, 25, 21604
81, 6752410.00, 6300406.00, 8398014.00, 5908057.00, 9431356.00, 16777215.00, 25, 21876
82, 6519282.00, 6300132.00, 8397968.00, 5914445.00, 9434670.00, 16777215.00, 25, 22149
83, 0.00, 6306521.00, 8398055.00, 5920086.00, 9448303.00, 16777215.00, 25, 22512
84, 0.00, 6309911.00, 8397747.00, 5893398.00, 9448459.00, 16777215.00, 25, 22875
85, 0.00, 6307198.00, 8397911.00, 5861962.00, 9457412.00, 16777215.00, 25, 23238
86, 0.00, 6301270.00, 8397951.00, 5830157.00, 9460139.00, 16777215.00, 25, 23511
87, 0.00, 6304510.00, 8398036.00, 5844336.00, 9446148.00, 16777215.00, 25, 23874
88, 0.00, 6306271.00, 8398053.00, 5846670.00, 9444750.00, 16777215.00, 25, 24146
89, 0.00, 6316581.00, 8398152.00, 5863135.00, 9445501.00, 16777215.00, 25, 24418
90, 0.00, 6331670.00, 8398014.00, 5872084.00, 9435866.00, 16777215.00, 25, 24781
91, 0.00, 6328415.00, 8398048.00, 5850897.00, 9423111.00, 16777215.00, 25, 25054
92, 0.00, 6303967.00, 8398075.00, 5864669.00, 9413681.00, 16777215.00, 25, 25417
93, 0.00, 6293268.00, 8398013.00, 5849462.00, 9425617.00, 16777215.00, 25, 25689
94, 0.00, 6288708.00, 8398040.00, 5837827.00, 9436058.00, 16777215.00, 25, 25962
95, 0.00, 6278115.00, 8397991.00, 5823985.00, 9433032.00, 16777215.00, 25, 26234
96, 0.00, 6268834.00, 8398030.00, 5814905.00, 9423487.00, 16777215.00, 25, 26597
97, 0.00, 6262378.00, 8398086.00, 5815909.00, 9416571.00, 16777215.00, 25, 26870
98, 0.00, 6259094.00, 8398065.00, 5817267.00, 9421690.00, 16777215.00, 25, 27051
99, 0.00, 6247017.00, 8398085.00, 5851223.00, 9425190.00, 16777215.00, 25, 27324
100, 0.00, 6241539.00, 8398045.00, 5860381.00, 9428945.00, 16777215.00, 25, 27596
101, 0.00, 6217237.00, 8398048.00, 5872145.00, 9434394.00, 16777215.00, 25, 27959
102, 0.00, 6156009.00, 8398122.00, 5903165.00, 9425226.00, 16777215.00, 25, 28231
103, 503334.00, 6097835.00, 8398030.00, 5918374.00, 9419476.00, 16777215.00, 25, 28504
104, 4076923.00, 6273225.00, 8398056.00, 5917858.00, 9424892.00, 16777215.00, 25, 28867
105, 5099115.00, 6285166.00, 8397923.00, 5908873.00, 9424286.00, 16777215.00, 25, 29139
106, 4033630.00, 6323309.00, 8398000.00, 5902190.00, 9427705.00, 16777215.00, 25, 29502
107, 2170803.00, 6332428.00, 8397966.00, 5911229.00, 9427526.00, 16777215.00, 25, 29865
108, 2948689.00, 6298274.00, 8464575.00, 5912364.00, 9426953.00, 16777215.00, 25, 30228
109, 3151393.00, 6291411.00, 8398068.00, 5920161.00, 9426433.00, 16777215.00, 25, 30409
110, 0.00, 6291179.00, 8397968.00, 5926101.00, 9423478.00, 16777215.00, 25, 30591
111, 0.00, 6298404.00, 8397961.00, 5928490.00, 9421302.00, 16777215.00, 25, 30772
112, 5443826.00, 6229236.00, 8397929.00, 5924593.00, 9420962.00, 16777215.00, 25, 30954
113, 4990566.00, 6217904.00, 8397961.00, 5925466.00, 9419600.00, 16777215.00, 25, 31135
114, 4804067.00, 6322080.00, 8397997.00, 5912757.00, 9418208.00, 16777215.00, 25, 31407
115, 4595652.00, 6339371.00, 8398017.00, 5917496.00, 9413422.00, 16777215.00, 25, 31589
116, 3915640.00, 6376265.00, 8398031.00, 5919799.00, 9413654.00, 16777215.00, 25, 31861
117, 4565730.00, 6297058.00, 8397895.00, 5906813.00, 9412865.00, 16777215.00, 25, 32224
118, 5065374.00, 5942650.00, 8397907.00, 5907501.00, 9409478.00, 16777215.00, 25, 32496
119, 5571025.00, 6232556.00, 8398018.00, 5914920.00, 9411252.00, 16777215.00, 25, 32859
120, 5363562.00, 6285464.00, 8397948.00, 5912721.00, 9412433.00, 16777215.00, 25, 33131
121, 5157098.00, 6295341.00, 8398078.00, 5912149.00, 9407572.00, 16777215.00, 25, 33312
122, 5499983.00, 6187854.00, 8397963.00, 5909785.00, 9417235.00, 16777215.00, 25, 33584
123, 5255510.00, 6231249.00, 8397993.00, 5925176.00, 9418657.00, 16777215.00, 25, 33856
124, 4894371.00, 6313458.00, 8398021.00, 5922416.00, 9412651.00, 16777215.00, 25, 34128
125, 4529437.00, 6301002.00, 8398026.00, 5907473.00, 9405082.00, 16777215.00, 25, 34400
126, 4090954.00, 6277308.00, 8398050.00, 5896205.00, 9401172.00, 16777215.00, 25, 34673
127, 4219614.00, 6251226.00, 8398032.00, 5912943.00, 9402877.00, 16777215.00, 25, 34945
128, 4519496.00, 6281083.00, 8398006.00, 5939885.00, 9408749.00, 16777215.00, 25, 35217
129, 4196305.00, 6282213.00, 8398042.00, 5944732.00, 9407393.00, 16777215.00, 25, 35580
130, 3802327.00, 6276795.00, 8398027.00, 5920296.00, 9403249.00, 16777215.00, 25, 35761
131, 3114210.00, 6269803.00, 8397962.00, 5904225.00, 9405719.00, 16777215.00, 25, 36034
132, 3403947.00, 6298151.00, 8398015.00, 5903353.00, 9402261.00, 16777215.00, 25, 36397
133, 3579233.00, 6256350.00, 8397955.00, 5908680.00, 9407538.00, 16777215.00, 25, 36669
134, 2896205.00, 6264654.00, 8398022.00, 5900746.00, 9417283.00, 16777215.00, 25, 37032
135, 1607687.00, 6277819.00, 8397950.00, 5900925.00, 9417861.00, 16777215.00, 25, 37395
136, 0.00, 6279222.00, 8397955.00, 5878724.00, 9409733.00, 16777215.00, 25, 37667
137, 0.00, 6251927.00, 8398122.00, 5892983.00, 9393600.00, 16777215.00, 25, 37939
138, 0.00, 6251068.00, 8397999.00, 5887352.00, 9407632.00, 16777215.00, 25, 38211
139, 0.00, 6271833.00, 8398108.00, 5832827.00, 9435748.00, 16777215.00, 25, 38393
140, 0.00, 6277403.00, 8398064.00, 5719112.00, 9447204.00, 16777215.00, 25, 38574
141, 0.00, 6271468.00, 8398047.00, 5697776.00, 9448019.00, 16777215.00, 25, 38756
142, 0.00, 6278957.00, 8397953.00, 5707288.00, 9443123.00, 16777215.00, 25, 39028
143, 0.00, 6283129.00, 8397898.00, 5705520.00, 9432000.00, 16777215.00, 25, 39210
144, 0.00, 6286572.00, 8397871.00, 5709739.00, 9419076.00, 16777215.00, 25, 39391
145, 0.00, 6286988.00, 8398058.00, 5718827.00, 9409130.00, 16777215.00, 25, 39663
146, 0.00, 6287025.00, 8398042.00, 5742496.00, 9396100.00, 16777215.00, 25, 39936
147, 0.00, 6288765.00, 8397951.00, 5739244.00, 9397188.00, 16777215.00, 25, 40390
148, 0.00, 6297408.00, 8397984.00, 5749709.00, 9401617.00, 16777215.00, 25, 40753
149, 0.00, 6297263.00, 8397992.00, 5738972.00, 9396796.00, 16777215.00, 25, 41116
150, 0.00, 6299010.00, 8397959.00, 5807567.00, 9390760.00, 16777215.00, 25, 41388
151, 0.00, 6304582.00, 8398019.00, 5853984.00, 9396628.00, 16777215.00, 25, 41660
152, 0.00, 6308859.00, 8398042.00, 5857053.00, 9417129.00, 16777215.00, 25, 41932
153, 0.00, 6320083.00, 8397970.00, 5856319.00, 9405371.00, 16777215.00, 25, 42205
154, 0.00, 6311355.00, 8397974.00, 5862685.00, 9416254.00, 16777215.00, 25, 42477
155, 0.00, 6302162.00, 8398100.00, 5907092.00, 9399789.00, 16777215.00, 25, 42749
156, 0.00, 6280647.00, 8398034.00, 5981918.00, 9389641.00, 16777215.00, 25, 43022
157, 0.00, 6242310.00, 8397868.00, 5991036.00, 9388728.00, 16777215.00, 25, 43294
158, 0.00, 6263345.00, 8398065.00, 5992034.00, 9385239.00, 16777215.00, 25, 43475
159, 4374553.00, 6232507.00, 8397927.00, 5990499.00, 9384510.00, 16777215.00, 25, 43748
160, 4551598.00, 6259329.00, 8398029.00, 5988234.00, 9387323.00, 16777215.00, 25, 44111
161, 4593961.00, 6271472.00, 8398051.00, 5985229.00, 9390803.00, 16777215.00, 25, 44474
162, 4646778.00, 6274894.00, 8398036.00, 5984721.00, 9391275.00, 16777215.00, 25, 44746
163, 4618713.00, 6276687.00, 8398052.00, 5984348.00, 9391882.00, 16777215.00, 25, 44928
164, 3929495.00, 6231344.00, 8398092.00, 5984225.00, 9389685.00, 16777215.00, 25, 45200
165, 3610822.00, 6233907.00, 8398027.00, 5978468.00, 9390252.00, 16777215.00, 25, 45472
166, 2937973.00, 6236390.00, 8397917.00, 5979811.00, 9392157.00, 16777215.00, 25, 45745
167, 5749543.00, 6251758.00, 8398056.00, 5979443.00, 9395866.00, 16777215.00, 25, 46017
168, 6163400.00, 6259330.00, 8397912.00, 5978866.00, 9395377.00, 16777215.00, 25, 46289
169, 200651.00, 6280442.00, 8398048.00, 5980901.00, 9394441.00, 16777215.00, 25, 46652
170, 0.00, 6280809.00, 8397965.00, 5980296.00, 9394489.00, 16777215.00, 25, 46925
171, 0.00, 6278601.00, 8397978.00, 5974379.00, 9399269.00, 16777215.00, 25, 47288
172, 0.00, 6276572.00, 8397969.00, 5975070.00, 9401444.00, 16777215.00, 25, 47560
173, 0.00, 6275859.00, 8398052.00, 5984008.00, 9400586.00, 16777215.00, 25, 47923
174, 0.00, 6276039.00, 8397911.00, 5983076.00, 9398083.00, 16777215.00, 25, 48286
175, 0.00, 6263589.00, 8398041.00, 5980759.00, 9393105.00, 16777215.00, 25, 48558
176, 3089440.00, 6246987.00, 8398061.00, 5981366.00, 9391691.00, 16777215.00, 25, 48831
177, 3889133.00, 6220011.00, 8397987.00, 5997422.00, 9396409.00, 16777215.00, 25, 49194
178, 3804990.00, 6225256.00, 8397931.00, 5988968.00, 9395450.00, 16777215.00, 25, 49466
179, 3851341.00, 6223051.00, 8397956.00, 5983965.00, 9392594.00, 16777215.00, 25, 49738
180, 3874052.00, 6224428.00, 8398085.00, 5987114.00, 9396734.00, 16777215.00, 25, 50011
181, 3923529.00, 6228670.00, 8398089.00, 5990507.00, 9400152.00, 16777215.00, 25, 50283
182, 3914027.00, 6231618.00, 8397888.00, 5990816.00, 9402328.00, 16777215.00, 25, 50555
183, 4000251.00, 6232560.00, 8398054.00, 5989013.00, 9402025.00, 16777215.00, 25, 50828
184, 3992716.00, 6232331.00, 8398001.00, 5989139.00, 9400524.00, 16777215.00, 25, 51009
185, 3949112.00, 6232049.00, 8397894.00, 5989725.00, 9399586.00, 16777215.00, 25, 51281
186, 3989712.00, 6231172.00, 8398079.00, 5987233.00, 9397830.00, 16777215.00, 25, 51554
187, 4041413.00, 6233756.00, 8398115.00, 5989997.00, 9400013.00, 16777215.00, 25, 51917
188, 4064639.00, 6232230.00, 8398036.00, 5990203.00, 9398114.00, 16777215.00, 25, 52280
189, 4050178.00, 6232198.00, 8398107.00, 5989349.00, 9399791.00, 16777215.00, 25, 52643
190, 4001131.00, 6233103.00, 8397965.00, 5986827.00, 9402183.00, 16777215.00, 25, 53006
191, 3897740.00, 6234925.00, 8398169.00, 5989646.00, 9404347.00, 16777215.00, 25, 53460
192, 3900526.00, 6235566.00, 8398052.00, 5987363.00, 9404053.00, 16777215.00, 25, 53732
193, 3874224.00, 6236042.00, 8397957.00, 5988665.00, 9405750.00, 16777215.00, 25, 54095
194, 3884618.00, 6237619.00, 8397907.00, 5988408.00, 9408573.00, 16777215.00, 25, 54368
195, 3920159.00, 6237816.00, 8398088.00, 5988194.00, 9410541.00, 16777215.00, 25, 54731
196, 3928889.00, 6237243.00, 8398060.00, 5987191.00, 9411711.00, 16777215.00, 25, 55003
197, 3935074.00, 6232770.00, 8397986.00, 5977259.00, 9409700.00, 16777215.00, 25, 55366
198, 3943668.00, 6231318.00, 8398009.00, 5974892.00, 9401981.00, 16777215.00, 25, 55639
199, 3949410.00, 6232096.00, 8398053.00, 5967284.00, 9394937.00, 16777215.00, 25, 55820
200, 3962625.00, 6223376.00, 8397924.00, 5824676.00, 9410238.00, 16777215.00, 25, 56093
201, 3974709.00, 6219817.00, 8397963.00, 5593837.00, 9427375.00, 16777215.00, 25, 56365
202, 3985653.00, 6233517.00, 8398067.00, 5536455.00, 9428772.00, 16777215.00, 25, 56546
203, 4003425.00, 6242402.00, 8397909.00, 5498554.00, 9430547.00, 16777215.00, 25, 56819
204, 4008929.00, 6237871.00, 8397985.00, 5451909.00, 9449394.00, 16777215.00, 25, 57091
BASELINE Time: 10:46:48
RECORDING Time: 10:46:51
1, 3921299.00, 6296906.00, 8397975.00, 5595215.00, 9452658.00, 16777215.00, 25, 0
2, 3922361.00, 6294939.00, 8397981.00, 5581268.00, 9441584.00, 16777215.00, 25, 0
3, 3918102.00, 6289226.00, 8398023.00, 5569660.00, 9447945.00, 16777215.00, 25, 272
4, 3917759.00, 6289627.00, 8397997.00, 5566082.00, 9430438.00, 16777215.00, 25, 636
5, 3913141.00, 6290878.00, 8398036.00, 5528129.00, 9399047.00, 16777215.00, 25, 908
6, 3917662.00, 6321447.00, 8397981.00, 5462835.00, 9391766.00, 16777215.00, 25, 1271
7, 3911332.00, 6315481.00, 8398072.00, 5456323.00, 9374335.00, 16777215.00, 25, 1543
8, 3889565.00, 6290122.00, 8398074.00, 5549843.00, 9386090.00, 16777215.00, 25, 1725
9, 3877690.00, 6299078.00, 8397934.00, 5710853.00, 9401461.00, 16777215.00, 25, 1997
10, 3865711.00, 6303000.00, 8398058.00, 5771225.00, 9402026.00, 16777215.00, 25, 2270
11, 3861576.00, 6291831.00, 8397950.00, 5770408.00, 9397903.00, 16777215.00, 25, 2360
12, 3857743.00, 6280940.00, 8398029.00, 5768395.00, 9398499.00, 16777215.00, 25, 2451
13, 3861851.00, 6281091.00, 8397872.00, 5772059.00, 9422327.00, 16777215.00, 25, 2633
14, 3877325.00, 6299863.00, 8397956.00, 5795438.00, 9354666.00, 16777215.00, 25, 2905
15, 3901758.00, 6341237.00, 8397952.00, 5800830.00, 6402258.00, 16777215.00, 25, 3086
16, 3921082.00, 6342377.00, 8397948.00, 5794737.00, 0.00, 16777215.00, 25, 3449
17, 3905777.00, 6310140.00, 8397992.00, 5760410.00, 0.00, 16777215.00, 25, 3812
18, 3895612.00, 6308180.00, 8398002.00, 5723413.00, 0.00, 16777215.00, 25, 4175
19, 3904529.00, 6326231.00, 8397932.00, 5744988.00, 0.00, 16777215.00, 25, 4538
20, 3901147.00, 6304655.00, 8398036.00, 5743428.00, 0.00, 16777215.00, 25, 4811
21, 3917697.00, 6318372.00, 8397984.00, 5754210.00, 0.00, 16777215.00, 25, 5083
22, 3990599.00, 6401901.00, 8397983.00, 5898201.00, 0.00, 16777215.00, 25, 5355
23, 4035457.00, 6453163.00, 8397928.00, 5728746.00, 0.00, 16777215.00, 25, 5628
24, 3990795.00, 6423124.00, 8398000.00, 5601979.00, 0.00, 16777215.00, 25, 5809
25, 3958852.00, 6419761.00, 8398019.00, 5607451.00, 0.00, 16777215.00, 25, 6081
26, 3949217.00, 6412983.00, 8397898.00, 5611847.00, 0.00, 16777215.00, 25, 6354
27, 3948507.00, 6419295.00, 8398062.00, 5618055.00, 0.00, 16777215.00, 25, 6535
28, 3949717.00, 6440962.00, 8397998.00, 5672386.00, 0.00, 16777215.00, 25, 6807
29, 3935755.00, 6437251.00, 8397978.00, 5703443.00, 0.00, 16777215.00, 25, 7080
30, 3939877.00, 6444043.00, 8397988.00, 5685353.00, 0.00, 16777215.00, 25, 7261
31, 3942523.00, 6465471.00, 8398092.00, 5688667.00, 0.00, 16777215.00, 25, 7534
32, 3944607.00, 6465290.00, 8397989.00, 5678634.00, 0.00, 16777215.00, 25, 7806
33, 3940477.00, 6463001.00, 8398044.00, 5681598.00, 0.00, 16777215.00, 25, 8169
34, 3945499.00, 6470065.00, 8397994.00, 5699066.00, 0.00, 16777215.00, 25, 8442
35, 3952780.00, 6481060.00, 8397872.00, 5695980.00, 0.00, 16777215.00, 25, 8896
36, 3953155.00, 6481043.00, 8397958.00, 5683527.00, 0.00, 16777215.00, 25, 9168
37, 3940485.00, 6467574.00, 8397983.00, 5690368.00, 0.00, 16777215.00, 25, 9531
38, 3938779.00, 6469991.00, 8397966.00, 5696855.00, 0.00, 16777215.00, 25, 9803
39, 3941884.00, 6472366.00, 8397953.00, 5689917.00, 0.00, 16777215.00, 25, 9985
40, 3939066.00, 6468956.00, 8398083.00, 5688992.00, 0.00, 16777215.00, 25, 10257
41, 3936251.00, 6466616.00, 8397989.00, 5684682.00, 0.00, 16777215.00, 25, 10529
42, 3933857.00, 6464290.00, 8398081.00, 5681809.00, 0.00, 16777215.00, 25, 10711
43, 3936241.00, 6466700.00, 8398113.00, 5688218.00, 0.00, 16777215.00, 25, 10983
44, 3937178.00, 6464968.00, 8397946.00, 5671071.00, 0.00, 16777215.00, 25, 11256
45, 3930824.00, 6454103.00, 8398015.00, 5644719.00, 0.00, 16777215.00, 25, 11619
46, 3933685.00, 6448091.00, 8397926.00, 5623302.00, 0.00, 16777215.00, 25, 11982
47, 3934622.00, 6452792.00, 8397900.00, 5637411.00, 0.00, 16777215.00, 25, 12345
48, 3951301.00, 6472181.00, 8398126.00, 5634920.00, 0.00, 16777215.00, 25, 12527
49, 3960005.00, 6481922.00, 8398019.00, 5635897.00, 0.00, 16777215.00, 25, 12708
50, 3942996.00, 6457405.00, 8398064.00, 5704827.00, 0.00, 16777215.00, 25, 12981
51, 3937980.00, 6451883.00, 8398032.00, 5777810.00, 0.00, 16777215.00, 25, 13162
52, 3930767.00, 6442821.00, 8397989.00, 5775557.00, 0.00, 16777215.00, 25, 13344
53, 3927565.00, 6437580.00, 8397979.00, 5770410.00, 3247743.00, 16777215.00, 25, 13616
54, 3950612.00, 6471996.00, 8397999.00, 5783729.00, 6661996.00, 16777215.00, 25, 13888
55, 3954429.00, 6472941.00, 8397967.00, 5737292.00, 6750139.00, 16777215.00, 25, 14070
56, 3927567.00, 6443614.00, 8397963.00, 5711569.00, 6759536.00, 16777215.00, 25, 14342
57, 3897760.00, 6400622.00, 8397982.00, 5639874.00, 6756785.00, 16777215.00, 25, 14706
58, 3883948.00, 6373033.00, 8398163.00, 5600568.00, 6784657.00, 16777215.00, 25, 14978
59, 3890714.00, 6348437.00, 8397916.00, 5513530.00, 6763146.00, 16777215.00, 25, 15250
60, 3888993.00, 6357943.00, 8397954.00, 5481306.00, 6739323.00, 16777215.00, 25, 15704
61, 3885018.00, 6341323.00, 8397970.00, 5453911.00, 6708055.00, 16777215.00, 25, 15977
62, 3878390.00, 6335601.00, 8398012.00, 5464787.00, 6698383.00, 16777215.00, 25, 16340
63, 3893725.00, 6352289.00, 8397910.00, 5492718.00, 6684829.00, 16777215.00, 25, 16612
RECORDING Time: 10:47:8
BASELINE Time: 10:47:10
1, 4145644.00, 6332832.00, 8397984.00, 5520296.00, 7226964.00, 16777215.00, 25, 0
2, 4138506.00, 6327044.00, 8398057.00, 5510228.00, 7224231.00, 16777215.00, 25, 0
3, 4130188.00, 6324321.00, 8397984.00, 5508101.00, 7227206.00, 16777215.00, 25, 272
4, 4138915.00, 6329070.00, 8398063.00, 5514790.00, 7227943.00, 16777215.00, 25, 454
5, 4138645.00, 6330961.00, 8398026.00, 5533504.00, 7231350.00, 16777215.00, 25, 635
6, 4149405.00, 6286717.00, 8397954.00, 5522148.00, 7217727.00, 16777215.00, 25, 998
7, 4738289.00, 6289932.00, 8398030.00, 5517633.00, 7201686.00, 16777215.00, 25, 1270
8, 4746997.00, 6286760.00, 8398066.00, 5539492.00, 7219274.00, 16777215.00, 25, 1633
9, 4805835.00, 6293702.00, 8397942.00, 5585167.00, 7244446.00, 16777215.00, 25, 1905
