Date: 27.3.2020 , In use by: Mena
Daytime: 10:45:38, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
10, 4834146.00, 6279661.00, 8398093.00, 5446492.00, 7178320.00, 16777215.00, 25, 2268
11, 4835992.00, 6265154.00, 8397845.00, 5536954.00, 7159485.00, 16777215.00, 25, 2631
12, 4844969.00, 6315876.00, 8397968.00, 5735088.00, 7149850.00, 16777215.00, 25, 2994
13, 4837260.00, 6344905.00, 8398053.00, 5820852.00, 7157056.00, 16777215.00, 25, 3266
14, 4839863.00, 6385315.00, 8397869.00, 5860559.00, 7154411.00, 16777215.00, 25, 3629
15, 4836292.00, 6388458.00, 8397977.00, 5843816.00, 6585008.00, 16777215.00, 25, 3901
16, 4825704.00, 6377199.00, 8398011.00, 5827650.00, 5240225.00, 16777215.00, 25, 4173
17, 4806029.00, 6375001.00, 8397851.00, 5849612.00, 6374201.00, 16777215.00, 25, 4445
18, 4789458.00, 6383128.00, 8397967.00, 5841702.00, 6290407.00, 16777215.00, 25, 4717
19, 4780429.00, 6387763.00, 8397950.00, 5831660.00, 5992315.00, 16777215.00, 25, 5080
20, 4770415.00, 6386829.00, 8398036.00, 5827552.00, 6202961.00, 16777215.00, 25, 5352
21, 4767338.00, 6381579.00, 8397923.00, 5826552.00, 6214537.00, 16777215.00, 25, 5533
22, 4765984.00, 6375631.00, 8397985.00, 5824795.00, 6047813.00, 16777215.00, 25, 5806
23, 4772824.00, 6370946.00, 8398065.00, 5820415.00, 5633586.00, 16777215.00, 25, 6078
24, 4773767.00, 6371198.00, 8398009.00, 5820239.00, 5495406.00, 16777215.00, 25, 6259
25, 4773081.00, 6373868.00, 8398015.00, 5839913.00, 5233603.00, 16777215.00, 25, 6531
26, 4772891.00, 6374089.00, 8397932.00, 5836534.00, 5154632.00, 16777215.00, 25, 6894
27, 4770548.00, 6375091.00, 8398034.00, 5842470.00, 4899204.00, 16777215.00, 25, 7257
28, 4762568.00, 6373526.00, 8398098.00, 5856305.00, 4608865.00, 16777215.00, 25, 7529
29, 4758086.00, 6378188.00, 8398033.00, 5861435.00, 4882685.00, 16777215.00, 25, 7892
30, 4760217.00, 6389568.00, 8397966.00, 5836592.00, 6108740.00, 16777215.00, 25, 8164
31, 4759086.00, 6389146.00, 8397995.00, 5853739.00, 6302107.00, 16777215.00, 25, 8527
32, 4749622.00, 6380771.00, 8398089.00, 5865676.00, 6330784.00, 16777215.00, 25, 8799
33, 4764513.00, 6399467.00, 8398095.00, 5874139.00, 6344988.00, 16777215.00, 25, 9162
34, 4769630.00, 6398664.00, 8398073.00, 5857213.00, 6346203.00, 16777215.00, 25, 9434
35, 4744650.00, 6340181.00, 8397977.00, 5775173.00, 6357319.00, 16777215.00, 25, 9797
36, 4731677.00, 6287782.00, 8397925.00, 5619248.00, 6390919.00, 16777215.00, 25, 10160
37, 4744068.00, 6307006.00, 8398016.00, 5581903.00, 6442689.00, 16777215.00, 25, 10523
38, 4763514.00, 6331874.00, 8398030.00, 5582621.00, 6467054.00, 16777215.00, 25, 10705
39, 4774844.00, 6341241.00, 8397969.00, 5601196.00, 6457853.00, 16777215.00, 25, 10886
40, 4779186.00, 6346763.00, 8397937.00, 5621991.00, 6465432.00, 16777215.00, 25, 11158
41, 4780693.00, 6351883.00, 8398102.00, 5609821.00, 6453220.00, 16777215.00, 25, 11340
42, 4771298.00, 6343439.00, 8398063.00, 5563661.00, 6449499.00, 16777215.00, 25, 11521
43, 4752071.00, 6327663.00, 8397974.00, 5516244.00, 6457174.00, 16777215.00, 25, 11703
44, 4749736.00, 6318423.00, 8398020.00, 5509071.00, 6468744.00, 16777215.00, 25, 11975
BASELINE Time: 10:47:23
RECORDING Time: 10:47:25
1, 5129777.00, 6328627.00, 8398042.00, 5522205.00, 6463089.00, 16777215.00, 25, 0
2, 5141876.00, 6330350.00, 8397993.00, 5518520.00, 6452707.00, 16777215.00, 25, 0
3, 5172008.00, 6328930.00, 8398036.00, 5522645.00, 6445492.00, 16777215.00, 25, 272
4, 5220639.00, 6333403.00, 8398052.00, 5544583.00, 6459386.00, 16777215.00, 25, 544
5, 5249785.00, 6339715.00, 8398060.00, 5560285.00, 6466475.00, 16777215.00, 25, 907
6, 5261145.00, 6335554.00, 8398131.00, 5532801.00, 6454396.00, 16777215.00, 25, 1089
7, 5251127.00, 6326410.00, 8397999.00, 5498142.00, 6421679.00, 16777215.00, 25, 1270
8, 5275892.00, 6359932.00, 8397911.00, 5592712.00, 6374680.00, 16777215.00, 25, 1542
9, 5286384.00, 6378020.00, 8398036.00, 5631834.00, 6363479.00, 16777215.00, 25, 1814
10, 5251206.00, 6348085.00, 8398143.00, 5661657.00, 6385012.00, 16777215.00, 25, 2177
11, 5247747.00, 6349041.00, 8398062.00, 5656415.00, 6481663.00, 16777215.00, 25, 2540
12, 5273187.00, 6374452.00, 8398072.00, 5677666.00, 5077078.00, 16777215.00, 25, 2903
13, 5299011.00, 6392366.00, 8398016.00, 5661528.00, 964090.00, 16777215.00, 25, 3175
14, 5289442.00, 6375082.00, 8398035.00, 5668213.00, 0.00, 16777215.00, 25, 3357
15, 5281455.00, 6369110.00, 8398024.00, 5692670.00, 0.00, 16777215.00, 25, 3629
16, 5282684.00, 6368468.00, 8397956.00, 5725059.00, 0.00, 16777215.00, 25, 3810
17, 5271390.00, 6353166.00, 8398015.00, 5705175.00, 0.00, 16777215.00, 25, 3992
18, 5248452.00, 6327062.00, 8397943.00, 5649605.00, 0.00, 16777215.00, 25, 4264
19, 5273652.00, 6353670.00, 8397834.00, 5656850.00, 0.00, 16777215.00, 25, 4536
20, 5286322.00, 6349355.00, 8397986.00, 5680624.00, 0.00, 16777215.00, 25, 4899
21, 5314490.00, 6362408.00, 8398087.00, 5786298.00, 0.00, 16777215.00, 25, 5171
22, 5374739.00, 6417905.00, 8397970.00, 5718705.00, 0.00, 16777215.00, 25, 5443
23, 5338956.00, 6409822.00, 8397963.00, 5642014.00, 0.00, 16777215.00, 25, 5897
24, 5331856.00, 6406852.00, 8398059.00, 5596200.00, 0.00, 16777215.00, 25, 6169
25, 5319631.00, 6399155.00, 8397948.00, 5612341.00, 0.00, 16777215.00, 25, 6532
26, 5301380.00, 6374210.00, 8398070.00, 5616655.00, 0.00, 16777215.00, 25, 6713
27, 5279901.00, 6365477.00, 8398058.00, 5682904.00, 0.00, 16777215.00, 25, 6985
28, 5279690.00, 6376750.00, 8398044.00, 5711228.00, 0.00, 16777215.00, 25, 7257
29, 5292561.00, 6395051.00, 8398091.00, 5673429.00, 0.00, 16777215.00, 25, 7529
30, 5288314.00, 6393083.00, 8398067.00, 5577631.00, 0.00, 16777215.00, 25, 7801
31, 5276336.00, 6385243.00, 8397947.00, 5557266.00, 0.00, 16777215.00, 25, 8073
32, 5272975.00, 6388060.00, 8398096.00, 5566803.00, 0.00, 16777215.00, 25, 8436
33, 5270292.00, 6386159.00, 8398031.00, 5563362.00, 0.00, 16777215.00, 25, 8618
34, 5270936.00, 6385590.00, 8398054.00, 5567475.00, 0.00, 16777215.00, 25, 8799
35, 5274557.00, 6392487.00, 8398062.00, 5583339.00, 0.00, 16777215.00, 25, 9071
36, 5279081.00, 6396562.00, 8398109.00, 5594703.00, 0.00, 16777215.00, 25, 9253
37, 5281806.00, 6401883.00, 8398171.00, 5612937.00, 0.00, 16777215.00, 25, 9434
38, 5282165.00, 6400194.00, 8398075.00, 5616560.00, 0.00, 16777215.00, 25, 9797
39, 5279615.00, 6394376.00, 8398022.00, 5600948.00, 0.00, 16777215.00, 25, 10069
40, 5279043.00, 6383712.00, 8398073.00, 5555389.00, 0.00, 16777215.00, 25, 10432
41, 5288951.00, 6396055.00, 8397932.00, 5592074.00, 0.00, 16777215.00, 25, 10795
42, 5324749.00, 6443775.00, 8398129.00, 5684541.00, 0.00, 16777215.00, 25, 11158
43, 5317671.00, 6433491.00, 8398041.00, 5782245.00, 0.00, 16777215.00, 25, 11430
44, 5294280.00, 6418605.00, 8398062.00, 5796335.00, 0.00, 16777215.00, 25, 11612
45, 5295811.00, 6422577.00, 8398126.00, 5778292.00, 0.00, 16777215.00, 25, 11884
46, 5327222.00, 6456392.00, 8397948.00, 5796963.00, 0.00, 16777215.00, 25, 12156
47, 5313158.00, 6439935.00, 8397924.00, 5752259.00, 0.00, 16777215.00, 25, 12519
48, 5307854.00, 6442159.00, 8397944.00, 5798354.00, 0.00, 16777215.00, 25, 12791
49, 5319241.00, 6455356.00, 8397993.00, 5815352.00, 4813904.00, 16777215.00, 25, 13154
50, 5330105.00, 6471199.00, 8397953.00, 5783453.00, 5315225.00, 16777215.00, 25, 13426
51, 5322251.00, 6453569.00, 8398063.00, 5769549.00, 5273648.00, 16777215.00, 25, 13607
52, 5299275.00, 6437374.00, 8397870.00, 5745007.00, 5261501.00, 16777215.00, 25, 13879
53, 5301235.00, 6430329.00, 8398147.00, 5706380.00, 5253119.00, 16777215.00, 25, 14151
54, 5297126.00, 6415203.00, 8398094.00, 5709782.00, 5243402.00, 16777215.00, 25, 14333
55, 5290305.00, 6406004.00, 8398009.00, 5660506.00, 5223419.00, 16777215.00, 25, 14605
56, 5292043.00, 6405057.00, 8398101.00, 5617585.00, 5237233.00, 16777215.00, 25, 14877
57, 5304857.00, 6417075.00, 8398077.00, 5594839.00, 5242047.00, 16777215.00, 25, 15149
58, 5297983.00, 6402139.00, 8398023.00, 5560766.00, 5219835.00, 16777215.00, 25, 15421
59, 5294153.00, 6406309.00, 8398030.00, 5569263.00, 5223675.00, 16777215.00, 25, 15694
60, 5289472.00, 6396413.00, 8397987.00, 5519268.00, 5213271.00, 16777215.00, 25, 16057
61, 5282062.00, 6387090.00, 8398017.00, 5504780.00, 5197838.00, 16777215.00, 25, 16329
62, 5262464.00, 6363871.00, 8397952.00, 5491693.00, 5192545.00, 16777215.00, 25, 16692
63, 5263667.00, 6366675.00, 8398122.00, 5485426.00, 5194191.00, 16777215.00, 25, 16964
64, 5255015.00, 6361260.00, 8398000.00, 5537612.00, 5234778.00, 16777215.00, 25, 17326
65, 5254026.00, 6360146.00, 8397994.00, 5489863.00, 5176066.00, 16777215.00, 25, 17599
66, 5251293.00, 6361105.00, 8398097.00, 5496437.00, 5168274.00, 16777215.00, 25, 17961
67, 5248725.00, 6357360.00, 8398058.00, 5477386.00, 5173133.00, 16777215.00, 25, 18324
68, 5245822.00, 6358614.00, 8397971.00, 5464976.00, 5182487.00, 16777215.00, 25, 18687
69, 5242443.00, 6356692.00, 8398006.00, 5461341.00, 5179410.00, 16777215.00, 25, 18959
70, 5236352.00, 6348136.00, 8398035.00, 5452008.00, 5159100.00, 16777215.00, 25, 19231
71, 5227647.00, 6337594.00, 8398008.00, 5441897.00, 5144749.00, 16777215.00, 25, 19503
72, 5223969.00, 6336491.00, 8397889.00, 5446386.00, 5146077.00, 16777215.00, 25, 19775
73, 5221735.00, 6337092.00, 8398117.00, 5460151.00, 5170326.00, 16777215.00, 25, 20047
74, 5224711.00, 6343852.00, 8397939.00, 5470529.00, 5184740.00, 16777215.00, 25, 20320
75, 5227107.00, 6347890.00, 8398029.00, 5453312.00, 5184659.00, 16777215.00, 25, 20592
76, 5231661.00, 6356104.00, 8397954.00, 5472663.00, 5185745.00, 16777215.00, 25, 20864
77, 5239447.00, 6366700.00, 8398064.00, 5480405.00, 5189211.00, 16777215.00, 25, 21045
RECORDING Time: 10:47:46
BASELINE Time: 10:47:48
1, 5240596.00, 6366805.00, 8397941.00, 5500653.00, 5199667.00, 16777215.00, 25, 0
2, 5234188.00, 6358318.00, 8397977.00, 5509635.00, 5216978.00, 16777215.00, 25, 0
3, 5239016.00, 6365559.00, 8398080.00, 5531758.00, 5232884.00, 16777215.00, 25, 363
4, 5243766.00, 6379236.00, 8397976.00, 5560552.00, 5230844.00, 16777215.00, 25, 635
5, 5248816.00, 6385842.00, 8397975.00, 5542881.00, 5213311.00, 16777215.00, 25, 907
6, 5239909.00, 6376286.00, 8397948.00, 5499551.00, 5176101.00, 16777215.00, 25, 1088
7, 5231359.00, 6372575.00, 8398043.00, 5467096.00, 5131897.00, 16777215.00, 25, 1270
8, 5219181.00, 6386580.00, 8398049.00, 5520343.00, 5086854.00, 16777215.00, 25, 1542
9, 5212612.00, 6380129.00, 8397891.00, 5530222.00, 5063806.00, 16777215.00, 25, 1814
10, 5196280.00, 6377314.00, 8397942.00, 5625184.00, 5052191.00, 16777215.00, 25, 1995
11, 5213091.00, 6406461.00, 8397958.00, 5696851.00, 5050582.00, 16777215.00, 25, 2268
12, 5204495.00, 6415804.00, 8398004.00, 5813358.00, 5039097.00, 16777215.00, 25, 2540
13, 5189049.00, 6421298.00, 8398001.00, 5891711.00, 5029910.00, 16777215.00, 25, 2903
14, 5194821.00, 6393205.00, 8397946.00, 5916990.00, 4681678.00, 16777215.00, 25, 3175
15, 5193429.00, 6348871.00, 8398018.00, 5934885.00, 3889915.00, 16777215.00, 25, 3447
16, 5205887.00, 6340360.00, 8397995.00, 5939933.00, 4079659.00, 16777215.00, 25, 3719
17, 5195943.00, 6354325.00, 8398008.00, 5941739.00, 4098819.00, 16777215.00, 25, 3991
18, 5186386.00, 6350610.00, 8397949.00, 5959091.00, 4025401.00, 16777215.00, 25, 4354
19, 5180712.00, 6357286.00, 8397920.00, 5958092.00, 4013572.00, 16777215.00, 25, 4626
20, 5186310.00, 6373506.00, 8398016.00, 5938284.00, 2977000.00, 16777215.00, 25, 4989
21, 5191005.00, 6380760.00, 8398144.00, 5935895.00, 3512892.00, 16777215.00, 25, 5261
22, 5194756.00, 6372252.00, 8398087.00, 5925555.00, 3753885.00, 16777215.00, 25, 5533
23, 5190783.00, 6367199.00, 8398022.00, 5913363.00, 3771177.00, 16777215.00, 25, 5805
24, 5182186.00, 6362766.00, 8398016.00, 5913986.00, 3758435.00, 16777215.00, 25, 6077
25, 5179825.00, 6362074.00, 8398013.00, 5918219.00, 3769762.00, 16777215.00, 25, 6350
26, 5184615.00, 6371338.00, 8398072.00, 5925263.00, 3760472.00, 16777215.00, 25, 6622
27, 5188404.00, 6375335.00, 8397933.00, 5928521.00, 3611282.00, 16777215.00, 25, 6894
28, 5190334.00, 6379808.00, 8397987.00, 5927943.00, 3083326.00, 16777215.00, 25, 7257
29, 5186698.00, 6380455.00, 8397958.00, 5957062.00, 2805270.00, 16777215.00, 25, 7710
30, 5197373.00, 6397185.00, 8398047.00, 5946325.00, 3373510.00, 16777215.00, 25, 7982
31, 5206287.00, 6408118.00, 8397888.00, 5935109.00, 5470913.00, 16777215.00, 25, 8164
32, 5198039.00, 6394459.00, 8397973.00, 5906960.00, 5743619.00, 16777215.00, 25, 8436
33, 5190018.00, 6391455.00, 8398095.00, 5906199.00, 5797885.00, 16777215.00, 25, 8618
34, 5192673.00, 6396968.00, 8398043.00, 5910949.00, 5805550.00, 16777215.00, 25, 8799
35, 5199198.00, 6402831.00, 8398126.00, 5896042.00, 5814653.00, 16777215.00, 25, 9071
36, 5200810.00, 6406557.00, 8398016.00, 5900911.00, 5820565.00, 16777215.00, 25, 9343
37, 5199780.00, 6396894.00, 8398035.00, 5879075.00, 5837338.00, 16777215.00, 25, 9525
38, 5192786.00, 6329365.00, 8397915.00, 5654051.00, 5862097.00, 16777215.00, 25, 9797
39, 5202462.00, 6319875.00, 8398056.00, 5568256.00, 5901801.00, 16777215.00, 25, 10069
40, 5215388.00, 6343635.00, 8397917.00, 5516996.00, 5949509.00, 16777215.00, 25, 10250
41, 5215794.00, 6315952.00, 8398024.00, 5471658.00, 5930477.00, 16777215.00, 25, 10613
42, 5214466.00, 6321115.00, 8398017.00, 5429896.00, 5905084.00, 16777215.00, 25, 10976
43, 5212528.00, 6300810.00, 8397974.00, 5383830.00, 5862383.00, 16777215.00, 25, 11339
44, 5196276.00, 6282577.00, 8397925.00, 5400825.00, 5865552.00, 16777215.00, 25, 11611
BASELINE Time: 10:48:0
RECORDING Time: 10:48:2
1, 5212159.00, 6316503.00, 8397864.00, 5487451.00, 5896487.00, 16777215.00, 25, 0
2, 5217673.00, 6321489.00, 8398102.00, 5500817.00, 5895712.00, 16777215.00, 25, 0
3, 5220906.00, 6324827.00, 8397937.00, 5514070.00, 5897950.00, 16777215.00, 25, 182
4, 5223386.00, 6332308.00, 8398031.00, 5519182.00, 5881214.00, 16777215.00, 25, 454
5, 5228578.00, 6334797.00, 8397999.00, 5539847.00, 5903887.00, 16777215.00, 25, 726
6, 5222866.00, 6332216.00, 8397998.00, 5425468.00, 5842500.00, 16777215.00, 25, 1089
7, 5212285.00, 6333011.00, 8397989.00, 5466499.00, 5824231.00, 16777215.00, 25, 1362
8, 5214943.00, 6356499.00, 8398024.00, 5655710.00, 5825703.00, 16777215.00, 25, 1543
9, 5206585.00, 6348224.00, 8397894.00, 5710863.00, 5854775.00, 16777215.00, 25, 1815
10, 5207866.00, 6331863.00, 8398055.00, 5665484.00, 6161249.00, 16777215.00, 25, 1997
11, 5224656.00, 6340693.00, 8398010.00, 5708946.00, 3018912.00, 16777215.00, 25, 2269
12, 5233681.00, 6360235.00, 8397986.00, 5728029.00, 0.00, 16777215.00, 25, 2632
13, 5224574.00, 6356255.00, 8398069.00, 5755099.00, 0.00, 16777215.00, 25, 2904
14, 5197040.00, 6337193.00, 8398030.00, 5765427.00, 183534.00, 16777215.00, 25, 3267
15, 5210265.00, 6349076.00, 8397946.00, 5744675.00, 370603.00, 16777215.00, 25, 3540
16, 5283627.00, 6401019.00, 8397920.00, 5762047.00, 484467.00, 16777215.00, 25, 3902
17, 5313045.00, 6426066.00, 8398011.00, 5738817.00, 504939.00, 16777215.00, 25, 4175
18, 5320059.00, 6419351.00, 8398001.00, 5742007.00, 434914.00, 16777215.00, 25, 4356
19, 5314682.00, 6417232.00, 8398056.00, 5732885.00, 37701.00, 16777215.00, 25, 4628
20, 5339298.00, 6413207.00, 8398079.00, 5714396.00, 0.00, 16777215.00, 25, 4901
21, 5297912.00, 6375200.00, 8397961.00, 5738629.00, 0.00, 16777215.00, 25, 5264
22, 5269327.00, 6341069.00, 8397900.00, 5769133.00, 0.00, 16777215.00, 25, 5536
23, 5265388.00, 6343175.00, 8397911.00, 5529244.00, 0.00, 16777215.00, 25, 5899
24, 5197854.00, 6280873.00, 8398031.00, 5347858.00, 0.00, 16777215.00, 25, 6171
25, 5174965.00, 6390535.00, 8397875.00, 5408643.00, 0.00, 16777215.00, 25, 6534
26, 5151248.00, 6346402.00, 8398058.00, 5423269.00, 0.00, 16777215.00, 25, 6806
27, 5129235.00, 6285250.00, 8398030.00, 5400313.00, 0.00, 16777215.00, 25, 6988
28, 5233862.00, 6345387.00, 8397912.00, 5805645.00, 0.00, 16777215.00, 25, 7260
29, 5287569.00, 6353903.00, 8397920.00, 5782207.00, 0.00, 16777215.00, 25, 7532
30, 5276000.00, 6341351.00, 8397926.00, 5473349.00, 0.00, 16777215.00, 25, 7714
31, 5267561.00, 6372723.00, 8398047.00, 5569762.00, 0.00, 16777215.00, 25, 8077
32, 5233789.00, 6340270.00, 8397953.00, 5524460.00, 0.00, 16777215.00, 25, 8349
33, 5217520.00, 6320609.00, 8398065.00, 5516874.00, 0.00, 16777215.00, 25, 8621
34, 5202326.00, 6305065.00, 8397961.00, 5499504.00, 0.00, 16777215.00, 25, 8893
35, 5191896.00, 6303447.00, 8397962.00, 5555066.00, 0.00, 16777215.00, 25, 9256
36, 5202206.00, 6327978.00, 8397964.00, 5611018.00, 0.00, 16777215.00, 25, 9529
37, 5214450.00, 6348583.00, 8398033.00, 5675067.00, 0.00, 16777215.00, 25, 9801
38, 5235614.00, 6366464.00, 8397986.00, 5695523.00, 0.00, 16777215.00, 25, 10164
39, 5230301.00, 6364929.00, 8398023.00, 5710496.00, 0.00, 16777215.00, 25, 10436
40, 5257889.00, 6415451.00, 8397981.00, 5711556.00, 0.00, 16777215.00, 25, 10799
41, 5258955.00, 6417385.00, 8397949.00, 5730826.00, 0.00, 16777215.00, 25, 11071
42, 5245470.00, 6414750.00, 8398030.00, 5767480.00, 0.00, 16777215.00, 25, 11434
43, 5237182.00, 6414179.00, 8397926.00, 5802243.00, 0.00, 16777215.00, 25, 11616
44, 5227494.00, 6407183.00, 8397898.00, 5809668.00, 0.00, 16777215.00, 25, 11797
45, 5219183.00, 6396891.00, 8397950.00, 5815451.00, 0.00, 16777215.00, 25, 11979
46, 5227212.00, 6403770.00, 8398037.00, 5836908.00, 0.00, 16777215.00, 25, 12160
47, 5241588.00, 6416454.00, 8398006.00, 5843394.00, 0.00, 16777215.00, 25, 12342
48, 5252031.00, 6431074.00, 8397984.00, 5854648.00, 0.00, 16777215.00, 25, 12523
49, 5256185.00, 6463119.00, 8397835.00, 5857075.00, 0.00, 16777215.00, 25, 12796
50, 5269588.00, 6471812.00, 8397864.00, 5876893.00, 0.00, 16777215.00, 25, 13068
51, 5265928.00, 6474074.00, 8397860.00, 5883528.00, 0.00, 16777215.00, 25, 13431
52, 5255054.00, 6458728.00, 8398074.00, 5839697.00, 0.00, 16777215.00, 25, 13703
53, 5234372.00, 6430424.00, 8398041.00, 5819310.00, 0.00, 16777215.00, 25, 14157
54, 5219171.00, 6411563.00, 8397945.00, 5810714.00, 0.00, 16777215.00, 25, 14429
55, 5209472.00, 6403736.00, 8398014.00, 5824987.00, 0.00, 16777215.00, 25, 14792
56, 5216776.00, 6411172.00, 8397992.00, 5826540.00, 0.00, 16777215.00, 25, 15064
57, 5219918.00, 6412010.00, 8397977.00, 5825241.00, 0.00, 16777215.00, 25, 15245
58, 5223233.00, 6411560.00, 8398005.00, 5822338.00, 0.00, 16777215.00, 25, 15517
59, 5230363.00, 6415959.00, 8398101.00, 5817804.00, 0.00, 16777215.00, 25, 15790
60, 5237497.00, 6420495.00, 8397959.00, 5815680.00, 0.00, 16777215.00, 25, 16153
61, 5238227.00, 6418740.00, 12582911.00, 5808878.00, 0.00, 16777215.00, 25, 16425
62, 5236620.00, 6415653.00, 8398055.00, 5803495.00, 0.00, 16777215.00, 25, 16607
63, 5232473.00, 6410511.00, 8397961.00, 5808282.00, 0.00, 16777215.00, 25, 16879
64, 5230666.00, 6409936.00, 8398005.00, 5816196.00, 0.00, 16777215.00, 25, 17151
65, 5229215.00, 6410053.00, 8397838.00, 5826884.00, 0.00, 16777215.00, 25, 17514
66, 5228672.00, 6412069.00, 8398033.00, 5832676.00, 0.00, 16777215.00, 25, 17786
67, 5230576.00, 6413275.00, 8398006.00, 5833874.00, 0.00, 16777215.00, 25, 18149
68, 5232593.00, 6415137.00, 8397920.00, 5836081.00, 0.00, 16777215.00, 25, 18512
69, 5230489.00, 6412418.00, 8398026.00, 5831627.00, 0.00, 16777215.00, 25, 18694
70, 5228328.00, 6412507.00, 8398097.00, 5832327.00, 0.00, 16777215.00, 25, 18966
71, 5228960.00, 6412061.00, 8398032.00, 5828843.00, 0.00, 16777215.00, 25, 19147
72, 5234151.00, 6416740.00, 8397990.00, 5831975.00, 0.00, 16777215.00, 25, 19329
73, 5238899.00, 6419694.00, 8397999.00, 5830553.00, 0.00, 16777215.00, 25, 19510
74, 5240094.00, 6418789.00, 8397897.00, 5814499.00, 0.00, 16777215.00, 25, 19782
75, 5231507.00, 6411394.00, 8398092.00, 5810172.00, 0.00, 16777215.00, 25, 20054
76, 5227244.00, 6409911.00, 8398005.00, 5814711.00, 0.00, 16777215.00, 25, 20327
77, 5230194.00, 6413583.00, 8398002.00, 5817258.00, 0.00, 16777215.00, 25, 20599
78, 5232194.00, 6413705.00, 8397966.00, 5814637.00, 0.00, 16777215.00, 25, 20962
79, 5228125.00, 6411495.00, 8398019.00, 5805393.00, 0.00, 16777215.00, 25, 21325
80, 5232614.00, 6402367.00, 8398085.00, 5807705.00, 0.00, 16777215.00, 25, 21779
81, 5204676.00, 6382988.00, 8398152.00, 5806218.00, 0.00, 16777215.00, 25, 22051
82, 5225511.00, 6398530.00, 8397950.00, 5798499.00, 0.00, 16777215.00, 25, 22323
83, 5225574.00, 6377075.00, 8398012.00, 5733693.00, 0.00, 16777215.00, 25, 22595
84, 5220942.00, 6368431.00, 8398009.00, 5726234.00, 0.00, 16777215.00, 25, 22777
85, 5218749.00, 6360033.00, 8397936.00, 5702700.00, 4680870.00, 16777215.00, 25, 23049
86, 5255287.00, 6407745.00, 8397980.00, 5681736.00, 5088412.00, 16777215.00, 25, 23321
87, 5236166.00, 6373893.00, 8398046.00, 5631970.00, 5017989.00, 16777215.00, 25, 23593
88, 5198307.00, 6303609.00, 8397961.00, 5407225.00, 5000487.00, 16777215.00, 25, 23866
89, 5220264.00, 6355759.00, 8398034.00, 5536720.00, 5035909.00, 16777215.00, 25, 24138
90, 5232276.00, 6365474.00, 8398023.00, 5472287.00, 5035539.00, 16777215.00, 25, 24410
91, 5245613.00, 6377178.00, 8398068.00, 5486736.00, 5038597.00, 16777215.00, 25, 24591
92, 5272919.00, 6407673.00, 8397978.00, 5567302.00, 4975417.00, 16777215.00, 25, 24773
93, 5274221.00, 6409409.00, 8397994.00, 5688618.00, 4955577.00, 16777215.00, 25, 25045
94, 5267282.00, 6389710.00, 8398002.00, 5660209.00, 4940825.00, 16777215.00, 25, 25317
95, 5279037.00, 6417913.00, 8397841.00, 5675832.00, 4900377.00, 16777215.00, 25, 25771
96, 5273888.00, 6418008.00, 8398019.00, 5710624.00, 4873865.00, 16777215.00, 25, 26043
RECORDING Time: 10:48:29
BASELINE Time: 10:48:31
1, 5276555.00, 6400545.00, 8397964.00, 5639325.00, 4885171.00, 16777215.00, 25, 0
2, 5281736.00, 6409125.00, 8398019.00, 5657720.00, 4883967.00, 16777215.00, 25, 0
3, 5284323.00, 6411782.00, 8397997.00, 5666083.00, 4893982.00, 16777215.00, 25, 182
4, 5285936.00, 6413098.00, 8398038.00, 5670665.00, 4900348.00, 16777215.00, 25, 454
5, 5287662.00, 6413524.00, 8398009.00, 5654413.00, 4883083.00, 16777215.00, 25, 726
6, 5279326.00, 6410307.00, 8398056.00, 5631889.00, 4855616.00, 16777215.00, 25, 907
7, 5277719.00, 6414116.00, 8398009.00, 5585993.00, 4797653.00, 16777215.00, 25, 1180
8, 5261508.00, 6393928.00, 8397904.00, 5433286.00, 5959373.00, 16777215.00, 25, 1452
9, 5223567.00, 6336866.00, 8398065.00, 5368061.00, 6235114.00, 16777215.00, 25, 1724
10, 5227072.00, 6366981.00, 8397989.00, 5582651.00, 6157829.00, 16777215.00, 25, 2087
11, 5187460.00, 6361334.00, 8398083.00, 5722125.00, 6134866.00, 16777215.00, 25, 2540
12, 5192400.00, 6372378.00, 8398015.00, 5716408.00, 5987297.00, 16777215.00, 25, 2812
13, 5206233.00, 6377961.00, 8397968.00, 5683673.00, 5849357.00, 16777215.00, 25, 3175
14, 5202393.00, 6376545.00, 8397976.00, 5728418.00, 6612277.00, 16777215.00, 25, 3447
15, 5205948.00, 6382589.00, 8398035.00, 5752653.00, 6246733.00, 16777215.00, 25, 3810
16, 5197577.00, 6374708.00, 8398088.00, 5739670.00, 6526290.00, 16777215.00, 25, 4173
17, 5190119.00, 6375760.00, 8397875.00, 5759274.00, 6107939.00, 16777215.00, 25, 4536
18, 5192296.00, 6379269.00, 8398031.00, 5758447.00, 5823852.00, 16777215.00, 25, 4899
19, 5194951.00, 6382124.00, 8398014.00, 5765010.00, 5411005.00, 16777215.00, 25, 5171
20, 5192888.00, 6380512.00, 8397947.00, 5772864.00, 4237323.00, 16777215.00, 25, 5444
21, 5183927.00, 6377218.00, 8398025.00, 5781989.00, 4012402.00, 16777215.00, 25, 5806
22, 5180577.00, 6372060.00, 8397929.00, 5791731.00, 3896863.00, 16777215.00, 25, 6079
23, 5178890.00, 6372924.00, 8397999.00, 5823706.00, 3827533.00, 16777215.00, 25, 6351
