Date: 27.3.2020 , In use by: Mena
Daytime: 10:49:48, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
32, 5256951.00, 6457173.00, 8398037.00, 5316143.00, 183656.00, 16777215.00, 25, 8163
33, 5251959.00, 6456305.00, 8397964.00, 5309913.00, 193008.00, 16777215.00, 25, 8526
34, 5253637.00, 6459565.00, 8397956.00, 5330611.00, 182344.00, 16777215.00, 25, 8799
35, 5261666.00, 6467100.00, 8397978.00, 5335256.00, 165298.00, 16777215.00, 25, 9071
36, 5267216.00, 6474342.00, 8397867.00, 5342856.00, 121498.00, 16777215.00, 25, 9343
37, 5261478.00, 6466121.00, 8398035.00, 5382347.00, 163981.00, 16777215.00, 25, 9615
38, 5259384.00, 6468949.00, 8398029.00, 5392884.00, 100591.00, 16777215.00, 25, 9887
39, 5247316.00, 6451068.00, 8398004.00, 5646257.00, 0.00, 16777215.00, 25, 10159
40, 5249514.00, 6459204.00, 8398025.00, 5701470.00, 35877.00, 16777215.00, 25, 10341
41, 5277693.00, 6467401.00, 8398039.00, 5666950.00, 6073184.00, 16777215.00, 25, 10613
42, 5270136.00, 6426052.00, 8397921.00, 5515195.00, 6054637.00, 16777215.00, 25, 10885
43, 5244760.00, 6401520.00, 8398026.00, 5546692.00, 6108152.00, 16777215.00, 25, 11248
44, 5253023.00, 6395641.00, 8398009.00, 5494490.00, 6112982.00, 16777215.00, 25, 11610
45, 5259337.00, 6417373.00, 8397902.00, 5660625.00, 6111782.00, 16777215.00, 25, 11973
46, 5277341.00, 6434322.00, 8398008.00, 5729106.00, 6118847.00, 16777215.00, 25, 12336
RECORDING Time: 10:50:43
BASELINE Time: 10:50:44
1, 5268790.00, 6394523.00, 8398080.00, 5472023.00, 6106568.00, 16777215.00, 25, 0
2, 5265632.00, 6392004.00, 8398117.00, 5489940.00, 6090161.00, 16777215.00, 25, 0
3, 5269185.00, 6399759.00, 8398075.00, 5533896.00, 6104176.00, 16777215.00, 25, 272
4, 5272155.00, 6403144.00, 8398065.00, 5539958.00, 6109081.00, 16777215.00, 25, 453
5, 5271525.00, 6404597.00, 8397940.00, 5540285.00, 6108196.00, 16777215.00, 25, 635
6, 5269448.00, 6407099.00, 8397975.00, 5520365.00, 6089963.00, 16777215.00, 25, 816
7, 5257865.00, 6398320.00, 8398041.00, 5462149.00, 6054590.00, 16777215.00, 25, 997
8, 5242253.00, 6376590.00, 8397960.00, 5400647.00, 6042631.00, 16777215.00, 25, 1179
9, 5230069.00, 6364960.00, 8397888.00, 5331363.00, 6031275.00, 16777215.00, 25, 1360
10, 5206987.00, 6345594.00, 8398014.00, 5388977.00, 6032668.00, 16777215.00, 25, 1542
11, 5186186.00, 6339645.00, 8398000.00, 5564056.00, 6020819.00, 16777215.00, 25, 1723
12, 5183864.00, 6377689.00, 8397944.00, 5666081.00, 5940761.00, 16777215.00, 25, 2086
13, 5196567.00, 6380865.00, 8397946.00, 5671722.00, 5673116.00, 16777215.00, 25, 2449
14, 5191994.00, 6379712.00, 8397969.00, 5694557.00, 6622557.00, 16777215.00, 25, 2812
15, 5199599.00, 6385270.00, 8397949.00, 5728474.00, 6294873.00, 16777215.00, 25, 3084
16, 5204072.00, 6386751.00, 8397925.00, 5716281.00, 6138121.00, 16777215.00, 25, 3447
17, 5183012.00, 6372991.00, 8397951.00, 5722010.00, 5562506.00, 16777215.00, 25, 3809
18, 5181019.00, 6371163.00, 8398014.00, 5748650.00, 5359611.00, 16777215.00, 25, 4172
19, 5188554.00, 6379576.00, 8397840.00, 5760821.00, 5227148.00, 16777215.00, 25, 4444
20, 5196349.00, 6386260.00, 8398028.00, 5768639.00, 4149402.00, 16777215.00, 25, 4626
21, 5196976.00, 6386064.00, 8397906.00, 5754609.00, 4165799.00, 16777215.00, 25, 4898
22, 5192833.00, 6382636.00, 8398010.00, 5744917.00, 4596098.00, 16777215.00, 25, 5170
23, 5185242.00, 6377164.00, 8397942.00, 5738921.00, 4642995.00, 16777215.00, 25, 5442
24, 5181422.00, 6373225.00, 8397952.00, 5743562.00, 4574091.00, 16777215.00, 25, 5623
25, 5176510.00, 6369574.00, 8397988.00, 5746568.00, 4540161.00, 16777215.00, 25, 5896
26, 5177618.00, 6371959.00, 8398124.00, 5770252.00, 4241509.00, 16777215.00, 25, 6258
27, 5177272.00, 6371439.00, 8397956.00, 5781626.00, 4254846.00, 16777215.00, 25, 6531
28, 5191550.00, 6386923.00, 8398017.00, 5759400.00, 4932568.00, 16777215.00, 25, 6893
29, 5204925.00, 6395893.00, 8398057.00, 5721854.00, 4996959.00, 16777215.00, 25, 7165
30, 5199641.00, 6396555.00, 8398051.00, 5729812.00, 5007330.00, 16777215.00, 25, 7528
31, 5187393.00, 6384855.00, 8397851.00, 5710684.00, 5022789.00, 16777215.00, 25, 7710
32, 5181763.00, 6353249.00, 8397959.00, 5635548.00, 5046323.00, 16777215.00, 25, 7891
33, 5209710.00, 6335925.00, 8397913.00, 5539314.00, 5108119.00, 16777215.00, 25, 8163
34, 5241305.00, 6363061.00, 8397941.00, 5500090.00, 5131774.00, 16777215.00, 25, 8436
35, 5245041.00, 6346416.00, 8397903.00, 5397075.00, 5131169.00, 16777215.00, 25, 8708
36, 5239492.00, 6336871.00, 8397969.00, 5339662.00, 5138590.00, 16777215.00, 25, 8980
BASELINE Time: 10:50:54
RECORDING Time: 10:51:20
1, 5188249.00, 6390919.00, 8397980.00, 5639357.00, 6775781.00, 16777215.00, 25, 0
2, 5193008.00, 6391571.00, 8397964.00, 5627449.00, 6777422.00, 16777215.00, 25, 0
3, 5193144.00, 6393797.00, 8397943.00, 5622899.00, 6782717.00, 16777215.00, 25, 181
4, 5190426.00, 6388407.00, 8397925.00, 5598724.00, 6787635.00, 16777215.00, 25, 453
5, 5190720.00, 6362880.00, 8398073.00, 5487242.00, 6797365.00, 16777215.00, 25, 634
6, 5190524.00, 6347159.00, 8397858.00, 5413752.00, 6793608.00, 16777215.00, 25, 816
7, 5177315.00, 6339585.00, 8397960.00, 5388623.00, 6793918.00, 16777215.00, 25, 997
8, 5163706.00, 6322870.00, 8398084.00, 5459058.00, 6772799.00, 16777215.00, 25, 1269
9, 5153079.00, 6308107.00, 8397900.00, 5497768.00, 6754505.00, 16777215.00, 25, 1451
10, 5170328.00, 6315353.00, 8398036.00, 5521969.00, 6780421.00, 16777215.00, 25, 1632
11, 5234616.00, 6380867.00, 8397950.00, 5558749.00, 6440420.00, 16777215.00, 25, 1904
12, 5247194.00, 6391251.00, 8398102.00, 5451380.00, 0.00, 16777215.00, 25, 2176
13, 5194554.00, 6345381.00, 8398010.00, 5383153.00, 0.00, 16777215.00, 25, 2539
14, 5188712.00, 6342820.00, 8398035.00, 5387118.00, 0.00, 16777215.00, 25, 2811
15, 5163211.00, 6303429.00, 8398087.00, 5479608.00, 0.00, 16777215.00, 25, 3083
16, 5215197.00, 6340288.00, 8398130.00, 5656254.00, 0.00, 16777215.00, 25, 3446
17, 5292121.00, 6387846.00, 8398013.00, 5843354.00, 0.00, 16777215.00, 25, 3718
18, 5280497.00, 6395465.00, 8398153.00, 5191341.00, 0.00, 16777215.00, 25, 3990
19, 5207572.00, 6407120.00, 8398159.00, 5090505.00, 0.00, 16777215.00, 25, 4262
20, 5196496.00, 6429981.00, 8398076.00, 5108541.00, 0.00, 16777215.00, 25, 4625
21, 5164375.00, 6371389.00, 8397977.00, 5047736.00, 0.00, 16777215.00, 25, 4897
22, 5163319.00, 6372449.00, 8398023.00, 5025157.00, 0.00, 16777215.00, 25, 5079
23, 5188457.00, 6414579.00, 8398052.00, 4976096.00, 0.00, 16777215.00, 25, 5351
24, 5207266.00, 6441593.00, 8397983.00, 5037613.00, 0.00, 16777215.00, 25, 5623
25, 5211628.00, 6452169.00, 8398054.00, 5077757.00, 0.00, 16777215.00, 25, 5804
26, 5200384.00, 6438186.00, 8398031.00, 5079547.00, 0.00, 16777215.00, 25, 6076
27, 5208742.00, 6441712.00, 8398088.00, 5059627.00, 0.00, 16777215.00, 25, 6439
28, 5204920.00, 6450438.00, 8397966.00, 5077743.00, 0.00, 16777215.00, 25, 6802
29, 5205877.00, 6460615.00, 8398123.00, 5120468.00, 0.00, 16777215.00, 25, 7074
30, 5213822.00, 6479227.00, 8397971.00, 5170525.00, 0.00, 16777215.00, 25, 7346
31, 5229024.00, 6495929.00, 8397879.00, 5181872.00, 0.00, 16777215.00, 25, 7618
32, 5233744.00, 6496162.00, 8397987.00, 5167879.00, 0.00, 16777215.00, 25, 7799
33, 5218114.00, 6481200.00, 8397962.00, 5185219.00, 0.00, 16777215.00, 25, 8071
34, 5211918.00, 6465534.00, 8398081.00, 5132647.00, 0.00, 16777215.00, 25, 8253
35, 5218897.00, 6471170.00, 8398100.00, 5143742.00, 0.00, 16777215.00, 25, 8434
36, 5215669.00, 6468900.00, 8397975.00, 5297749.00, 0.00, 16777215.00, 25, 8706
37, 5215132.00, 6466764.00, 8398045.00, 5300819.00, 0.00, 16777215.00, 25, 8978
38, 5210833.00, 6443623.00, 8398099.00, 5538256.00, 0.00, 16777215.00, 25, 9341
39, 5239091.00, 6477179.00, 8398010.00, 5565994.00, 6725431.00, 16777215.00, 25, 9704
40, 5211663.00, 10485759.00, 8398013.00, 5529547.00, 7088934.00, 16777215.00, 25, 10067
41, 5196247.00, 6389568.00, 8397959.00, 5409088.00, 7121471.00, 16777215.00, 25, 10339
42, 5179772.00, 6342687.00, 8398072.00, 5352116.00, 7138637.00, 16777215.00, 25, 10702
43, 5199434.00, 6371973.00, 8397934.00, 5355066.00, 7148513.00, 16777215.00, 25, 10974
44, 5187330.00, 6341518.00, 8398056.00, 5350641.00, 7139633.00, 16777215.00, 25, 11246
45, 5186889.00, 6355879.00, 8397965.00, 5417928.00, 7136716.00, 16777215.00, 25, 11518
46, 5184976.00, 6358655.00, 8398003.00, 5470535.00, 7119142.00, 16777215.00, 25, 11790
47, 5177499.00, 6359587.00, 8398045.00, 5516492.00, 7110144.00, 16777215.00, 25, 12153
RECORDING Time: 10:51:33
BASELINE Time: 10:51:34
1, 5281999.00, 6344037.00, 8398003.00, 5491607.00, 7128640.00, 16777215.00, 25, 0
2, 5301131.00, 6351958.00, 8398001.00, 5514683.00, 7126631.00, 16777215.00, 25, 0
3, 5305371.00, 6360794.00, 8397994.00, 5558208.00, 7127729.00, 16777215.00, 25, 272
4, 5298563.00, 6354320.00, 8397934.00, 5527482.00, 7110537.00, 16777215.00, 25, 544
5, 5301707.00, 6364166.00, 8398152.00, 5527171.00, 7124625.00, 16777215.00, 25, 907
6, 5305635.00, 6365749.00, 8398002.00, 5467629.00, 7105602.00, 16777215.00, 25, 1270
7, 5275229.00, 6337060.00, 8397977.00, 5412732.00, 7156064.00, 16777215.00, 25, 1632
8, 5293334.00, 6365516.00, 8398019.00, 5325831.00, 7159542.00, 16777215.00, 25, 1904
9, 5300494.00, 6399027.00, 8397970.00, 5488857.00, 7102567.00, 16777215.00, 25, 2267
10, 5279111.00, 6384182.00, 8398012.00, 5594033.00, 7100637.00, 16777215.00, 25, 2629
11, 5282545.00, 6397937.00, 8397971.00, 5619917.00, 6548486.00, 16777215.00, 25, 2992
12, 5289302.00, 6388826.00, 8398128.00, 5594145.00, 6608577.00, 16777215.00, 25, 3355
13, 5309307.00, 6396492.00, 8398046.00, 5642101.00, 6829563.00, 16777215.00, 25, 3627
14, 5319404.00, 6404824.00, 8398027.00, 5674904.00, 6344855.00, 16777215.00, 25, 3808
15, 5318045.00, 6404004.00, 8398097.00, 5681549.00, 5905348.00, 16777215.00, 25, 3989
16, 5310796.00, 6403812.00, 8398003.00, 5685598.00, 5855238.00, 16777215.00, 25, 4171
17, 5300270.00, 6402029.00, 8398063.00, 5688647.00, 5864906.00, 16777215.00, 25, 4352
18, 5288072.00, 6394489.00, 8397984.00, 5673760.00, 5387504.00, 16777215.00, 25, 4533
19, 5277701.00, 6390347.00, 8398158.00, 5667646.00, 5162532.00, 16777215.00, 25, 4806
20, 5268943.00, 6387214.00, 8398013.00, 5662518.00, 5078467.00, 16777215.00, 25, 5168
21, 5261245.00, 6382227.00, 8397981.00, 5648926.00, 5166182.00, 16777215.00, 25, 5440
22, 5262064.00, 6383953.00, 8397878.00, 5656716.00, 5223131.00, 16777215.00, 25, 5803
23, 5261722.00, 6384566.00, 8398146.00, 5654193.00, 5042379.00, 16777215.00, 25, 6075
24, 5266916.00, 6388557.00, 8398012.00, 5644862.00, 5151341.00, 16777215.00, 25, 6347
25, 5273517.00, 6392397.00, 8397962.00, 5661255.00, 4953604.00, 16777215.00, 25, 6619
26, 5272945.00, 6390986.00, 8398107.00, 5666834.00, 5047365.00, 16777215.00, 25, 6891
27, 5269243.00, 6388185.00, 8398036.00, 5686455.00, 5424945.00, 16777215.00, 25, 7163
28, 5290490.00, 6393915.00, 8397880.00, 5669495.00, 6950874.00, 16777215.00, 25, 7435
29, 5301551.00, 6390488.00, 8397983.00, 5680868.00, 8028823.00, 16777215.00, 25, 7707
30, 5320329.00, 6404045.00, 8398008.00, 5666458.00, 8116298.00, 16777215.00, 25, 7979
31, 5322369.00, 6405805.00, 8398060.00, 5633345.00, 8150246.00, 16777215.00, 25, 8251
32, 5321043.00, 6397744.00, 8397945.00, 5608469.00, 8200221.00, 16777215.00, 25, 8523
33, 5322574.00, 6349993.00, 8398166.00, 5423132.00, 8259142.00, 16777215.00, 25, 8795
34, 5315711.00, 6323810.00, 8398062.00, 5472783.00, 8289116.00, 16777215.00, 25, 9158
35, 5331148.00, 6333784.00, 8398026.00, 5455115.00, 8309932.00, 16777215.00, 25, 9430
36, 5330564.00, 6314466.00, 8397966.00, 5346572.00, 8323274.00, 16777215.00, 25, 9793
37, 5295728.00, 6263214.00, 8397985.00, 5280080.00, 8333219.00, 16777215.00, 25, 10065
38, 5279809.00, 6252118.00, 8398003.00, 5284429.00, 8362084.00, 16777215.00, 25, 10427
39, 5276158.00, 6249322.00, 8398097.00, 5272343.00, 8369229.00, 16777215.00, 25, 10699
BASELINE Time: 10:51:45
RECORDING Time: 10:51:46
1, 5261900.00, 6257739.00, 8398010.00, 5307456.00, 8430140.00, 16777215.00, 25, 0
2, 5263799.00, 6263403.00, 8397873.00, 5329504.00, 8480509.00, 16777215.00, 25, 0
3, 5260049.00, 6265002.00, 8397981.00, 5355234.00, 8514802.00, 16777215.00, 25, 362
4, 5258546.00, 6273469.00, 8398066.00, 5384564.00, 8518346.00, 16777215.00, 25, 816
5, 5256580.00, 6275014.00, 8398047.00, 5331382.00, 8548487.00, 16777215.00, 25, 1269
6, 5248474.00, 6292289.00, 8397950.00, 5430245.00, 8542054.00, 16777215.00, 25, 1541
7, 5243172.00, 6330518.00, 8398090.00, 5563668.00, 8532223.00, 16777215.00, 25, 1722
8, 5271928.00, 6382023.00, 8398041.00, 5606063.00, 8492002.00, 16777215.00, 25, 1994
9, 5294913.00, 6406518.00, 8397956.00, 5627425.00, 8495248.00, 16777215.00, 25, 2267
10, 5300680.00, 6389219.00, 8398087.00, 5554359.00, 8511901.00, 16777215.00, 25, 2448
11, 5292903.00, 6363678.00, 8398048.00, 5519199.00, 8547723.00, 16777215.00, 25, 2720
12, 5289818.00, 6357725.00, 8398012.00, 5490733.00, 6868433.00, 16777215.00, 25, 2992
13, 5262946.00, 6333005.00, 8398045.00, 5446664.00, 0.00, 16777215.00, 25, 3355
14, 5236870.00, 6313781.00, 8398009.00, 5465179.00, 0.00, 16777215.00, 25, 3627
15, 5216517.00, 6306216.00, 8397970.00, 5535848.00, 0.00, 16777215.00, 25, 3808
16, 5215594.00, 6313394.00, 8397882.00, 5555639.00, 0.00, 16777215.00, 25, 4080
17, 5245753.00, 6327608.00, 8398118.00, 5612985.00, 0.00, 16777215.00, 25, 4353
18, 5304311.00, 6365703.00, 8397990.00, 5677923.00, 0.00, 16777215.00, 25, 4715
19, 5347326.00, 6400577.00, 8398002.00, 5742792.00, 63164.00, 16777215.00, 25, 4987
20, 5352552.00, 6399271.00, 8398008.00, 5785231.00, 74592.00, 16777215.00, 25, 5169
21, 5344917.00, 6385698.00, 8398061.00, 5765037.00, 0.00, 16777215.00, 25, 5441
22, 5347552.00, 6388051.00, 8398097.00, 5726811.00, 0.00, 16777215.00, 25, 5713
23, 5325283.00, 6380319.00, 8397974.00, 5584819.00, 0.00, 16777215.00, 25, 6076
24, 5281138.00, 6380624.00, 8397963.00, 5482834.00, 0.00, 16777215.00, 25, 6348
25, 5241327.00, 6360084.00, 8398041.00, 5061907.00, 0.00, 16777215.00, 25, 6711
26, 5223400.00, 6373533.00, 8398079.00, 5027511.00, 0.00, 16777215.00, 25, 6983
27, 5230226.00, 6408964.00, 8397964.00, 5072703.00, 0.00, 16777215.00, 25, 7346
28, 5211232.00, 6392678.00, 8397978.00, 5112878.00, 0.00, 16777215.00, 25, 7618
29, 5192982.00, 6358560.00, 8397975.00, 5058724.00, 0.00, 16777215.00, 25, 7890
30, 5203022.00, 6399545.00, 8397994.00, 5025687.00, 0.00, 16777215.00, 25, 8252
31, 5232789.00, 6446426.00, 8398014.00, 5102401.00, 0.00, 16777215.00, 25, 8525
32, 5246104.00, 6483224.00, 8398108.00, 5186387.00, 0.00, 16777215.00, 25, 8797
33, 5243034.00, 6499806.00, 8398060.00, 5273101.00, 0.00, 16777215.00, 25, 9069
34, 5241946.00, 6499091.00, 8398056.00, 5288404.00, 0.00, 16777215.00, 25, 9250
35, 5248494.00, 6504506.00, 8398013.00, 5284535.00, 0.00, 16777215.00, 25, 9522
36, 5236022.00, 6487400.00, 8398123.00, 5246418.00, 0.00, 16777215.00, 25, 9794
37, 5231983.00, 6483726.00, 8398081.00, 5244708.00, 0.00, 16777215.00, 25, 10066
38, 5243891.00, 6488512.00, 8397926.00, 5221445.00, 0.00, 16777215.00, 25, 10338
39, 5231059.00, 6477096.00, 8397915.00, 5201383.00, 0.00, 16777215.00, 25, 10610
40, 5230096.00, 6454417.00, 8398004.00, 5158023.00, 0.00, 16777215.00, 25, 10882
41, 5235165.00, 6461581.00, 8398051.00, 5191135.00, 0.00, 16777215.00, 25, 11154
42, 5246557.00, 6469273.00, 8398130.00, 5268323.00, 0.00, 16777215.00, 25, 11426
43, 5232476.00, 6435977.00, 8398140.00, 5242003.00, 0.00, 16777215.00, 25, 11698
44, 5228686.00, 6430618.00, 8397915.00, 5487081.00, 0.00, 16777215.00, 25, 11970
45, 5262156.00, 6465710.00, 8398101.00, 5553766.00, 694395.00, 16777215.00, 25, 12333
46, 5268446.00, 6453692.00, 8398029.00, 5547124.00, 5437311.00, 16777215.00, 25, 12605
47, 5266798.00, 6447767.00, 8398138.00, 5533477.00, 5298182.00, 16777215.00, 25, 12968
48, 5236076.00, 6405686.00, 8398040.00, 5411033.00, 5252553.00, 16777215.00, 25, 13331
49, 5220300.00, 6380708.00, 8397992.00, 5487533.00, 5229888.00, 16777215.00, 25, 13693
50, 5228910.00, 6407843.00, 8397926.00, 5614196.00, 5223438.00, 16777215.00, 25, 13966
51, 5260594.00, 6459050.00, 8398037.00, 5810724.00, 5217357.00, 16777215.00, 25, 14238
52, 5242442.00, 6430915.00, 8398002.00, 5758993.00, 5189968.00, 16777215.00, 25, 14510
53, 5253019.00, 6437994.00, 8398086.00, 5785050.00, 5191390.00, 16777215.00, 25, 14872
54, 5258755.00, 6435451.00, 8397998.00, 5718959.00, 5177209.00, 16777215.00, 25, 15145
55, 5248033.00, 6423766.00, 8398044.00, 5629160.00, 5160038.00, 16777215.00, 25, 15326
56, 5238460.00, 6406003.00, 8398000.00, 5567608.00, 5133217.00, 16777215.00, 25, 15598
57, 5235121.00, 6396995.00, 8398176.00, 5503964.00, 5125717.00, 16777215.00, 25, 15870
58, 5234207.00, 6385720.00, 8398108.00, 5460332.00, 5135031.00, 16777215.00, 25, 16052
59, 5229741.00, 6349246.00, 8397883.00, 5389436.00, 5149666.00, 16777215.00, 25, 16324
60, 5232477.00, 6363002.00, 8398049.00, 5460872.00, 5162604.00, 16777215.00, 25, 16596
61, 5237993.00, 6371541.00, 8397992.00, 5495544.00, 5148275.00, 16777215.00, 25, 16868
62, 5237808.00, 6364734.00, 8397985.00, 5471613.00, 5144840.00, 16777215.00, 25, 17140
63, 5233407.00, 6358017.00, 8398003.00, 5459524.00, 5134574.00, 16777215.00, 25, 17412
RECORDING Time: 10:52:4
BASELINE Time: 10:52:8
1, 5234921.00, 6354531.00, 8398028.00, 5554816.00, 5082961.00, 16777215.00, 25, 0
2, 5237933.00, 6361613.00, 8397872.00, 5548289.00, 7489124.00, 16777215.00, 25, 0
3, 5232586.00, 6354187.00, 8397971.00, 5507044.00, 7476518.00, 16777215.00, 25, 272
4, 5228805.00, 6348975.00, 8398005.00, 5484683.00, 7478367.00, 16777215.00, 25, 454
5, 5225591.00, 6343338.00, 8398008.00, 5440681.00, 7479411.00, 16777215.00, 25, 726
6, 5215212.00, 6330993.00, 8397903.00, 5425605.00, 7485955.00, 16777215.00, 25, 907
7, 5216157.00, 6338569.00, 8398046.00, 5465148.00, 7485990.00, 16777215.00, 25, 1088
8, 5226081.00, 6349550.00, 8397913.00, 5456555.00, 7481047.00, 16777215.00, 25, 1360
9, 5223072.00, 6353096.00, 8397927.00, 5342615.00, 7475342.00, 16777215.00, 25, 1632
10, 5217628.00, 6353261.00, 8397999.00, 5249871.00, 7493496.00, 16777215.00, 25, 1814
11, 5180407.00, 6326939.00, 8397971.00, 5472079.00, 7510671.00, 16777215.00, 25, 2176
12, 5183672.00, 6377209.00, 8397946.00, 5654308.00, 7510773.00, 16777215.00, 25, 2449
13, 5174642.00, 6368816.00, 8397992.00, 5637847.00, 7497425.00, 16777215.00, 25, 2811
14, 5184100.00, 6378563.00, 8397937.00, 5746726.00, 7432628.00, 16777215.00, 25, 3174
15, 5203175.00, 6413131.00, 8397991.00, 5781982.00, 6414970.00, 16777215.00, 25, 3537
16, 5200285.00, 6403573.00, 8397913.00, 5803277.00, 7524746.00, 16777215.00, 25, 3900
17, 5179931.00, 6389230.00, 8397924.00, 5784556.00, 7050063.00, 16777215.00, 25, 4172
18, 5175842.00, 6379772.00, 8397932.00, 5780196.00, 6767268.00, 16777215.00, 25, 4444
