Date: 27.3.2020 , In use by: Mena
Daytime: 10:54:31, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
13, 5134347.00, 6287702.00, 8397949.00, 5359216.00, 0.00, 16777215.00, 25, 3358
14, 5163791.00, 6316128.00, 8398042.00, 5376336.00, 0.00, 16777215.00, 25, 3540
15, 5216766.00, 6410979.00, 8397938.00, 5632929.00, 0.00, 16777215.00, 25, 3722
16, 5332969.00, 6494226.00, 8398052.00, 5847042.00, 0.00, 16777215.00, 25, 4085
17, 5343415.00, 6506496.00, 8398054.00, 5702988.00, 0.00, 16777215.00, 25, 4357
18, 5262164.00, 6471251.00, 8397941.00, 5224772.00, 82541.00, 16777215.00, 25, 4720
19, 5248136.00, 6481112.00, 8398054.00, 5159533.00, 106828.00, 16777215.00, 25, 4992
20, 5255362.00, 6509501.00, 8397954.00, 5175763.00, 81638.00, 16777215.00, 25, 5265
21, 5270898.00, 6504588.00, 8397978.00, 6748329.00, 3449608.00, 16777215.00, 25, 5628
22, 5244976.00, 6446444.00, 8397875.00, 6837613.00, 3688247.00, 16777215.00, 25, 5809
23, 5217573.00, 6402513.00, 8398028.00, 5344708.00, 243883.00, 16777215.00, 25, 6082
24, 5191190.00, 6352260.00, 8397958.00, 5471236.00, 242766.00, 16777215.00, 25, 6354
25, 5248664.00, 6390059.00, 8397915.00, 5732153.00, 388455.00, 16777215.00, 25, 6626
26, 5327090.00, 6433674.00, 8397994.00, 5860580.00, 451650.00, 16777215.00, 25, 6899
27, 5313866.00, 6428656.00, 8397906.00, 5517113.00, 385670.00, 16777215.00, 25, 7171
28, 5279302.00, 6443735.00, 8397992.00, 5283284.00, 305000.00, 16777215.00, 25, 7534
29, 5278496.00, 6472511.00, 8397965.00, 5180331.00, 282075.00, 16777215.00, 25, 7807
30, 5250636.00, 6450238.00, 8397926.00, 8307740.00, 8269378.00, 16777215.00, 25, 8261
31, 5259855.00, 6466703.00, 8398016.00, 8388607.00, 8379566.00, 16777215.00, 25, 8896
32, 5258548.00, 6468397.00, 8397944.00, 7926593.00, 7504652.00, 16777215.00, 25, 10711
33, 5276723.00, 6484084.00, 8397945.00, 5376313.00, 233855.00, 16777215.00, 25, 10893
34, 5273509.00, 6484707.00, 8397933.00, 5497406.00, 0.00, 16777215.00, 25, 11074
35, 5283566.00, 6497942.00, 8397901.00, 5504806.00, 4430104.00, 16777215.00, 25, 11256
36, 5293843.00, 6516030.00, 8398085.00, 5492065.00, 6766253.00, 16777215.00, 25, 11437
37, 5283643.00, 6502440.00, 8397974.00, 5453645.00, 6775174.00, 16777215.00, 25, 11710
38, 5251814.00, 6447453.00, 8397939.00, 5436179.00, 6818572.00, 16777215.00, 25, 11891
39, 5205400.00, 6377176.00, 8397944.00, 5317301.00, 6900057.00, 16777215.00, 25, 12254
40, 5191911.00, 6322070.00, 8398003.00, 5026564.00, 6906087.00, 16777215.00, 25, 12618
41, 5129297.00, 6247989.00, 8397959.00, 4984981.00, 6867224.00, 16777215.00, 25, 13072
RECORDING Time: 10:55:28
BASELINE Time: 10:55:30
1, 5165751.00, 6335065.00, 8397955.00, 5157234.00, 6805465.00, 16777215.00, 25, 0
2, 5168675.00, 6339097.00, 8397921.00, 5169422.00, 6813081.00, 16777215.00, 25, 0
3, 5171506.00, 6343018.00, 8398033.00, 5179088.00, 6827895.00, 16777215.00, 25, 363
4, 5172328.00, 6342607.00, 8398068.00, 5179024.00, 6836629.00, 16777215.00, 25, 635
5, 5175732.00, 6351961.00, 8397986.00, 5227423.00, 6847405.00, 16777215.00, 25, 907
6, 5182236.00, 6377417.00, 8397955.00, 5242002.00, 6836834.00, 16777215.00, 25, 1180
7, 5178602.00, 6372092.00, 8397934.00, 5152164.00, 6839890.00, 16777215.00, 25, 1361
8, 5170929.00, 6344528.00, 8398000.00, 5124663.00, 6849452.00, 16777215.00, 25, 1634
9, 5150619.00, 6305227.00, 8397931.00, 5122536.00, 6820659.00, 16777215.00, 25, 1906
10, 5140876.00, 6292957.00, 8398018.00, 5319287.00, 6813680.00, 16777215.00, 25, 2087
11, 5130138.00, 6287691.00, 8397910.00, 5400354.00, 6829581.00, 16777215.00, 25, 2360
12, 5134739.00, 6292432.00, 8398015.00, 5401649.00, 6829596.00, 16777215.00, 25, 2632
13, 5131602.00, 6284543.00, 8397937.00, 5368084.00, 6836314.00, 16777215.00, 25, 2995
14, 5134001.00, 6284470.00, 8397967.00, 5302237.00, 6841657.00, 16777215.00, 25, 3268
15, 5127491.00, 6271915.00, 8398048.00, 5273314.00, 6857172.00, 16777215.00, 25, 3631
16, 5124290.00, 6287612.00, 8398123.00, 5245570.00, 6854977.00, 16777215.00, 25, 3903
17, 5143507.00, 6385030.00, 8397994.00, 5311248.00, 6801844.00, 16777215.00, 25, 4357
18, 5123966.00, 6384001.00, 8397923.00, 5522582.00, 6480738.00, 16777215.00, 25, 4629
19, 5114740.00, 6379123.00, 8398040.00, 5547761.00, 6034941.00, 16777215.00, 25, 4811
20, 5111827.00, 6367462.00, 8397997.00, 5552545.00, 6613938.00, 16777215.00, 25, 5083
21, 5117495.00, 6381782.00, 8398001.00, 5604462.00, 6061756.00, 16777215.00, 25, 5356
22, 5117468.00, 6383442.00, 8398053.00, 5620346.00, 5276634.00, 16777215.00, 25, 5537
23, 5103098.00, 6374030.00, 8397876.00, 5619440.00, 4688902.00, 16777215.00, 25, 5809
24, 5099088.00, 6371131.00, 8398007.00, 5589861.00, 5186442.00, 16777215.00, 25, 6082
25, 5096711.00, 6363819.00, 8398021.00, 5540372.00, 5514765.00, 16777215.00, 25, 6445
26, 5096880.00, 6361001.00, 8398061.00, 5518766.00, 5173145.00, 16777215.00, 25, 6717
27, 5087877.00, 6353505.00, 8397942.00, 5524000.00, 5550572.00, 16777215.00, 25, 7080
28, 5080262.00, 6347229.00, 8398039.00, 5539059.00, 5555434.00, 16777215.00, 25, 7262
29, 5078772.00, 6346855.00, 8398046.00, 5540667.00, 5674434.00, 16777215.00, 25, 7443
30, 5083502.00, 6357719.00, 8398045.00, 5557718.00, 5992021.00, 16777215.00, 25, 7716
31, 5096796.00, 6371742.00, 8397967.00, 5534383.00, 6593313.00, 16777215.00, 25, 7988
32, 5106199.00, 6378977.00, 8398009.00, 5514563.00, 6614592.00, 16777215.00, 25, 8260
33, 5107405.00, 6354033.00, 8398010.00, 5416125.00, 6584510.00, 16777215.00, 25, 8623
34, 5124083.00, 6259390.00, 8398019.00, 5166098.00, 6552945.00, 16777215.00, 25, 8896
35, 5167587.00, 6306219.00, 8398057.00, 5218911.00, 6587234.00, 16777215.00, 25, 9259
36, 5163391.00, 6309698.00, 8397898.00, 5201233.00, 6596953.00, 16777215.00, 25, 9622
37, 5151117.00, 6323233.00, 8397972.00, 5216032.00, 6634615.00, 16777215.00, 25, 9894
38, 5122832.00, 6254990.00, 8398119.00, 5224211.00, 6633194.00, 16777215.00, 25, 10166
39, 5115554.00, 6306228.00, 8398006.00, 5250368.00, 6657877.00, 16777215.00, 25, 10529
40, 5116079.00, 6262670.00, 8398001.00, 5181274.00, 6613973.00, 16777215.00, 25, 10802
41, 5114980.00, 6310140.00, 8398009.00, 5301472.00, 6672783.00, 16777215.00, 25, 11165
42, 5118027.00, 6287055.00, 8398101.00, 5238282.00, 6634684.00, 16777215.00, 25, 11437
43, 5121909.00, 6286891.00, 8397926.00, 5125046.00, 6720885.00, 16777215.00, 25, 11710
44, 5159817.00, 6265936.00, 8398005.00, 5075546.00, 6597416.00, 16777215.00, 25, 12073
45, 5113816.00, 6258555.00, 8397999.00, 5275710.00, 6619566.00, 16777215.00, 25, 12254
46, 5126162.00, 6363868.00, 8397944.00, 5399402.00, 6665524.00, 16777215.00, 25, 12527
47, 5142525.00, 6321893.00, 8398005.00, 5251161.00, 6656489.00, 16777215.00, 25, 12799
48, 5153187.00, 6304250.00, 8398136.00, 5213604.00, 6596007.00, 16777215.00, 25, 12980
49, 5136714.00, 6285284.00, 8397951.00, 5262923.00, 6638708.00, 16777215.00, 25, 13253
50, 5141277.00, 6325244.00, 8398100.00, 5231135.00, 6636914.00, 16777215.00, 25, 13525
51, 5119557.00, 6294073.00, 8397943.00, 5120821.00, 6599525.00, 16777215.00, 25, 13888
52, 5119820.00, 6286901.00, 8397938.00, 5178560.00, 6579863.00, 16777215.00, 25, 14251
53, 5111394.00, 6265876.00, 8398092.00, 5129841.00, 6544156.00, 16777215.00, 25, 14614
54, 5117970.00, 6259180.00, 8397917.00, 5082908.00, 6541046.00, 16777215.00, 25, 14887
55, 5138697.00, 6261335.00, 8398042.00, 5067404.00, 6516791.00, 16777215.00, 25, 15250
56, 5120405.00, 6258247.00, 8397967.00, 5056820.00, 6497786.00, 16777215.00, 25, 15522
57, 5112122.00, 6253481.00, 8398015.00, 5057511.00, 6539493.00, 16777215.00, 25, 15794
58, 5116266.00, 6250694.00, 8398057.00, 5088933.00, 6606009.00, 16777215.00, 25, 16157
59, 5122200.00, 6254998.00, 8398090.00, 5087693.00, 6615923.00, 16777215.00, 25, 16430
60, 5118329.00, 6246490.00, 8398028.00, 5069463.00, 6594849.00, 16777215.00, 25, 16793
61, 5115351.00, 6246112.00, 8397995.00, 5062782.00, 6576749.00, 16777215.00, 25, 17065
62, 5109413.00, 6237715.00, 8397977.00, 5042829.00, 6575797.00, 16777215.00, 25, 17337
BASELINE Time: 10:55:40
RECORDING Time: 10:55:48
1, 5110005.00, 6238770.00, 8397994.00, 5053323.00, 6584866.00, 16777215.00, 25, 0
2, 5110005.00, 6238770.00, 8397994.00, 5053323.00, 6584866.00, 16777215.00, 25, 0
3, 5113746.00, 6246049.00, 8397930.00, 5086463.00, 6602970.00, 16777215.00, 25, 273
4, 5113746.00, 6246049.00, 8397930.00, 5086463.00, 6602970.00, 16777215.00, 25, 273
5, 5128999.00, 6270231.00, 8398109.00, 5200764.00, 6621113.00, 16777215.00, 25, 545
6, 5128999.00, 6270231.00, 8398109.00, 5200764.00, 6621113.00, 16777215.00, 25, 545
7, 5139910.00, 6286964.00, 8398010.00, 5185898.00, 6624868.00, 16777215.00, 25, 817
8, 5139910.00, 6286964.00, 8398010.00, 5185898.00, 6624868.00, 16777215.00, 25, 817
9, 5137201.00, 6304092.00, 8398012.00, 5153515.00, 6609801.00, 16777215.00, 25, 1180
10, 5137201.00, 6304092.00, 8398012.00, 5153515.00, 6609801.00, 16777215.00, 25, 1180
11, 5113019.00, 6319108.00, 8398141.00, 5369759.00, 6525589.00, 16777215.00, 25, 1453
12, 5113019.00, 6319108.00, 8398141.00, 5369759.00, 6525589.00, 16777215.00, 25, 1453
13, 5111433.00, 6321824.00, 8397990.00, 5425879.00, 6337535.00, 16777215.00, 25, 1816
14, 5111433.00, 6321824.00, 8397990.00, 5425879.00, 6337535.00, 16777215.00, 25, 1816
15, 5130485.00, 6348112.00, 8398057.00, 5513293.00, 4811271.00, 16777215.00, 25, 2088
16, 5130485.00, 6348112.00, 8398057.00, 5513293.00, 4811271.00, 16777215.00, 25, 2088
17, 5185683.00, 6387852.00, 8397943.00, 5595543.00, 0.00, 16777215.00, 25, 2451
18, 5185683.00, 6387852.00, 8397943.00, 5595543.00, 0.00, 16777215.00, 25, 2451
20, 5171369.00, 6366418.00, 8397945.00, 5599532.00, 0.00, 16777215.00, 25, 2814
20, 5171369.00, 6366418.00, 8397945.00, 5599532.00, 0.00, 16777215.00, 25, 2814
22, 5181253.00, 6382996.00, 8397973.00, 5650461.00, 0.00, 16777215.00, 25, 3177
22, 5181253.00, 6382996.00, 8397973.00, 5650461.00, 0.00, 16777215.00, 25, 3177
24, 5241597.00, 6399057.00, 8398094.00, 5743325.00, 0.00, 16777215.00, 25, 3540
24, 5241597.00, 6399057.00, 8398094.00, 5743325.00, 0.00, 16777215.00, 25, 3540
26, 5229309.00, 6394461.00, 8398030.00, 5354259.00, 0.00, 16777215.00, 25, 3903
26, 5229309.00, 6394461.00, 8398030.00, 5354259.00, 0.00, 16777215.00, 25, 3903
28, 5197114.00, 6456665.00, 8397954.00, 5325003.00, 0.00, 16777215.00, 25, 4266
28, 5197114.00, 6456665.00, 8397954.00, 5325003.00, 0.00, 16777215.00, 25, 4266
30, 5181523.00, 6460443.00, 8398137.00, 5323840.00, 0.00, 16777215.00, 25, 4630
30, 5181523.00, 6460443.00, 8398137.00, 5323840.00, 0.00, 16777215.00, 25, 4630
32, 5178702.00, 6463490.00, 8397945.00, 5336860.00, 0.00, 16777215.00, 25, 4811
32, 5178702.00, 6463490.00, 8397945.00, 5336860.00, 0.00, 16777215.00, 25, 4811
34, 5186386.00, 6474436.00, 8397991.00, 5348009.00, 0.00, 16777215.00, 25, 4993
34, 5186386.00, 6474436.00, 8397991.00, 5348009.00, 0.00, 16777215.00, 25, 4993
36, 5199223.00, 6483867.00, 8397967.00, 5347411.00, 0.00, 16777215.00, 25, 5265
36, 5199223.00, 6483867.00, 8397967.00, 5347411.00, 0.00, 16777215.00, 25, 5265
38, 5204743.00, 6481333.00, 8398083.00, 5359118.00, 0.00, 16777215.00, 25, 5447
38, 5204743.00, 6481333.00, 8398083.00, 5359118.00, 0.00, 16777215.00, 25, 5447
40, 5207565.00, 6457926.00, 8398041.00, 5297885.00, 0.00, 16777215.00, 25, 5628
40, 5207565.00, 6457926.00, 8398041.00, 5297885.00, 0.00, 16777215.00, 25, 5628
42, 5181118.00, 6438448.00, 8397978.00, 5304508.00, 0.00, 16777215.00, 25, 5991
42, 5181118.00, 6438448.00, 8397978.00, 5304508.00, 0.00, 16777215.00, 25, 5991
44, 5177463.00, 6420350.00, 8398060.00, 5292500.00, 0.00, 16777215.00, 25, 6264
44, 5177463.00, 6420350.00, 8398060.00, 5292500.00, 0.00, 16777215.00, 25, 6264
46, 5179801.00, 6417516.00, 8398077.00, 5280836.00, 0.00, 16777215.00, 25, 6627
46, 5179801.00, 6417516.00, 8398077.00, 5280836.00, 0.00, 16777215.00, 25, 6627
48, 5174584.00, 6402292.00, 8397995.00, 5267301.00, 0.00, 16777215.00, 25, 6990
48, 5174584.00, 6402292.00, 8397995.00, 5267301.00, 0.00, 16777215.00, 25, 6990
50, 5172124.00, 6400256.00, 8397947.00, 5264678.00, 0.00, 16777215.00, 25, 7262
50, 5172124.00, 6400256.00, 8397947.00, 5264678.00, 0.00, 16777215.00, 25, 7262
52, 5161958.00, 6395889.00, 8397933.00, 5258208.00, 0.00, 16777215.00, 25, 7534
52, 5161958.00, 6395889.00, 8397933.00, 5258208.00, 0.00, 16777215.00, 25, 7534
54, 5162223.00, 6395593.00, 8398060.00, 5263984.00, 0.00, 16777215.00, 25, 7897
54, 5162223.00, 6395593.00, 8398060.00, 5263984.00, 0.00, 16777215.00, 25, 7897
56, 5171562.00, 6405587.00, 8398052.00, 5274843.00, 0.00, 16777215.00, 25, 8261
56, 5171562.00, 6405587.00, 8398052.00, 5274843.00, 0.00, 16777215.00, 25, 8261
58, 5173973.00, 6407561.00, 8398068.00, 5269265.00, 0.00, 16777215.00, 25, 8624
58, 5173973.00, 6407561.00, 8398068.00, 5269265.00, 0.00, 16777215.00, 25, 8624
60, 5174941.00, 6409136.00, 8398007.00, 5272014.00, 0.00, 16777215.00, 25, 8896
60, 5174941.00, 6409136.00, 8398007.00, 5272014.00, 0.00, 16777215.00, 25, 8896
62, 5173557.00, 6407174.00, 8397924.00, 5265285.00, 0.00, 16777215.00, 25, 9259
62, 5173557.00, 6407174.00, 8397924.00, 5265285.00, 0.00, 16777215.00, 25, 9259
64, 5172188.00, 6404945.00, 8398008.00, 5263157.00, 0.00, 16777215.00, 25, 9531
64, 5172188.00, 6404945.00, 8398008.00, 5263157.00, 0.00, 16777215.00, 25, 9531
66, 5171692.00, 6404097.00, 8398114.00, 5261951.00, 0.00, 16777215.00, 25, 9713
66, 5171692.00, 6404097.00, 8398114.00, 5261951.00, 0.00, 16777215.00, 25, 9713
68, 5164670.00, 6391851.00, 8398079.00, 5227462.00, 0.00, 16777215.00, 25, 9985
68, 5164670.00, 6391851.00, 8398079.00, 5227462.00, 0.00, 16777215.00, 25, 9985
70, 5166769.00, 6387714.00, 8397947.00, 5218682.00, 0.00, 16777215.00, 25, 10258
70, 5166769.00, 6387714.00, 8397947.00, 5218682.00, 0.00, 16777215.00, 25, 10258
72, 5175420.00, 6400966.00, 8398125.00, 5209982.00, 0.00, 16777215.00, 25, 10439
72, 5175420.00, 6400966.00, 8398125.00, 5209982.00, 0.00, 16777215.00, 25, 10439
74, 5195038.00, 6438665.00, 8397979.00, 5236761.00, 0.00, 16777215.00, 25, 10802
74, 5195038.00, 6438665.00, 8397979.00, 5236761.00, 0.00, 16777215.00, 25, 10802
76, 5186233.00, 6449674.00, 8398005.00, 5473588.00, 0.00, 16777215.00, 25, 11165
76, 5186233.00, 6449674.00, 8398005.00, 5473588.00, 0.00, 16777215.00, 25, 11165
78, 5222626.00, 6482642.00, 8398071.00, 5439721.00, 6022579.00, 16777215.00, 25, 11528
78, 5222626.00, 6482642.00, 8398071.00, 5439721.00, 6022579.00, 16777215.00, 25, 11528
80, 5217445.00, 6407192.00, 8397958.00, 5401166.00, 5927122.00, 16777215.00, 25, 11891
80, 5217445.00, 6407192.00, 8397958.00, 5401166.00, 5927122.00, 16777215.00, 25, 11891
82, 5190508.00, 6399846.00, 8398103.00, 5345525.00, 5917792.00, 16777215.00, 25, 12527
82, 5190508.00, 6399846.00, 8398103.00, 5345525.00, 5917792.00, 16777215.00, 25, 12527
84, 5208753.00, 6399318.00, 8397995.00, 5331959.00, 5927407.00, 16777215.00, 25, 12799
84, 5208753.00, 6399318.00, 8397995.00, 5331959.00, 5927407.00, 16777215.00, 25, 12799
86, 5222484.00, 6409727.00, 8398007.00, 5282456.00, 5940308.00, 16777215.00, 25, 12981
86, 5222484.00, 6409727.00, 8398007.00, 5282456.00, 5940308.00, 16777215.00, 25, 12981
88, 5223593.00, 6413012.00, 8398080.00, 5243065.00, 5922063.00, 16777215.00, 25, 13162
88, 5223593.00, 6413012.00, 8398080.00, 5243065.00, 5922063.00, 16777215.00, 25, 13162
90, 5192228.00, 6376687.00, 8397882.00, 5086426.00, 5962047.00, 16777215.00, 25, 13435
90, 5192228.00, 6376687.00, 8397882.00, 5086426.00, 5962047.00, 16777215.00, 25, 13435
92, 5210883.00, 6400565.00, 8397974.00, 5222838.00, 5937139.00, 16777215.00, 25, 13707
92, 5210883.00, 6400565.00, 8397974.00, 5222838.00, 5937139.00, 16777215.00, 25, 13707
94, 5226278.00, 6433192.00, 8397955.00, 5302040.00, 5927925.00, 16777215.00, 25, 14070
94, 5226278.00, 6433192.00, 8397955.00, 5302040.00, 5927925.00, 16777215.00, 25, 14070
96, 5228859.00, 6404558.00, 8398075.00, 5206392.00, 5980687.00, 16777215.00, 25, 14433
96, 5228859.00, 6404558.00, 8398075.00, 5206392.00, 5980687.00, 16777215.00, 25, 14433
98, 5223088.00, 6399951.00, 8397924.00, 5201724.00, 5940930.00, 16777215.00, 25, 14796
98, 5223088.00, 6399951.00, 8397924.00, 5201724.00, 5940930.00, 16777215.00, 25, 14796
100, 5217780.00, 6398513.00, 8397950.00, 5168611.00, 5923033.00, 16777215.00, 25, 15159
100, 5217780.00, 6398513.00, 8397950.00, 5168611.00, 5923033.00, 16777215.00, 25, 15159
102, 5201016.00, 6375444.00, 8398099.00, 5111961.00, 5917447.00, 16777215.00, 25, 15432
102, 5201016.00, 6375444.00, 8398099.00, 5111961.00, 5917447.00, 16777215.00, 25, 15432
104, 5195142.00, 6371089.00, 8398016.00, 5136124.00, 5907953.00, 16777215.00, 25, 15704
104, 5195142.00, 6371089.00, 8398016.00, 5136124.00, 5907953.00, 16777215.00, 25, 15704
106, 5203912.00, 6391061.00, 8398028.00, 5191067.00, 5912028.00, 16777215.00, 25, 15976
106, 5203912.00, 6391061.00, 8398028.00, 5191067.00, 5912028.00, 16777215.00, 25, 15976
108, 5205923.00, 6386902.00, 8398010.00, 5152876.00, 5922081.00, 16777215.00, 25, 16248
108, 5205923.00, 6386902.00, 8398010.00, 5152876.00, 5922081.00, 16777215.00, 25, 16248
110, 5199999.00, 6378969.00, 8397975.00, 5122766.00, 5927519.00, 16777215.00, 25, 16430
110, 5199999.00, 6378969.00, 8397975.00, 5122766.00, 5927519.00, 16777215.00, 25, 16430
112, 5195594.00, 6373721.00, 8398078.00, 5100806.00, 5931409.00, 16777215.00, 25, 16611
112, 5195594.00, 6373721.00, 8398078.00, 5100806.00, 5931409.00, 16777215.00, 25, 16611
114, 5184771.00, 6357128.00, 8398021.00, 5045930.00, 5928864.00, 16777215.00, 25, 16884
114, 5184771.00, 6357128.00, 8398021.00, 5045930.00, 5928864.00, 16777215.00, 25, 16884
116, 5178738.00, 6349980.00, 8397989.00, 5041467.00, 5897636.00, 16777215.00, 25, 17065
116, 5178738.00, 6349980.00, 8397989.00, 5041467.00, 5897636.00, 16777215.00, 25, 17065
118, 5174441.00, 6348403.00, 8398138.00, 5034419.00, 5880826.00, 16777215.00, 25, 17247
118, 5174441.00, 6348403.00, 8398138.00, 5034419.00, 5880826.00, 16777215.00, 25, 17247
120, 5171081.00, 6346510.00, 8397964.00, 5041151.00, 5880228.00, 16777215.00, 25, 17519
120, 5171081.00, 6346510.00, 8397964.00, 5041151.00, 5880228.00, 16777215.00, 25, 17519
122, 5181716.00, 6355518.00, 8398044.00, 5074712.00, 5879982.00, 16777215.00, 25, 17882
122, 5181716.00, 6355518.00, 8398044.00, 5074712.00, 5879982.00, 16777215.00, 25, 17882
124, 5181860.00, 6359910.00, 8398012.00, 5078183.00, 5856887.00, 16777215.00, 25, 18245
124, 5181860.00, 6359910.00, 8398012.00, 5078183.00, 5856887.00, 16777215.00, 25, 18245
126, 5175039.00, 6358868.00, 8398070.00, 5090772.00, 5855034.00, 16777215.00, 25, 18608
126, 5175039.00, 6358868.00, 8398070.00, 5090772.00, 5855034.00, 16777215.00, 25, 18608
128, 5176733.00, 6364504.00, 8397949.00, 5112944.00, 5870684.00, 16777215.00, 25, 18971
128, 5176733.00, 6364504.00, 8397949.00, 5112944.00, 5870684.00, 16777215.00, 25, 18971
130, 5183470.00, 6370043.00, 8398058.00, 5127511.00, 5878241.00, 16777215.00, 25, 19153
130, 5183470.00, 6370043.00, 8398058.00, 5127511.00, 5878241.00, 16777215.00, 25, 19153
132, 5182126.00, 6367584.00, 8397987.00, 5117842.00, 5882482.00, 16777215.00, 25, 19335
132, 5182126.00, 6367584.00, 8397987.00, 5117842.00, 5882482.00, 16777215.00, 25, 19335
134, 5184156.00, 6370766.00, 8397932.00, 5130526.00, 6034149.00, 16777215.00, 25, 19607
134, 5184156.00, 6370766.00, 8397932.00, 5130526.00, 6034149.00, 16777215.00, 25, 19607
136, 5181954.00, 6367901.00, 8398029.00, 5113465.00, 7485698.00, 16777215.00, 25, 19788
136, 5181954.00, 6367901.00, 8398029.00, 5113465.00, 7485698.00, 16777215.00, 25, 19788
138, 5177637.00, 6365152.00, 8398009.00, 5116710.00, 7460757.00, 16777215.00, 25, 20061
138, 5177637.00, 6365152.00, 8398009.00, 5116710.00, 7460757.00, 16777215.00, 25, 20061
140, 5181516.00, 6371201.00, 8398091.00, 5166124.00, 7437411.00, 16777215.00, 25, 20424
140, 5181516.00, 6371201.00, 8398091.00, 5166124.00, 7437411.00, 16777215.00, 25, 20424
142, 5185049.00, 6376777.00, 8398132.00, 5191172.00, 7419116.00, 16777215.00, 25, 20696
142, 5185049.00, 6376777.00, 8398132.00, 5191172.00, 7419116.00, 16777215.00, 25, 20696
144, 5181487.00, 6371372.00, 8398063.00, 5163224.00, 7436380.00, 16777215.00, 25, 21059
144, 5181487.00, 6371372.00, 8398063.00, 5163224.00, 7436380.00, 16777215.00, 25, 21059
146, 5186310.00, 6374402.00, 8398135.00, 5174846.00, 7438032.00, 16777215.00, 25, 21331
RECORDING Time: 10:56:9
