Date: 27.3.2020 , In use by: Mena
Daytime: 11:4:19, Temperature: 24°C
ID, strain1, strain2, strain3, temp [°C], runtime [ms]
51, 5799606.00, 6850767.00, 2830364.00, 24, 5044
52, 5695603.00, 6571963.00, 3151534.00, 24, 5147
53, 5557166.00, 6198879.00, 3652694.00, 24, 5250
54, 5440206.00, 5770796.00, 4232276.00, 24, 5353
55, 5316103.00, 5365551.00, 4813686.00, 24, 5456
56, 5209113.00, 5036751.00, 5280568.00, 24, 5559
57, 5123544.00, 4833313.00, 5569477.00, 24, 5662
58, 5072028.00, 4677451.00, 5718033.00, 24, 5765
59, 5056118.00, 4587844.00, 5742743.00, 24, 5868
60, 5056850.00, 4582197.00, 5691313.00, 24, 5970
61, 5064232.00, 4608713.00, 5618704.00, 24, 6073
62, 5068741.00, 4602450.00, 5623954.00, 24, 6176
63, 5064121.00, 4619262.00, 5567167.00, 24, 6279
64, 5055923.00, 4710501.00, 5412969.00, 24, 6382
65, 5074477.00, 4896603.00, 5189494.00, 24, 6485
66, 5145803.00, 5160495.00, 4891160.00, 24, 6588
67, 5258958.00, 5481437.00, 4500802.00, 24, 6691
68, 5350945.00, 5826657.00, 4050384.00, 24, 6794
69, 5394107.00, 6110269.00, 3620922.00, 24, 6897
70, 5462478.00, 6406288.00, 3198050.00, 24, 7000
71, 5599205.00, 6845709.00, 2686189.00, 24, 7103
72, 5708798.00, 7306429.00, 2164894.00, 24, 7206
73, 5742846.00, 7538688.00, 1798914.00, 24, 7309
74, 5749658.00, 7582578.00, 1706658.00, 24, 7412
75, 5758991.00, 7502254.00, 2029646.00, 24, 7515
76, 5788394.00, 7368648.00, 2231686.00, 24, 7617
77, 5780022.00, 7276149.00, 2262799.00, 24, 7720
78, 5762795.00, 7215973.00, 2364391.00, 24, 7823
79, 5739277.00, 7001429.00, 2732144.00, 24, 7926
80, 5672008.00, 6627091.00, 3225506.00, 24, 8029
81, 5556731.00, 6201908.00, 3678713.00, 24, 8132
82, 5442421.00, 5832829.00, 4114715.00, 24, 8235
83, 5295539.00, 5451446.00, 4665651.00, 24, 8338
84, 5161164.00, 5057227.00, 5181697.00, 24, 8441
85, 5072883.00, 4770528.00, 5565448.00, 24, 8544
86, 5015734.00, 4602174.00, 5729735.00, 24, 8647
87, 4981303.00, 4541343.00, 5738171.00, 24, 8750
88, 4967535.00, 4456391.00, 5775993.00, 24, 8853
89, 4963464.00, 4456809.00, 5797316.00, 24, 8956
90, 4957308.00, 4479454.00, 5723676.00, 24, 9059
91, 4952064.00, 4503634.00, 5675749.00, 24, 9161
92, 4956069.00, 4576787.00, 5552504.00, 24, 9264
93, 5006810.00, 4810784.00, 5226027.00, 24, 9367
94, 5146547.00, 5215370.00, 4711594.00, 24, 9470
95, 5301182.00, 5631540.00, 4209103.00, 24, 9573
96, 5375329.00, 5967840.00, 3758133.00, 24, 9676
97, 5429879.00, 6215740.00, 3405479.00, 24, 9779
98, 5559195.00, 6601439.00, 2954710.00, 24, 9882
99, 5699877.00, 7108712.00, 2378287.00, 24, 9985
100, 5771666.00, 7518063.00, 1796761.00, 24, 10088
101, 5800938.00, 7626564.00, 1530729.00, 24, 10191
102, 5839337.00, 7645583.00, 1535138.00, 24, 10294
103, 5879065.00, 7585427.00, 1669882.00, 24, 10397
104, 5872714.00, 7451317.00, 2095989.00, 24, 10500
105, 5822378.00, 7280284.00, 2308926.00, 24, 10603
106, 5780655.00, 7015439.00, 2672464.00, 24, 10706
107, 5688307.00, 6670994.00, 3107595.00, 24, 10809
108, 5563388.00, 6258219.00, 3588976.00, 24, 10911
109, 5429802.00, 5843268.00, 4100702.00, 24, 11014
110, 5247057.00, 5427002.00, 4696550.00, 24, 11117
111, 5108424.00, 5030625.00, 5205023.00, 24, 11220
112, 5019207.00, 4755424.00, 5562737.00, 24, 11323
113, 4953506.00, 4551218.00, 5834452.00, 24, 11426
114, 4930425.00, 4414122.00, 5978140.00, 24, 11529
115, 4943336.00, 4405621.00, 5996269.00, 24, 11632
116, 4976417.00, 4495272.00, 5937070.00, 24, 11735
117, 5006775.00, 4667537.00, 5782715.00, 24, 11838
118, 5067489.00, 4940234.00, 5045404.00, 24, 11941
119, 5190096.00, 5285630.00, 4602433.00, 24, 12044
120, 5311015.00, 5646551.00, 4140050.00, 24, 12147
121, 5403142.00, 5979465.00, 3708435.00, 24, 12250
122, 5478533.00, 6277593.00, 3314596.00, 24, 12353
123, 5588219.00, 6662465.00, 2848747.00, 24, 12456
124, 5687744.00, 7062938.00, 2388406.00, 24, 12559
125, 5788525.00, 7368623.00, 2032418.00, 24, 12661
126, 5855754.00, 7596206.00, 1809861.00, 24, 12764
127, 5874940.00, 7672451.00, 1770308.00, 24, 12867
128, 5899880.00, 7419628.00, 2155224.00, 24, 12970
129, 5880526.00, 7096871.00, 2611848.00, 24, 13073
130, 5841902.00, 6960260.00, 2755622.00, 24, 13176
131, 5795158.00, 6864253.00, 2765515.00, 24, 13279
132, 5706908.00, 6612929.00, 3404310.00, 24, 13382
133, 5592473.00, 6223101.00, 3872344.00, 24, 13485
134, 5470821.00, 5846387.00, 4380748.00, 24, 13588
135, 5306031.00, 5456244.00, 4932245.00, 24, 13691
136, 5186635.00, 5100550.00, 5322109.00, 24, 13794
137, 5125297.00, 4881522.00, 5529305.00, 24, 13897
138, 5087720.00, 4749337.00, 5621340.00, 24, 14000
139, 5069160.00, 4673835.00, 5634845.00, 24, 14103
140, 5068625.00, 4679285.00, 5590990.00, 24, 14206
141, 5071893.00, 4726531.00, 5548841.00, 24, 14309
142, 5071253.00, 4690994.00, 5549619.00, 24, 14411
143, 5060960.00, 4639772.00, 5617644.00, 24, 14514
144, 5038956.00, 4614197.00, 5666829.00, 24, 14617
145, 5022053.00, 4591341.00, 5644101.00, 24, 14720
146, 5006859.00, 4548597.00, 5606561.00, 24, 14823
147, 5001585.00, 4529480.00, 5542636.00, 24, 14926
148, 5005385.00, 4545091.00, 5460727.00, 24, 15029
149, 5008543.00, 4575083.00, 5392080.00, 24, 15132
150, 5000358.00, 4619108.00, 5312057.00, 24, 15235
151, 4982996.00, 4680108.00, 5203557.00, 24, 15338
152, 4973031.00, 4716670.00, 5144483.00, 24, 15441
153, 4974773.00, 4726747.00, 5123842.00, 24, 15544
154, 4988901.00, 4729380.00, 5117599.00, 24, 15647
155, 4997577.00, 4724685.00, 5129863.00, 24, 15750
156, 4955754.00, 4726449.00, 5123511.00, 24, 15853
157, 4889402.00, 4727661.00, 5104180.00, 24, 15956
158, 4859824.00, 4727245.00, 5114155.00, 24, 16058
159, 4824792.00, 4723689.00, 5138192.00, 24, 16161
RECORDING Time: 11:4:56
BASELINE Time: 11:4:58
1, 4948252.00, 4762843.00, 5117862.00, 24, 0
2, 4969427.00, 4757350.00, 5137774.00, 24, 0
3, 5004709.00, 4780971.00, 5082480.00, 24, 103
4, 5037121.00, 4800987.00, 5051722.00, 24, 206
5, 5059991.00, 4807483.00, 5044503.00, 24, 309
6, 5073385.00, 4808749.00, 5058250.00, 24, 412
7, 5077825.00, 4801402.00, 5049388.00, 24, 515
8, 5072597.00, 4796774.00, 5027192.00, 24, 617
9, 5081029.00, 4810189.00, 4994470.00, 24, 720
10, 5101651.00, 4836925.00, 4964460.00, 24, 823
11, 5121798.00, 4877241.00, 4964490.00, 24, 926
12, 5132308.00, 4875612.00, 4989036.00, 24, 1029
13, 5133973.00, 4888880.00, 4988993.00, 24, 1132
14, 5135838.00, 4907542.00, 4969030.00, 24, 1235
15, 5142407.00, 4917150.00, 4980004.00, 24, 1338
16, 5144690.00, 4916558.00, 5034076.00, 24, 1441
17, 5137915.00, 4920060.00, 5071406.00, 24, 1544
18, 5127844.00, 4926790.00, 5065859.00, 24, 1647
19, 5119313.00, 4922269.00, 5059727.00, 24, 1750
20, 5110733.00, 4909932.00, 5083020.00, 24, 1853
21, 5101544.00, 4901057.00, 5084282.00, 24, 1956
22, 5095229.00, 4902149.00, 5076520.00, 24, 2059
23, 5095413.00, 4900438.00, 5088866.00, 24, 2162
24, 5100323.00, 4885851.00, 5132703.00, 24, 2265
25, 5107138.00, 4865989.00, 5181394.00, 24, 2368
26, 5109693.00, 4862655.00, 5182979.00, 24, 2470
27, 5110454.00, 4872001.00, 5157676.00, 24, 2573
28, 5111474.00, 4881922.00, 5133346.00, 24, 2676
29, 5113233.00, 4891051.00, 5117059.00, 24, 2779
30, 5114177.00, 4893006.00, 5140888.00, 24, 2882
31, 5107814.00, 4884190.00, 5203908.00, 24, 2985
32, 5103870.00, 4888886.00, 5192582.00, 24, 3088
33, 5101990.00, 4898110.00, 5141107.00, 24, 3191
34, 5086400.00, 4886658.00, 5010351.00, 24, 3294
35, 5063355.00, 4857324.00, 4956488.00, 24, 3397
36, 5053467.00, 4827585.00, 4924010.00, 24, 3500
37, 5061161.00, 4874792.00, 4822296.00, 24, 3603
38, 5078153.00, 4944251.00, 4690836.00, 24, 3706
39, 5098249.00, 4954812.00, 4682617.00, 24, 3809
40, 5109966.00, 4957379.00, 4707003.00, 24, 3912
41, 5113867.00, 4964264.00, 4699143.00, 24, 4015
42, 5122683.00, 4970270.00, 4697199.00, 24, 4117
43, 5136021.00, 4989019.00, 4684846.00, 24, 4220
44, 5128636.00, 4992995.00, 4678098.00, 24, 4323
BASELINE Time: 11:5:2
