Date: 27.3.2020 , In use by: Mena
Daytime: 10:59:44, Temperature: 24°C
ID, strain1, strain2, strain3, temp [°C], runtime [ms]
BASELINE Time: 10:59:49
1, 5989110.00, 6076145.00, 5179085.00, 24, 0
2, 5999014.00, 6065984.00, 5171345.00, 24, 0
3, 5997520.00, 6060806.00, 5172323.00, 24, 103
4, 5967692.00, 6059452.00, 5298527.00, 24, 206
5, 5778370.00, 6060791.00, 5454130.00, 24, 309
6, 5700818.00, 6065485.00, 5472658.00, 24, 412
7, 5782257.00, 6065083.00, 5495617.00, 24, 515
8, 5785422.00, 6063126.00, 5515225.00, 24, 618
9, 5620910.00, 6064784.00, 5546726.00, 24, 721
10, 5545403.00, 6065722.00, 5562340.00, 24, 824
11, 5572718.00, 6064521.00, 5545434.00, 24, 927
12, 5578903.00, 6064653.00, 5525395.00, 24, 1030
13, 5579559.00, 6065858.00, 5520713.00, 24, 1133
14, 5580813.00, 6065690.00, 5510021.00, 24, 1236
15, 5685787.00, 6063196.00, 5506793.00, 24, 1339
16, 5794412.00, 6059890.00, 5528359.00, 24, 1442
17, 5826863.00, 6059408.00, 5548052.00, 24, 1545
18, 5815201.00, 6061996.00, 5536710.00, 24, 1648
19, 5785856.00, 6063729.00, 5536520.00, 24, 1750
20, 5768315.00, 6064223.00, 5549508.00, 24, 1853
21, 5752248.00, 6062597.00, 5559316.00, 24, 1956
22, 5729092.00, 6063025.00, 5561879.00, 24, 2059
23, 5722791.00, 6060085.00, 5563844.00, 24, 2162
24, 5720089.00, 6056472.00, 5570828.00, 24, 2265
25, 5715304.00, 6055626.00, 5576095.00, 24, 2368
26, 5708087.00, 6055183.00, 5575035.00, 24, 2471
27, 5693904.00, 6054533.00, 5565459.00, 24, 2574
28, 5692703.00, 6051628.00, 5546587.00, 24, 2677
29, 5696001.00, 6051249.00, 5544594.00, 24, 2780
30, 5698875.00, 6053528.00, 5545132.00, 24, 2883
31, 5700349.00, 6053573.00, 5549422.00, 24, 2986
32, 5700835.00, 6052520.00, 5542013.00, 24, 3089
33, 5704253.00, 6050838.00, 5539758.00, 24, 3192
34, 5708812.00, 6048426.00, 5548402.00, 24, 3295
35, 5712156.00, 6050467.00, 5546482.00, 24, 3398
36, 5711163.00, 6051378.00, 5542490.00, 24, 3500
37, 5708727.00, 6051131.00, 5539396.00, 24, 3603
38, 5708151.00, 6052292.00, 5535229.00, 24, 3706
