Date: 27.3.2020 , In use by: Mena
Daytime: 10:40:15, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
85, 0.00, 6475025.00, 8398001.00, 5903423.00, 5274107.00, 16777215.00, 25, 23308
86, 0.00, 6467262.00, 8397997.00, 5893095.00, 5271192.00, 16777215.00, 25, 23671
87, 0.00, 6467325.00, 8398027.00, 5889987.00, 5270002.00, 16777215.00, 25, 23943
88, 0.00, 6462755.00, 8398109.00, 5874446.00, 5269174.00, 16777215.00, 25, 24306
89, 0.00, 6462672.00, 8397987.00, 5869775.00, 5273341.00, 16777215.00, 25, 24578
90, 0.00, 6461620.00, 8397966.00, 5870580.00, 5266088.00, 16777215.00, 25, 24941
91, 0.00, 6460938.00, 8397978.00, 5870573.00, 5263729.00, 16777215.00, 25, 25213
92, 0.00, 6459199.00, 8397948.00, 5865383.00, 5263510.00, 16777215.00, 25, 25485
93, 0.00, 6448602.00, 8397973.00, 5834500.00, 5269334.00, 16777215.00, 25, 25848
94, 0.00, 6438164.00, 8398033.00, 5805874.00, 5278437.00, 16777215.00, 25, 26120
95, 0.00, 6440589.00, 8397990.00, 5741537.00, 5266105.00, 16777215.00, 25, 26392
96, 0.00, 6448184.00, 8398105.00, 5731555.00, 5288129.00, 16777215.00, 25, 26664
97, 0.00, 6463017.00, 8397980.00, 5721899.00, 5292522.00, 16777215.00, 25, 26846
98, 0.00, 6473466.00, 8397861.00, 5670236.00, 5291793.00, 16777215.00, 25, 27118
99, 0.00, 6495102.00, 8397937.00, 5742139.00, 5323803.00, 16777215.00, 25, 27390
100, 0.00, 6482809.00, 8398050.00, 5659282.00, 6572274.00, 16777215.00, 25, 27662
101, 0.00, 6446468.00, 8397952.00, 5565344.00, 9406050.00, 16777215.00, 25, 27934
RECORDING Time: 10:42:35
BASELINE Time: 10:42:43
1, 0.00, 6366432.00, 8397970.00, 5697767.00, 5326703.00, 16777215.00, 25, 0
2, 0.00, 6367186.00, 8397970.00, 5692136.00, 5278519.00, 16777215.00, 25, 0
3, 0.00, 6370354.00, 8398058.00, 5690614.00, 7155683.00, 16777215.00, 25, 272
4, 0.00, 6366246.00, 8398054.00, 5665016.00, 15053031.00, 16777215.00, 25, 635
5, 0.00, 6367125.00, 8397990.00, 5698481.00, 8294236.00, 16777215.00, 25, 907
6, 0.00, 6373709.00, 8397996.00, 5705909.00, 5336788.00, 16777215.00, 25, 1088
7, 0.00, 6377558.00, 8397888.00, 5736158.00, 5230438.00, 16777215.00, 25, 1360
8, 0.00, 6389438.00, 8397941.00, 5793726.00, 5224922.00, 16777215.00, 25, 1632
9, 0.00, 6380189.00, 8398043.00, 5695690.00, 5203811.00, 16777215.00, 25, 1814
10, 0.00, 6318562.00, 8397980.00, 5560976.00, 5168416.00, 16777215.00, 25, 2086
11, 0.00, 6313888.00, 8398051.00, 5534648.00, 5127668.00, 16777215.00, 25, 2267
12, 0.00, 6365675.00, 8398062.00, 5637363.00, 5084954.00, 16777215.00, 25, 2448
13, 0.00, 6393920.00, 8398064.00, 5918999.00, 5093578.00, 16777215.00, 25, 2721
14, 0.00, 6389779.00, 8397953.00, 5911689.00, 5091890.00, 16777215.00, 25, 2992
15, 0.00, 6371845.00, 8397981.00, 5861411.00, 4813159.00, 16777215.00, 25, 3355
16, 0.00, 6370478.00, 8397912.00, 5858145.00, 4377233.00, 16777215.00, 25, 3627
17, 0.00, 6356406.00, 8398044.00, 5877008.00, 4513911.00, 16777215.00, 25, 4081
18, 0.00, 6365477.00, 8397963.00, 5877844.00, 4484339.00, 16777215.00, 25, 4443
19, 0.00, 6368173.00, 8398001.00, 5892009.00, 4335985.00, 16777215.00, 25, 4716
20, 0.00, 6392159.00, 8397998.00, 5910017.00, 3202813.00, 16777215.00, 25, 4988
21, 0.00, 6402294.00, 8397947.00, 5918795.00, 2834317.00, 16777215.00, 25, 5169
22, 0.00, 6403179.00, 8398046.00, 5904080.00, 3475455.00, 16777215.00, 25, 5441
23, 0.00, 6393940.00, 8397933.00, 5902655.00, 3589028.00, 16777215.00, 25, 5713
24, 0.00, 6382737.00, 8397936.00, 5894757.00, 3896314.00, 16777215.00, 25, 6076
25, 0.00, 6383369.00, 8397986.00, 5899734.00, 3841718.00, 16777215.00, 25, 6348
26, 0.00, 6384981.00, 8397988.00, 5900560.00, 3901339.00, 16777215.00, 25, 6620
27, 0.00, 6387591.00, 8397932.00, 5896223.00, 3859510.00, 16777215.00, 25, 6892
28, 0.00, 6388520.00, 8397920.00, 5907428.00, 3696768.00, 16777215.00, 25, 7164
29, 0.00, 6391905.00, 8398002.00, 5933940.00, 3922671.00, 16777215.00, 25, 7527
30, 0.00, 6395424.00, 8398015.00, 5930176.00, 4645421.00, 16777215.00, 25, 7799
31, 0.00, 6392369.00, 8397879.00, 5916266.00, 5451643.00, 16777215.00, 25, 7981
32, 0.00, 6393517.00, 8397956.00, 5896246.00, 5502923.00, 16777215.00, 25, 8253
33, 0.00, 6395466.00, 8397955.00, 5893558.00, 5654443.00, 16777215.00, 25, 8525
34, 0.00, 6378163.00, 8398021.00, 5817174.00, 5538398.00, 16777215.00, 25, 8797
35, 0.00, 6348526.00, 8398015.00, 5791613.00, 5586733.00, 16777215.00, 25, 9069
36, 0.00, 6349484.00, 8398027.00, 5782739.00, 5610591.00, 16777215.00, 25, 9250
37, 0.00, 6351358.00, 8397890.00, 5676290.00, 5653678.00, 16777215.00, 25, 9522
38, 0.00, 6376529.00, 8397957.00, 5672131.00, 5737524.00, 16777215.00, 25, 9704
39, 0.00, 6401787.00, 8397921.00, 5610254.00, 7099249.00, 16777215.00, 25, 9976
40, 0.00, 6381437.00, 8397958.00, 5557140.00, 5647275.00, 16777215.00, 25, 10248
BASELINE Time: 10:42:54
RECORDING Time: 10:42:57
1, 0.00, 6377315.00, 8397925.00, 5633893.00, 8939841.00, 16777215.00, 25, 0
2, 0.00, 6372316.00, 8398000.00, 5628257.00, 16777215.00, 16777215.00, 25, 0
3, 0.00, 6381629.00, 8397977.00, 5645882.00, 16777215.00, 16777215.00, 25, 273
4, 0.00, 6385759.00, 8398052.00, 5656099.00, 16777215.00, 16777215.00, 25, 454
5, 0.00, 6387289.00, 8397880.00, 5652285.00, 16777215.00, 16777215.00, 25, 726
6, 0.00, 6382319.00, 8397924.00, 5656637.00, 16777215.00, 16777215.00, 25, 907
7, 0.00, 6378980.00, 8397922.00, 5656279.00, 16777215.00, 16777215.00, 25, 1089
8, 0.00, 6371509.00, 8397970.00, 5662077.00, 16777215.00, 16777215.00, 25, 1361
9, 0.00, 6392974.00, 8398062.00, 5709394.00, 16777215.00, 16777215.00, 25, 1633
10, 0.00, 6409996.00, 8397964.00, 5860460.00, 16777215.00, 16777215.00, 25, 1996
11, 0.00, 6386564.00, 8398028.00, 6034267.00, 16777215.00, 16777215.00, 25, 2358
12, 0.00, 6400061.00, 8398144.00, 6048566.00, 16777215.00, 16777215.00, 25, 2721
13, 0.00, 6425576.00, 8397974.00, 6049570.00, 16777215.00, 16777215.00, 25, 2993
14, 0.00, 6431953.00, 8397984.00, 6016183.00, 4626747.00, 16777215.00, 25, 3356
15, 0.00, 6431825.00, 8398027.00, 6036347.00, 3272849.00, 16777215.00, 25, 3628
16, 0.00, 6437182.00, 8397954.00, 6021171.00, 1091254.00, 16777215.00, 25, 3900
17, 0.00, 6426737.00, 8397964.00, 5925630.00, 11018662.00, 16777215.00, 25, 4172
18, 0.00, 6408889.00, 8397956.00, 5798985.00, 16777215.00, 16777215.00, 25, 4444
19, 0.00, 6441626.00, 8398054.00, 5818420.00, 16777215.00, 16777215.00, 25, 4807
20, 0.00, 6429379.00, 8398006.00, 5809381.00, 16777215.00, 16777215.00, 25, 5079
21, 0.00, 6372876.00, 8397961.00, 5814666.00, 16777215.00, 16777215.00, 25, 5441
22, 0.00, 6339539.00, 8398001.00, 5826236.00, 16777215.00, 16777215.00, 25, 5713
23, 0.00, 6341810.00, 8398031.00, 5811441.00, 16777215.00, 16777215.00, 25, 5895
24, 0.00, 6353249.00, 8397865.00, 5787780.00, 16777215.00, 16777215.00, 25, 6167
25, 0.00, 6366549.00, 8398018.00, 5892544.00, 15902782.00, 16777215.00, 25, 6439
26, 0.00, 6379351.00, 8397983.00, 5891225.00, 16777215.00, 16777215.00, 25, 6620
27, 0.00, 6419233.00, 8398051.00, 5909013.00, 16777215.00, 16777215.00, 25, 6892
28, 0.00, 6474537.00, 8398059.00, 5869663.00, 16777215.00, 16777215.00, 25, 7164
29, 0.00, 6438872.00, 8397867.00, 5875348.00, 16777215.00, 16777215.00, 25, 7527
30, 0.00, 6402180.00, 8397964.00, 5871728.00, 16777215.00, 16777215.00, 25, 7890
31, 0.00, 6385109.00, 8397946.00, 5872484.00, 16777215.00, 16777215.00, 25, 8252
32, 0.00, 6392300.00, 8398007.00, 5843881.00, 16777215.00, 16777215.00, 25, 8434
33, 0.00, 6391928.00, 8398024.00, 5823888.00, 16777215.00, 16777215.00, 25, 8706
34, 0.00, 6384476.00, 8397937.00, 5800973.00, 16777215.00, 16777215.00, 25, 8978
35, 0.00, 6380687.00, 8398095.00, 5794329.00, 16777215.00, 16777215.00, 25, 9250
36, 0.00, 6378082.00, 8397923.00, 5784344.00, 16777215.00, 16777215.00, 25, 9613
37, 0.00, 6372231.00, 8397985.00, 5777832.00, 16777215.00, 16777215.00, 25, 9975
38, 0.00, 6370148.00, 8397992.00, 5782187.00, 16777215.00, 16777215.00, 25, 10338
39, 0.00, 6370777.00, 8397964.00, 5782041.00, 16777215.00, 16777215.00, 25, 10610
40, 0.00, 6371012.00, 8398019.00, 5781491.00, 16777215.00, 16777215.00, 25, 10882
41, 0.00, 6370460.00, 8397964.00, 5773957.00, 16777215.00, 16777215.00, 25, 11154
42, 0.00, 6365595.00, 8398021.00, 5763934.00, 16777215.00, 16777215.00, 25, 11427
43, 0.00, 6361312.00, 8397883.00, 5764823.00, 16777215.00, 16777215.00, 25, 11699
44, 0.00, 6363962.00, 8398080.00, 5768368.00, 16777215.00, 16777215.00, 25, 11880
45, 0.00, 6364467.00, 8398060.00, 5761105.00, 16777215.00, 16777215.00, 25, 12061
46, 0.00, 6363672.00, 8398023.00, 5765314.00, 16777215.00, 16777215.00, 25, 12334
47, 0.00, 6364417.00, 8398120.00, 5761807.00, 16777215.00, 16777215.00, 25, 12515
48, 0.00, 6363575.00, 8397976.00, 5752568.00, 16777215.00, 16777215.00, 25, 12696
49, 0.00, 6363713.00, 8397984.00, 5754356.00, 16777215.00, 16777215.00, 25, 12968
50, 0.00, 6366268.00, 8397960.00, 5753500.00, 16777215.00, 16777215.00, 25, 13331
51, 0.00, 6367634.00, 8398015.00, 5758768.00, 16777215.00, 16777215.00, 25, 13694
52, 0.00, 6366441.00, 8398127.00, 5756802.00, 16777215.00, 16777215.00, 25, 14057
53, 0.00, 6362647.00, 8398088.00, 5748906.00, 16777215.00, 16777215.00, 25, 14419
54, 0.00, 6354357.00, 8397948.00, 6728773.00, 16777215.00, 16777215.00, 25, 14782
55, 0.00, 6353402.00, 8397991.00, 5736793.00, 16777215.00, 16777215.00, 25, 15145
56, 0.00, 6350462.00, 8397928.00, 5731325.00, 16777215.00, 16777215.00, 25, 15417
57, 0.00, 6354424.00, 8397986.00, 5742537.00, 16777215.00, 16777215.00, 25, 15689
58, 0.00, 6356048.00, 8398015.00, 5744486.00, 16777215.00, 16777215.00, 25, 15870
59, 0.00, 6356387.00, 8398067.00, 5746891.00, 16777215.00, 16777215.00, 25, 16052
60, 0.00, 6360075.00, 8398033.00, 5753506.00, 16777215.00, 16777215.00, 25, 16233
61, 0.00, 6364391.00, 8398003.00, 5764842.00, 16777215.00, 16777215.00, 25, 16505
62, 0.00, 6370423.00, 8398045.00, 5778635.00, 16777215.00, 16777215.00, 25, 16686
63, 0.00, 6369234.00, 8397905.00, 5776881.00, 16777215.00, 16777215.00, 25, 16868
64, 0.00, 6371002.00, 8397966.00, 5785000.00, 16777215.00, 16777215.00, 25, 17230
65, 0.00, 6369278.00, 8397959.00, 5791576.00, 16777215.00, 16777215.00, 25, 17503
66, 0.00, 6377341.00, 8397925.00, 5803502.00, 16777215.00, 16777215.00, 25, 17865
67, 0.00, 6374440.00, 8398010.00, 5794809.00, 16777215.00, 16777215.00, 25, 18137
68, 0.00, 6368398.00, 8397911.00, 5786057.00, 16777215.00, 16777215.00, 25, 18410
69, 0.00, 6363437.00, 8397789.00, 5782387.00, 16777215.00, 16777215.00, 25, 18591
70, 0.00, 6361597.00, 8397946.00, 5787384.00, 16777215.00, 16777215.00, 25, 18772
71, 0.00, 6360669.00, 8397988.00, 5794762.00, 16777215.00, 16777215.00, 25, 18954
72, 0.00, 6357665.00, 8397963.00, 5780427.00, 16777215.00, 16777215.00, 25, 19226
73, 0.00, 6355434.00, 8398171.00, 5767538.00, 16777215.00, 16777215.00, 25, 19498
74, 0.00, 6376460.00, 8398064.00, 5782210.00, 16777215.00, 16777215.00, 25, 19861
75, 0.00, 6431124.00, 8397990.00, 5821555.00, 16777215.00, 16777215.00, 25, 20133
76, 0.00, 6472864.00, 8398133.00, 5944373.00, 16777215.00, 16777215.00, 25, 20495
77, 0.00, 6475597.00, 8397873.00, 5944720.00, 16777215.00, 16777215.00, 25, 20768
78, 0.00, 6476163.00, 8397996.00, 5876982.00, 16777215.00, 16777215.00, 25, 20949
79, 0.00, 6439313.00, 8397982.00, 5926858.00, 16777215.00, 16777215.00, 25, 21312
80, 0.00, 6502910.00, 8397912.00, 5935419.00, 16777215.00, 16777215.00, 25, 21674
81, 0.00, 6497292.00, 8397950.00, 5882055.00, 16777215.00, 16777215.00, 25, 22037
82, 0.00, 6476931.00, 8397928.00, 5837178.00, 16777215.00, 16777215.00, 25, 22309
83, 0.00, 6463546.00, 8398008.00, 5812044.00, 16777215.00, 16777215.00, 25, 22581
84, 0.00, 6476114.00, 8398005.00, 5710002.00, 16777215.00, 16777215.00, 25, 22853
85, 0.00, 6513006.00, 8397886.00, 5821776.00, 16777215.00, 16777215.00, 25, 23035
86, 0.00, 6494638.00, 8398002.00, 5881989.00, 16777215.00, 16777215.00, 25, 23307
87, 0.00, 6481300.00, 8397997.00, 5904498.00, 16777215.00, 16777215.00, 25, 23488
88, 0.00, 6462923.00, 8398049.00, 5919873.00, 16777215.00, 16777215.00, 25, 23670
89, 0.00, 6441616.00, 8397908.00, 5871724.00, 16777215.00, 16777215.00, 25, 23942
90, 0.00, 6429698.00, 8397845.00, 5789035.00, 16777215.00, 16777215.00, 25, 24214
91, 0.00, 6426929.00, 8397916.00, 5704041.00, 16777215.00, 16777215.00, 25, 24395
92, 0.00, 6407781.00, 8397933.00, 5598742.00, 16777215.00, 16777215.00, 25, 24667
93, 0.00, 6407381.00, 8397980.00, 5605418.00, 16777215.00, 16777215.00, 25, 25030
94, 0.00, 6409476.00, 8397902.00, 5623204.00, 16777215.00, 16777215.00, 25, 25483
95, 0.00, 6413670.00, 8397883.00, 5643163.00, 16777215.00, 16777215.00, 25, 25755
96, 0.00, 6417151.00, 8398025.00, 5657567.00, 16777215.00, 16777215.00, 25, 26027
97, 0.00, 6425059.00, 8397889.00, 5658761.00, 16777215.00, 16777215.00, 25, 26299
98, 0.00, 6409557.00, 8397962.00, 5613449.00, 16777215.00, 16777215.00, 25, 26662
99, 0.00, 6406582.00, 8397902.00, 5621937.00, 16777215.00, 16777215.00, 25, 26934
100, 0.00, 6412208.00, 8397973.00, 5633702.00, 16777215.00, 16777215.00, 25, 27297
101, 0.00, 6407714.00, 8397874.00, 5629111.00, 16777215.00, 16777215.00, 25, 27569
102, 0.00, 6414831.00, 8397975.00, 5611953.00, 16777215.00, 16777215.00, 25, 27841
RECORDING Time: 10:43:26
BASELINE Time: 10:43:30
1, 0.00, 6400189.00, 8397941.00, 5594717.00, 4542275.00, 16777215.00, 25, 0
2, 0.00, 6400441.00, 8398006.00, 5611198.00, 4551152.00, 16777215.00, 25, 0
3, 0.00, 6410981.00, 8398076.00, 5640042.00, 4560653.00, 16777215.00, 25, 362
4, 0.00, 6420356.00, 8397902.00, 5669830.00, 4561170.00, 16777215.00, 25, 634
5, 0.00, 6430572.00, 8398038.00, 5676756.00, 4575636.00, 16777215.00, 25, 906
6, 0.00, 6430088.00, 8398031.00, 5656683.00, 4539813.00, 16777215.00, 25, 1178
7, 0.00, 6407113.00, 8397961.00, 5600715.00, 4472053.00, 16777215.00, 25, 1450
8, 0.00, 6397467.00, 8397947.00, 5665478.00, 4430992.00, 16777215.00, 25, 1723
9, 0.00, 6378677.00, 8398008.00, 5746401.00, 4414258.00, 16777215.00, 25, 1995
10, 0.00, 6362682.00, 8397976.00, 5789727.00, 4401101.00, 16777215.00, 25, 2357
11, 0.00, 6356894.00, 8397878.00, 5829926.00, 4408942.00, 16777215.00, 25, 2629
12, 0.00, 6348121.00, 8398009.00, 5839838.00, 4402444.00, 16777215.00, 25, 2992
13, 0.00, 6351227.00, 8397980.00, 5850012.00, 4411821.00, 16777215.00, 25, 3264
14, 0.00, 6345432.00, 8397871.00, 5867637.00, 4392909.00, 16777215.00, 25, 3446
15, 0.00, 6339499.00, 8398099.00, 5901359.00, 4380288.00, 16777215.00, 25, 3718
16, 0.00, 6339635.00, 8398016.00, 5908438.00, 4397357.00, 16777215.00, 25, 3990
17, 0.00, 6343541.00, 8397946.00, 5903484.00, 4396482.00, 16777215.00, 25, 4352
18, 0.00, 6338889.00, 8397995.00, 5886401.00, 4392018.00, 16777215.00, 25, 4715
19, 0.00, 6333662.00, 8397994.00, 5873349.00, 4385152.00, 16777215.00, 25, 5078
20, 0.00, 6333306.00, 8397930.00, 5877491.00, 4402330.00, 16777215.00, 25, 5441
21, 0.00, 6340447.00, 8397970.00, 5901111.00, 4381305.00, 16777215.00, 25, 5803
22, 0.00, 6342893.00, 8398074.00, 5891574.00, 4391830.00, 16777215.00, 25, 6075
23, 0.00, 6342302.00, 8398019.00, 5918943.00, 4384044.00, 16777215.00, 25, 6438
24, 0.00, 6333978.00, 8397979.00, 5952233.00, 4364731.00, 16777215.00, 25, 6710
25, 0.00, 6324226.00, 8398082.00, 5941291.00, 4374025.00, 16777215.00, 25, 7073
26, 0.00, 6319097.00, 8397908.00, 5938082.00, 4379910.00, 16777215.00, 25, 7345
27, 0.00, 6327769.00, 8398020.00, 5962071.00, 4379774.00, 16777215.00, 25, 7526
28, 0.00, 6334980.00, 8398010.00, 5961037.00, 4385923.00, 16777215.00, 25, 7798
29, 0.00, 6335802.00, 8397953.00, 5961295.00, 4364699.00, 16777215.00, 25, 7979
30, 0.00, 6329782.00, 8398019.00, 5948472.00, 4356017.00, 16777215.00, 25, 8161
31, 0.00, 6327495.00, 8398017.00, 5944797.00, 4365818.00, 16777215.00, 25, 8251
32, 0.00, 6327325.00, 8397963.00, 5943470.00, 4381370.00, 16777215.00, 25, 8433
33, 0.00, 6327542.00, 8397932.00, 5949393.00, 4377552.00, 16777215.00, 25, 8614
34, 0.00, 6327643.00, 8398028.00, 5958694.00, 4361690.00, 16777215.00, 25, 8886
35, 0.00, 6329438.00, 8397968.00, 5963715.00, 4366754.00, 16777215.00, 25, 9158
36, 0.00, 6330357.00, 8398006.00, 5970939.00, 4358813.00, 16777215.00, 25, 9430
37, 0.00, 6324122.00, 8398009.00, 5929498.00, 4362577.00, 16777215.00, 25, 9793
38, 0.00, 6305272.00, 8397896.00, 5823158.00, 4288150.00, 16777215.00, 25, 10156
39, 0.00, 6283257.00, 8398095.00, 5821394.00, 4285121.00, 16777215.00, 25, 10609
40, 0.00, 6296801.00, 8398005.00, 5797598.00, 4311275.00, 16777215.00, 25, 10790
41, 0.00, 6307085.00, 8398072.00, 5707014.00, 4301792.00, 16777215.00, 25, 10971
42, 0.00, 6343791.00, 8397880.00, 5588346.00, 4363370.00, 16777215.00, 25, 11243
43, 0.00, 6399492.00, 8397943.00, 5595044.00, 4399618.00, 16777215.00, 25, 11515
44, 0.00, 6409074.00, 8397950.00, 5628488.00, 4376468.00, 16777215.00, 25, 11697
45, 0.00, 6391625.00, 8398004.00, 5708190.00, 4341966.00, 16777215.00, 25, 11969
46, 0.00, 6382951.00, 8398056.00, 5706337.00, 4357777.00, 16777215.00, 25, 12241
47, 0.00, 6390105.00, 8397924.00, 5676344.00, 4376870.00, 16777215.00, 25, 12513
48, 0.00, 6374734.00, 8397938.00, 5608731.00, 4364421.00, 16777215.00, 25, 12785
49, 0.00, 6370435.00, 8397878.00, 5603302.00, 4352280.00, 16777215.00, 25, 13057
50, 0.00, 6367608.00, 8398080.00, 5597446.00, 4338009.00, 16777215.00, 25, 13329
51, 0.00, 6370507.00, 8397983.00, 5614454.00, 4349970.00, 16777215.00, 25, 13601
52, 0.00, 6381964.00, 8397968.00, 5657238.00, 4360735.00, 16777215.00, 25, 13964
53, 0.00, 6390686.00, 8398066.00, 5683958.00, 4367763.00, 16777215.00, 25, 14236
54, 0.00, 6395272.00, 8397998.00, 5700837.00, 4366962.00, 16777215.00, 25, 14418
55, 0.00, 6395812.00, 8397987.00, 5694904.00, 4375399.00, 16777215.00, 25, 14690
56, 0.00, 6389538.00, 8397908.00, 5676973.00, 4377542.00, 16777215.00, 25, 14962
57, 0.00, 6391458.00, 8398049.00, 5685515.00, 4382861.00, 16777215.00, 25, 15234
58, 0.00, 6395568.00, 8398092.00, 5693594.00, 4379463.00, 16777215.00, 25, 15506
59, 0.00, 6396129.00, 8397968.00, 5696254.00, 4376045.00, 16777215.00, 25, 15778
60, 0.00, 6395672.00, 8398065.00, 5687967.00, 4372189.00, 16777215.00, 25, 16050
61, 0.00, 6390188.00, 8398160.00, 5680340.00, 4370993.00, 16777215.00, 25, 16322
62, 0.00, 6392985.00, 8397943.00, 5700990.00, 4380168.00, 16777215.00, 25, 16684
63, 0.00, 6398034.00, 8398118.00, 5697617.00, 4372243.00, 16777215.00, 25, 17047
64, 0.00, 6384905.00, 8398111.00, 5669920.00, 4361061.00, 16777215.00, 25, 17501
65, 0.00, 6388649.00, 8398030.00, 5676965.00, 4368060.00, 16777215.00, 25, 17954
66, 0.00, 6395012.00, 8398029.00, 5695760.00, 4370681.00, 16777215.00, 25, 18226
67, 0.00, 6396161.00, 8397841.00, 5696146.00, 4372060.00, 16777215.00, 25, 18407
68, 0.00, 6390895.00, 8397951.00, 5675137.00, 4370025.00, 16777215.00, 25, 18679
69, 0.00, 6389816.00, 8397920.00, 5671309.00, 4354804.00, 16777215.00, 25, 18952
70, 0.00, 6386838.00, 8398041.00, 5665349.00, 4349893.00, 16777215.00, 25, 19133
71, 0.00, 6381003.00, 8397970.00, 5658083.00, 4348773.00, 16777215.00, 25, 19405
72, 0.00, 6384153.00, 8397858.00, 5668047.00, 4352145.00, 16777215.00, 25, 19677
73, 0.00, 6388659.00, 8397993.00, 5666465.00, 4370520.00, 16777215.00, 25, 19858
74, 0.00, 6393784.00, 8398031.00, 5626503.00, 4380270.00, 16777215.00, 25, 20130
75, 0.00, 6395178.00, 8398068.00, 5613182.00, 4368903.00, 16777215.00, 25, 20402
BASELINE Time: 10:43:51
RECORDING Time: 10:44:12
1, 0.00, 6285563.00, 8397978.00, 5546914.00, 5762576.00, 16777215.00, 25, 0
2, 0.00, 6284980.00, 8397962.00, 5539770.00, 5758893.00, 16777215.00, 25, 0
3, 0.00, 6287524.00, 8398060.00, 5560927.00, 5761944.00, 16777215.00, 25, 363
4, 0.00, 6291500.00, 8398002.00, 5568716.00, 5775012.00, 16777215.00, 25, 726
5, 0.00, 6292548.00, 8398032.00, 5568260.00, 5765103.00, 16777215.00, 25, 998
6, 0.00, 6304083.00, 8398028.00, 5593592.00, 5717151.00, 16777215.00, 25, 1179
7, 0.00, 6311408.00, 8398046.00, 5607915.00, 5716059.00, 16777215.00, 25, 1361
8, 0.00, 6317485.00, 8397939.00, 5632038.00, 5723044.00, 16777215.00, 25, 1542
9, 0.00, 6301202.00, 8397949.00, 5594214.00, 5729670.00, 16777215.00, 25, 1814
10, 0.00, 6304647.00, 8397959.00, 5605514.00, 5746670.00, 16777215.00, 25, 1996
11, 0.00, 6303175.00, 8397980.00, 5613545.00, 5756732.00, 16777215.00, 25, 2177
12, 0.00, 6304407.00, 8398084.00, 5588465.00, 5731737.00, 16777215.00, 25, 2449
13, 0.00, 6322258.00, 8398139.00, 5655339.00, 5870444.00, 16777215.00, 25, 2721
14, 0.00, 6295359.00, 8398000.00, 5846775.00, 5985215.00, 16777215.00, 25, 3175
15, 0.00, 6283016.00, 8398011.00, 5807122.00, 6070804.00, 16777215.00, 25, 3447
16, 0.00, 6310095.00, 8397972.00, 5686241.00, 3470778.00, 16777215.00, 25, 3810
17, 0.00, 6345226.00, 8397954.00, 5737242.00, 161813.00, 16777215.00, 25, 4172
18, 0.00, 6354998.00, 8397986.00, 5798965.00, 0.00, 16777215.00, 25, 4445
19, 0.00, 6331096.00, 8397832.00, 5849469.00, 593601.00, 16777215.00, 25, 4717
20, 0.00, 6316355.00, 8397959.00, 5858151.00, 16250.00, 16777215.00, 25, 5080
21, 0.00, 6289801.00, 8397915.00, 5768544.00, 0.00, 16777215.00, 25, 5352
22, 0.00, 6262795.00, 8397992.00, 5754039.00, 0.00, 16777215.00, 25, 5624
23, 0.00, 6278679.00, 8397786.00, 5795832.00, 0.00, 16777215.00, 25, 5896
24, 0.00, 6298630.00, 8397942.00, 5652450.00, 0.00, 16777215.00, 25, 6078
25, 0.00, 6305629.00, 8398092.00, 5629536.00, 0.00, 16777215.00, 25, 6259
26, 0.00, 6305693.00, 8398025.00, 5633907.00, 0.00, 16777215.00, 25, 6531
27, 0.00, 6319641.00, 8397879.00, 5656840.00, 0.00, 16777215.00, 25, 6713
28, 0.00, 6314170.00, 8397991.00, 5645855.00, 0.00, 16777215.00, 25, 6985
29, 0.00, 6301357.00, 8397951.00, 5625828.00, 0.00, 16777215.00, 25, 7348
30, 0.00, 6293479.00, 8398006.00, 5521223.00, 0.00, 16777215.00, 25, 7620
31, 0.00, 6328514.00, 8397945.00, 5464543.00, 0.00, 16777215.00, 25, 7892
32, 0.00, 6321958.00, 8397980.00, 5503087.00, 0.00, 16777215.00, 25, 8164
33, 0.00, 6296993.00, 8397957.00, 5593109.00, 0.00, 16777215.00, 25, 8346
34, 0.00, 6311778.00, 8397916.00, 5669375.00, 0.00, 16777215.00, 25, 8618
35, 0.00, 6320036.00, 8397928.00, 5640444.00, 0.00, 16777215.00, 25, 8890
36, 0.00, 6291435.00, 8397898.00, 5573823.00, 0.00, 16777215.00, 25, 9253
37, 0.00, 6289981.00, 8397958.00, 5570000.00, 0.00, 16777215.00, 25, 9525
38, 0.00, 6292200.00, 8397911.00, 5566870.00, 0.00, 16777215.00, 25, 9888
39, 0.00, 6296499.00, 8397865.00, 5580502.00, 0.00, 16777215.00, 25, 10160
40, 0.00, 6297847.00, 8398017.00, 5583775.00, 0.00, 16777215.00, 25, 10433
41, 0.00, 6298422.00, 8397951.00, 5589060.00, 0.00, 16777215.00, 25, 10796
42, 0.00, 6293991.00, 8397888.00, 5575985.00, 0.00, 16777215.00, 25, 11068
43, 0.00, 6296467.00, 8397980.00, 5583892.00, 0.00, 16777215.00, 25, 11431
44, 0.00, 6298437.00, 8397946.00, 5587989.00, 0.00, 16777215.00, 25, 11703
45, 0.00, 6299410.00, 8397956.00, 5587388.00, 0.00, 16777215.00, 25, 11975
46, 0.00, 6308786.00, 8398020.00, 5570814.00, 0.00, 16777215.00, 25, 12247
47, 0.00, 6311122.00, 8397995.00, 5607253.00, 0.00, 16777215.00, 25, 12610
48, 0.00, 6337604.00, 8397933.00, 5660672.00, 0.00, 16777215.00, 25, 12882
49, 0.00, 6355925.00, 8398113.00, 5733581.00, 0.00, 16777215.00, 25, 13154
