time,chan1,chan2,chan3
2019-10-11 13:10:13.557963,8565229.0,8389119.0,7041297.0
2019-10-11 13:10:13.646165,8565241.0,8389119.0,7041223.0
2019-10-11 13:10:13.740507,8564833.0,8389119.0,7041111.0
2019-10-11 13:10:13.837095,8564044.0,8389119.0,7040689.0
2019-10-11 13:10:13.929004,8563931.0,8388863.0,7040189.0
2019-10-11 13:10:14.025835,8563821.0,8388863.0,7040126.0
2019-10-11 13:10:14.118263,8563792.0,8389119.0,7039967.0
2019-10-11 13:10:14.208591,8563825.0,8389119.0,7040019.0
2019-10-11 13:10:14.304296,8563825.0,8389119.0,7040317.0
2019-10-11 13:10:14.396441,8563879.0,8388863.0,7040301.0
2019-10-11 13:10:14.488892,8563887.0,8389119.0,7040201.0
2019-10-11 13:10:14.584225,8563793.0,8389119.0,7040046.0
2019-10-11 13:10:14.680217,8563766.0,8389119.0,7040130.0
2019-10-11 13:10:14.768663,8563803.0,8389119.0,7040042.0
2019-10-11 13:10:14.865471,8563800.0,8389119.0,7040058.0
2019-10-11 13:10:14.956999,8563771.0,8388863.0,7040094.0
2019-10-11 13:10:15.053301,8563802.0,8388863.0,7040112.0
2019-10-11 13:10:15.145256,8563862.0,8389119.0,7040295.0
2019-10-11 13:10:15.239837,8563806.0,8389119.0,7040187.0
2019-10-11 13:10:15.329646,8563760.0,8388863.0,7040035.0
2019-10-11 13:10:15.423960,8563777.0,8389119.0,7040036.0
2019-10-11 13:10:15.517926,8563722.0,8389119.0,7040019.0
2019-10-11 13:10:15.613938,8563702.0,8388863.0,7040013.0
2019-10-11 13:10:15.705680,8563614.0,8388863.0,7040090.0
2019-10-11 13:10:15.800882,8563667.0,8389119.0,7040075.0
2019-10-11 13:10:15.893702,8563769.0,8389119.0,7040037.0
2019-10-11 13:10:15.987493,8563816.0,8389119.0,7040073.0
2019-10-11 13:10:16.081879,8563786.0,8389119.0,7040045.0
2019-10-11 13:10:16.176061,8563785.0,8389119.0,7039955.0
2019-10-11 13:10:16.267519,8563728.0,8388863.0,7040007.0
2019-10-11 13:10:16.362922,8563700.0,8389119.0,7039970.0
2019-10-11 13:10:16.452191,8563693.0,8389119.0,7039994.0
2019-10-11 13:10:16.547016,8563696.0,8389119.0,7039928.0
2019-10-11 13:10:16.641675,8563659.0,8389119.0,7039956.0
2019-10-11 13:10:16.734474,8563655.0,8389119.0,7039954.0
2019-10-11 13:10:16.829122,8563621.0,8388863.0,7039960.0
2019-10-11 13:10:16.923043,8563594.0,8388863.0,7039985.0
2019-10-11 13:10:17.015461,8563643.0,8388863.0,7039790.0
2019-10-11 13:10:17.108714,8563679.0,8389119.0,7039868.0
2019-10-11 13:10:17.202687,8563630.0,8389119.0,7039995.0
2019-10-11 13:10:17.296676,8563708.0,8388863.0,7039920.0
2019-10-11 13:10:17.389709,8563724.0,8389119.0,7039908.0
2019-10-11 13:10:17.483767,8563632.0,8389119.0,7039949.0
2019-10-11 13:10:17.574078,8563548.0,8389119.0,7039963.0
2019-10-11 13:10:17.671483,8563652.0,8388863.0,7039900.0
2019-10-11 13:10:17.765587,8563712.0,8389119.0,7039885.0
2019-10-11 13:10:17.858799,8563674.0,8389119.0,7039884.0
2019-10-11 13:10:17.951309,8563679.0,8389119.0,7039950.0
2019-10-11 13:10:18.046398,8563699.0,8388863.0,7039924.0
2019-10-11 13:10:18.135563,8563628.0,8389119.0,7039935.0
2019-10-11 13:10:18.227464,8563670.0,8389119.0,7039938.0
2019-10-11 13:10:18.324146,8563730.0,8389119.0,7040001.0
2019-10-11 13:10:18.418384,8563643.0,8389119.0,7039951.0
2019-10-11 13:10:18.510201,8563571.0,8389119.0,7039993.0
2019-10-11 13:10:18.606515,8563583.0,8388863.0,7039898.0
2019-10-11 13:10:18.697967,8563598.0,8388863.0,7039908.0
2019-10-11 13:10:18.790675,8563602.0,8389119.0,7039924.0
2019-10-11 13:10:18.884886,8563535.0,8389119.0,7039921.0
2019-10-11 13:10:18.978862,8563551.0,8388863.0,7039929.0
2019-10-11 13:10:19.074783,8563623.0,8389119.0,7039947.0
2019-10-11 13:10:19.168831,8563583.0,8389119.0,7039910.0
2019-10-11 13:10:19.257300,8563611.0,8388863.0,7039931.0
2019-10-11 13:10:19.353237,8563665.0,8388863.0,7039988.0
2019-10-11 13:10:19.445716,8563681.0,8389119.0,7039976.0
2019-10-11 13:10:19.541455,8563671.0,8388863.0,7039878.0
2019-10-11 13:10:19.635962,8563594.0,8389119.0,7039826.0
2019-10-11 13:10:19.730338,8563629.0,8389119.0,7039830.0
2019-10-11 13:10:19.818740,8563586.0,8389119.0,7039927.0
2019-10-11 13:10:19.912611,8563581.0,8389119.0,7039967.0
2019-10-11 13:10:20.006258,8563731.0,8388863.0,7040087.0
2019-10-11 13:10:20.102353,8563682.0,8389119.0,7040014.0
2019-10-11 13:10:20.196666,8563614.0,8389119.0,7040020.0
2019-10-11 13:10:20.289263,8563622.0,8389119.0,7040050.0
2019-10-11 13:10:20.378320,8563704.0,8389119.0,7040021.0
2019-10-11 13:10:20.475630,8563799.0,8389119.0,7040108.0
2019-10-11 13:10:20.570417,8563685.0,8389119.0,7040028.0
2019-10-11 13:10:20.661967,8563745.0,8389119.0,7039952.0
2019-10-11 13:10:20.758145,8563735.0,8389119.0,7039948.0
2019-10-11 13:10:20.851002,8563684.0,8389119.0,7040017.0
2019-10-11 13:10:20.941201,8563653.0,8389119.0,7040052.0
2019-10-11 13:10:21.035214,8563748.0,8389119.0,7040097.0
2019-10-11 13:10:21.128840,8563865.0,8389119.0,7040162.0
2019-10-11 13:10:21.222724,8564156.0,8388863.0,7040093.0
2019-10-11 13:10:21.317289,8564535.0,8388863.0,7039909.0
2019-10-11 13:10:21.411204,8565120.0,8389119.0,7039797.0
2019-10-11 13:10:21.503336,8564779.0,8389119.0,7039888.0
2019-10-11 13:10:21.598350,8564042.0,8388863.0,7039880.0
2019-10-11 13:10:21.690593,8563741.0,8388863.0,7039972.0
2019-10-11 13:10:21.785039,8563843.0,8389119.0,7039978.0
2019-10-11 13:10:21.879724,8564503.0,8388863.0,7039881.0
2019-10-11 13:10:21.974472,8568897.0,8389119.0,7039892.0
2019-10-11 13:10:22.066172,8568396.0,8389119.0,7039875.0
2019-10-11 13:10:22.159991,8567107.0,8389119.0,7039935.0
2019-10-11 13:10:22.250904,8564909.0,8388863.0,7040029.0
2019-10-11 13:10:22.346567,8565421.0,8389119.0,7040033.0
2019-10-11 13:10:22.439369,8567889.0,8389119.0,7039986.0
2019-10-11 13:10:22.534786,8567399.0,8388863.0,7039884.0
2019-10-11 13:10:22.624214,8565241.0,8389119.0,7039813.0
2019-10-11 13:10:22.718357,8564093.0,8389119.0,7039851.0
2019-10-11 13:10:22.814336,8565050.0,8389119.0,7039844.0
2019-10-11 13:10:22.907087,8564973.0,8389119.0,7039911.0
2019-10-11 13:10:23.001753,8563709.0,8388863.0,7039953.0
2019-10-11 13:10:23.096655,8563469.0,8389119.0,7039952.0
2019-10-11 13:10:23.189262,8563491.0,8388863.0,7040095.0
2019-10-11 13:10:23.281869,8563482.0,8388863.0,7040325.0
2019-10-11 13:10:23.372921,8563549.0,8389119.0,7040429.0
2019-10-11 13:10:23.467748,8563733.0,8389119.0,7040311.0
2019-10-11 13:10:23.564237,8563665.0,8388863.0,7040215.0
2019-10-11 13:10:23.655966,8563606.0,8389119.0,7040188.0
2019-10-11 13:10:23.750556,8563588.0,8389119.0,7040276.0
2019-10-11 13:10:23.840723,8563567.0,8388863.0,7040304.0
2019-10-11 13:10:23.937097,8563511.0,8389119.0,7040330.0
2019-10-11 13:10:24.030285,8563737.0,8389119.0,7040214.0
2019-10-11 13:10:24.125026,8563763.0,8388863.0,7040047.0
2019-10-11 13:10:24.219879,8564194.0,8389119.0,7040037.0
2019-10-11 13:10:24.311805,8566518.0,8389119.0,7040042.0
2019-10-11 13:10:24.401473,8566889.0,8389119.0,7040055.0
2019-10-11 13:10:24.497816,8567736.0,8388863.0,7040063.0
2019-10-11 13:10:24.591344,8569610.0,8388863.0,7040077.0
2019-10-11 13:10:24.685326,8572107.0,8388863.0,7040117.0
2019-10-11 13:10:24.779123,8575394.0,8389119.0,7039951.0
2019-10-11 13:10:24.872895,8580741.0,8388863.0,7039738.0
2019-10-11 13:10:24.962882,8589260.0,8389119.0,7039420.0
2019-10-11 13:10:25.057182,8600889.0,8388863.0,7039031.0
2019-10-11 13:10:25.152188,8602164.0,8388863.0,7038746.0
2019-10-11 13:10:25.248146,8589352.0,8389119.0,7039708.0
2019-10-11 13:10:25.341145,8642997.0,8389119.0,7059361.0
2019-10-11 13:10:25.435161,8635610.0,8388863.0,7112171.0
2019-10-11 13:10:25.524856,8615991.0,8388863.0,7131281.0
2019-10-11 13:10:25.617580,8618596.0,8389119.0,7132574.0
2019-10-11 13:10:25.711761,8617798.0,8388863.0,7132307.0
2019-10-11 13:10:25.807384,8618011.0,8389119.0,7132639.0
2019-10-11 13:10:25.901310,8617477.0,8388863.0,7133012.0
2019-10-11 13:10:25.995382,8617466.0,8389119.0,7133170.0
2019-10-11 13:10:26.084853,8617593.0,8388863.0,7133140.0
2019-10-11 13:10:26.179137,8617432.0,8388863.0,7133374.0
2019-10-11 13:10:26.273730,8617611.0,8389119.0,7133418.0
2019-10-11 13:10:26.368585,8617528.0,8389119.0,7133446.0
2019-10-11 13:10:26.462038,8617358.0,8388863.0,7133619.0
2019-10-11 13:10:26.555846,8617423.0,8389119.0,7133479.0
2019-10-11 13:10:26.648391,8617289.0,8389119.0,7133544.0
2019-10-11 13:10:26.740768,8617442.0,8388863.0,7133606.0
2019-10-11 13:10:26.837262,8617423.0,8388863.0,7133623.0
2019-10-11 13:10:26.928241,8617374.0,8389119.0,7133519.0
2019-10-11 13:10:27.023068,8617347.0,8388863.0,7133555.0
2019-10-11 13:10:27.119395,8617411.0,8389119.0,7133557.0
2019-10-11 13:10:27.208458,8617503.0,8389119.0,7133535.0
2019-10-11 13:10:27.301759,8617498.0,8389119.0,7133382.0
2019-10-11 13:10:27.396019,8617543.0,8388863.0,7133438.0
2019-10-11 13:10:27.489994,8617614.0,8389119.0,7133448.0
2019-10-11 13:10:27.585757,8617571.0,8389119.0,7133574.0
2019-10-11 13:10:27.678572,8617570.0,8388863.0,7133597.0
2019-10-11 13:10:27.768697,8617515.0,8389119.0,7133628.0
2019-10-11 13:10:27.865314,8617557.0,8389119.0,7133610.0
2019-10-11 13:10:27.957400,8617656.0,8389119.0,7133693.0
2019-10-11 13:10:28.051278,8617768.0,8389119.0,7133787.0
2019-10-11 13:10:28.147386,8617643.0,8388863.0,7133843.0
2019-10-11 13:10:28.241681,8617628.0,8389119.0,7133984.0
2019-10-11 13:10:28.331471,8617614.0,8389119.0,7133915.0
2019-10-11 13:10:28.423859,8617684.0,8389119.0,7133817.0
