time,chan1,chan2,chan3
2019-10-11 13:04:46.358669,8619678.0,8389119.0,7032417.0
2019-10-11 13:04:46.452807,8619694.0,8388863.0,7032365.0
2019-10-11 13:04:46.549093,8619698.0,8389119.0,7032367.0
2019-10-11 13:04:46.642086,8619652.0,8389119.0,7032560.0
2019-10-11 13:04:46.734361,8619667.0,8389119.0,7032612.0
2019-10-11 13:04:46.826448,8619652.0,8389119.0,7032567.0
2019-10-11 13:04:46.922180,8619669.0,8388863.0,7032527.0
2019-10-11 13:04:47.016072,8619684.0,8389119.0,7032509.0
2019-10-11 13:04:47.109283,8619632.0,8389119.0,7032539.0
2019-10-11 13:04:47.204665,8619572.0,8389119.0,7032478.0
2019-10-11 13:04:47.292977,8619587.0,8388863.0,7032550.0
2019-10-11 13:04:47.387659,8619660.0,8389119.0,7032595.0
2019-10-11 13:04:47.483635,8619676.0,8388863.0,7032621.0
2019-10-11 13:04:47.575742,8619697.0,8388863.0,7032733.0
2019-10-11 13:04:47.670185,8619647.0,8389119.0,7032673.0
2019-10-11 13:04:47.766162,8619666.0,8389119.0,7032476.0
2019-10-11 13:04:47.854454,8619637.0,8389119.0,7032478.0
2019-10-11 13:04:47.949979,8619597.0,8389119.0,7032560.0
2019-10-11 13:04:48.045852,8619643.0,8389119.0,7032463.0
2019-10-11 13:04:48.139023,8619777.0,8388863.0,7032596.0
2019-10-11 13:04:48.233104,8619644.0,8389119.0,7032552.0
2019-10-11 13:04:48.325849,8619605.0,8389119.0,7032620.0
2019-10-11 13:04:48.419602,8619711.0,8389119.0,7032683.0
2019-10-11 13:04:48.512280,8619735.0,8388863.0,7032645.0
2019-10-11 13:04:48.605585,8619719.0,8389119.0,7032579.0
2019-10-11 13:04:48.697853,8619656.0,8389119.0,7032737.0
2019-10-11 13:04:48.794040,8619651.0,8389119.0,7032837.0
2019-10-11 13:04:48.885786,8619732.0,8389119.0,7032684.0
2019-10-11 13:04:48.979823,8619690.0,8388863.0,7032672.0
2019-10-11 13:04:49.070994,8619643.0,8388863.0,7032737.0
2019-10-11 13:04:49.167709,8619686.0,8389119.0,7032776.0
2019-10-11 13:04:49.259263,8619632.0,8389119.0,7032828.0
2019-10-11 13:04:49.356003,8619605.0,8388863.0,7032812.0
2019-10-11 13:04:49.448684,8619584.0,8389119.0,7032799.0
2019-10-11 13:04:49.541205,8619635.0,8389119.0,7032946.0
2019-10-11 13:04:49.631382,8619509.0,8389119.0,7033015.0
2019-10-11 13:04:49.726491,8619572.0,8389119.0,7033019.0
2019-10-11 13:04:49.819841,8619699.0,8389119.0,7032887.0
2019-10-11 13:04:49.913767,8619748.0,8389119.0,7032909.0
2019-10-11 13:04:50.010604,8619632.0,8388863.0,7032958.0
2019-10-11 13:04:50.105483,8619701.0,8389119.0,7033006.0
2019-10-11 13:04:50.194219,8619804.0,8388863.0,7032997.0
2019-10-11 13:04:50.288363,8619762.0,8388863.0,7032903.0
2019-10-11 13:04:50.381589,8619716.0,8389119.0,7032910.0
2019-10-11 13:04:50.477504,8619608.0,8389119.0,7032937.0
2019-10-11 13:04:50.572325,8619613.0,8389119.0,7032929.0
2019-10-11 13:04:50.665305,8619735.0,8389119.0,7032957.0
2019-10-11 13:04:50.758550,8619704.0,8389119.0,7032913.0
2019-10-11 13:04:50.849275,8619719.0,8388863.0,7032747.0
2019-10-11 13:04:50.942549,8619732.0,8389119.0,7032852.0
2019-10-11 13:04:51.037286,8619723.0,8389119.0,7032933.0
2019-10-11 13:04:51.130796,8619611.0,8388863.0,7032912.0
2019-10-11 13:04:51.225062,8619588.0,8389119.0,7032832.0
2019-10-11 13:04:51.319199,8619673.0,8389119.0,7033004.0
2019-10-11 13:04:51.411208,8619750.0,8389119.0,7033066.0
2019-10-11 13:04:51.502947,8619687.0,8388863.0,7032983.0
2019-10-11 13:04:51.597727,8619618.0,8389119.0,7032971.0
2019-10-11 13:04:51.691857,8619577.0,8388863.0,7032988.0
2019-10-11 13:04:51.785993,8619579.0,8389119.0,7033038.0
2019-10-11 13:04:51.881009,8619691.0,8389119.0,7032950.0
2019-10-11 13:04:51.969761,8619743.0,8388863.0,7032919.0
2019-10-11 13:04:52.065454,8619701.0,8389119.0,7033063.0
2019-10-11 13:04:52.158729,8619642.0,8389119.0,7033025.0
2019-10-11 13:04:52.252907,8619763.0,8389119.0,7032953.0
2019-10-11 13:04:52.347024,8619773.0,8389119.0,7032980.0
2019-10-11 13:04:52.441122,8619753.0,8389119.0,7033004.0
2019-10-11 13:04:52.536110,8619677.0,8389119.0,7033047.0
2019-10-11 13:04:52.625888,8619592.0,8389119.0,7033079.0
2019-10-11 13:04:52.720561,8619791.0,8389119.0,7033126.0
2019-10-11 13:04:52.814501,8619676.0,8389119.0,7033099.0
2019-10-11 13:04:52.908115,8619492.0,8389119.0,7033065.0
2019-10-11 13:04:53.001882,8619494.0,8389119.0,7033185.0
2019-10-11 13:04:53.097202,8619627.0,8389119.0,7033116.0
2019-10-11 13:04:53.186436,8619713.0,8389119.0,7033153.0
2019-10-11 13:04:53.283208,8619781.0,8389119.0,7033130.0
2019-10-11 13:04:53.375290,8619665.0,8389119.0,7033136.0
2019-10-11 13:04:53.469910,8619557.0,8388863.0,7033157.0
2019-10-11 13:04:53.564046,8619523.0,8389119.0,7033101.0
2019-10-11 13:04:53.658485,8619452.0,8389119.0,7033229.0
2019-10-11 13:04:53.747814,8619566.0,8389119.0,7033263.0
2019-10-11 13:04:53.843040,8619517.0,8389119.0,7033188.0
2019-10-11 13:04:53.936306,8619445.0,8389119.0,7033083.0
2019-10-11 13:04:54.031964,8619535.0,8389119.0,7032999.0
2019-10-11 13:04:54.124931,8619605.0,8388863.0,7033023.0
2019-10-11 13:04:54.221565,8619636.0,8389119.0,7033141.0
2019-10-11 13:04:54.309186,8619766.0,8389119.0,7033129.0
2019-10-11 13:04:54.404757,8619709.0,8389119.0,7033102.0
2019-10-11 13:04:54.497468,8619591.0,8388863.0,7033005.0
2019-10-11 13:04:54.591232,8619544.0,8389119.0,7033103.0
2019-10-11 13:04:54.686391,8619638.0,8388863.0,7033114.0
2019-10-11 13:04:54.781977,8619707.0,8389119.0,7033027.0
2019-10-11 13:04:54.874574,8619737.0,8389119.0,7033124.0
2019-10-11 13:04:54.965847,8619703.0,8388863.0,7033176.0
2019-10-11 13:04:55.060150,8619592.0,8389119.0,7033104.0
2019-10-11 13:04:55.152908,8619478.0,8389119.0,7033252.0
2019-10-11 13:04:55.248784,8619619.0,8388863.0,7033229.0
2019-10-11 13:04:55.343221,8619685.0,8389119.0,7033205.0
2019-10-11 13:04:55.435845,8619708.0,8389119.0,7033364.0
2019-10-11 13:04:55.528590,8619614.0,8388863.0,7033192.0
2019-10-11 13:04:55.620305,8619642.0,8388863.0,7033213.0
2019-10-11 13:04:55.714065,8619662.0,8389119.0,7033420.0
2019-10-11 13:04:55.808360,8619680.0,8389119.0,7033423.0
2019-10-11 13:04:55.902277,8619698.0,8388863.0,7033279.0
2019-10-11 13:04:55.998767,8619717.0,8389119.0,7033390.0
2019-10-11 13:04:56.087977,8619631.0,8389119.0,7033432.0
2019-10-11 13:04:56.183461,8619551.0,8389119.0,7033356.0
2019-10-11 13:04:56.274511,8619564.0,8388863.0,7033401.0
2019-10-11 13:04:56.368574,8619628.0,8389119.0,7033313.0
2019-10-11 13:04:56.465118,8619664.0,8389119.0,7033397.0
2019-10-11 13:04:56.558679,8619759.0,8389119.0,7033426.0
2019-10-11 13:04:56.652096,8619701.0,8389119.0,7033267.0
2019-10-11 13:04:56.742295,8619722.0,8389119.0,7033271.0
2019-10-11 13:04:56.839186,8619702.0,8389119.0,7033286.0
2019-10-11 13:04:56.930672,8619723.0,8389119.0,7033340.0
2019-10-11 13:04:57.024365,8619794.0,8388863.0,7033337.0
2019-10-11 13:04:57.118748,8619674.0,8389119.0,7033356.0
2019-10-11 13:04:57.214847,8619671.0,8389119.0,7033483.0
2019-10-11 13:04:57.305155,8619606.0,8389119.0,7033610.0
2019-10-11 13:04:57.399871,8619603.0,8388863.0,7033609.0
2019-10-11 13:04:57.491571,8619592.0,8389119.0,7033424.0
2019-10-11 13:04:57.585752,8619595.0,8389119.0,7033463.0
2019-10-11 13:04:57.681199,8619569.0,8389119.0,7033437.0
2019-10-11 13:04:57.776911,8619604.0,8388863.0,7033435.0
2019-10-11 13:04:57.864463,8619537.0,8389119.0,7033490.0
2019-10-11 13:04:57.957992,8619520.0,8388863.0,7033487.0
2019-10-11 13:04:58.052869,8619586.0,8388863.0,7033440.0
2019-10-11 13:04:58.148778,8619552.0,8389119.0,7033503.0
2019-10-11 13:04:58.241271,8619659.0,8389119.0,7033468.0
2019-10-11 13:04:58.334891,8619621.0,8389119.0,7033369.0
2019-10-11 13:04:58.431436,8619581.0,8389119.0,7033414.0
2019-10-11 13:04:58.519152,8619663.0,8389119.0,7033502.0
