Date: 20.2.2020 , In use by: Mena
Daytime: 11:21:7, Temperature: 25°C
ID, strain4A, strain4B, loadcell x, temp [°C], runtime [ms]
BASELINE Time: 11:21:20
341, 1619758.00, 9775026.00, 8580354.00,25, 35457
342, 1617854.00, 9775963.00, 8583724.00,25, 35561
343, 1616929.00, 9777094.00, 8586023.00,25, 35666
344, 1615907.00, 9778163.00, 8589996.00,25, 35771
345, 1612291.00, 9781328.00, 8592994.00,25, 35875
346, 1609597.00, 9783375.00, 8591893.00,25, 35980
347, 1603050.00, 9785545.00, 8594782.00,25, 36084
348, 1590979.00, 9791777.00, 8600720.00,25, 36189
349, 1587341.00, 9794064.00, 8602776.00,25, 36294
350, 1586441.00, 9792946.00, 8600452.00,25, 36398
351, 1583681.00, 9793547.00, 8602938.00,25, 36503
352, 1581888.00, 9796261.00, 8602287.00,25, 36607
353, 1581682.00, 9795868.00, 8602065.00,25, 36712
354, 1581387.00, 9795736.00, 8602067.00,25, 36817
355, 1581315.00, 9795710.00, 8602134.00,25, 36921
356, 1581438.00, 9795406.00, 8601758.00,25, 37026
357, 1581296.00, 9795198.00, 8602158.00,25, 37130
358, 1581203.00, 9795176.00, 8602166.00,25, 37235
359, 1581372.00, 9795210.00, 8602138.00,25, 37340
360, 1581544.00, 9794871.00, 8602113.00,25, 37444
361, 1581414.00, 9794928.00, 8602115.00,25, 37549
362, 1581317.00, 9795107.00, 8601986.00,25, 37653
363, 1581319.00, 9795051.00, 8602031.00,25, 37758
364, 1581151.00, 9794998.00, 8602157.00,25, 37862
365, 1580900.00, 9795242.00, 8602067.00,25, 37967
366, 1580750.00, 9795262.00, 8602144.00,25, 38072
367, 1580663.00, 9795155.00, 8602081.00,25, 38176
368, 1580567.00, 9795211.00, 8602116.00,25, 38281
369, 1580586.00, 9794946.00, 8602131.00,25, 38385
370, 1580626.00, 9794848.00, 8602126.00,25, 38490
371, 1580696.00, 9794862.00, 8602120.00,25, 38595
372, 1580687.00, 9794680.00, 8602126.00,25, 38699
373, 1580454.00, 9794578.00, 8602167.00,25, 38804
374, 1580426.00, 9794647.00, 8602170.00,25, 38908
375, 1580491.00, 9794540.00, 8602057.00,25, 39013
376, 1580456.00, 9794350.00, 8602060.00,25, 39118
377, 1580519.00, 9794320.00, 8602096.00,25, 39222
378, 1580648.00, 9794227.00, 8602157.00,25, 39327
379, 1580706.00, 9794086.00, 8602047.00,25, 39431
380, 1580615.00, 9794138.00, 8602085.00,25, 39536
381, 1580526.00, 9794266.00, 8602099.00,25, 39641
382, 1580434.00, 9794284.00, 8602133.00,25, 39745
383, 1580289.00, 9794409.00, 8602144.00,25, 39850
384, 1580119.00, 9794591.00, 8602091.00,25, 39954
385, 1579904.00, 9794544.00, 8602050.00,25, 40059
386, 1579693.00, 9794638.00, 8602025.00,25, 40163
387, 1579586.00, 9794570.00, 8602113.00,25, 40268
388, 1579552.00, 9794512.00, 8602092.00,25, 40373
389, 1579551.00, 9794434.00, 8602158.00,25, 40477
390, 1579643.00, 9794284.00, 8602173.00,25, 40582
391, 1579533.00, 9794109.00, 8602094.00,25, 40686
392, 1579326.00, 9794152.00, 8602113.00,25, 40791
393, 1579430.00, 9794059.00, 8602042.00,25, 40896
394, 1579493.00, 9793905.00, 8602142.00,25, 41000
395, 1579500.00, 9793886.00, 8602209.00,25, 41105
396, 1579521.00, 9793833.00, 8602090.00,25, 41209
397, 1579542.00, 9793643.00, 8602081.00,25, 41314
398, 1579539.00, 9793514.00, 8602069.00,25, 41419
399, 1579478.00, 9793608.00, 8602065.00,25, 41523
400, 1579334.00, 9793680.00, 8602033.00,25, 41628
401, 1579034.00, 9793831.00, 8602038.00,25, 41732
402, 1578828.00, 9793944.00, 8602050.00,25, 41837
403, 1578632.00, 9793958.00, 8602048.00,25, 41942
404, 1578364.00, 9793972.00, 8602121.00,25, 42046
405, 1578193.00, 9793995.00, 8602117.00,25, 42151
406, 1578132.00, 9793928.00, 8602062.00,25, 42255
407, 1578102.00, 9793805.00, 8602063.00,25, 42360
408, 1578117.00, 9793652.00, 8602112.00,25, 42465
409, 1578154.00, 9793496.00, 8602021.00,25, 42569
410, 1578110.00, 9793402.00, 8602048.00,25, 42674
411, 1578064.00, 9793468.00, 8602108.00,25, 42778
412, 1578080.00, 9793381.00, 8602115.00,25, 42883
413, 1578168.00, 9793260.00, 8602238.00,25, 42988
414, 1578254.00, 9793176.00, 8602150.00,25, 43092
415, 1578315.00, 9793112.00, 8602084.00,25, 43197
416, 1578321.00, 9793108.00, 8602074.00,25, 43301
417, 1578328.00, 9792980.00, 8602070.00,25, 43406
418, 1578166.00, 9793173.00, 8602064.00,25, 43511
419, 1577946.00, 9793144.00, 8602112.00,25, 43615
420, 1577819.00, 9793265.00, 8602097.00,25, 43720
421, 1577655.00, 9793292.00, 8602086.00,25, 43824
422, 1577480.00, 9793236.00, 8602209.00,25, 43929
423, 1577256.00, 9793378.00, 8602192.00,25, 44034
424, 1577156.00, 9793297.00, 8602110.00,25, 44138
425, 1577098.00, 9793209.00, 8602046.00,25, 44243
426, 1577072.00, 9793183.00, 8602007.00,25, 44347
427, 1577093.00, 9793028.00, 8602084.00,25, 44452
428, 1577191.00, 9792897.00, 8602075.00,25, 44557
429, 1577297.00, 9792886.00, 8602084.00,25, 44661
430, 1577345.00, 9792801.00, 8602129.00,25, 44766
431, 1577390.00, 9792755.00, 8602202.00,25, 44870
432, 1577429.00, 9792589.00, 8602128.00,25, 44975
433, 1577492.00, 9792517.00, 8602089.00,25, 45080
434, 1577625.00, 9792449.00, 8602161.00,25, 45184
435, 1577597.00, 9792420.00, 8602196.00,25, 45289
436, 1577505.00, 9792445.00, 8602164.00,25, 45393
437, 1577381.00, 9792517.00, 8602114.00,25, 45498
438, 1577195.00, 9792617.00, 8602097.00,25, 45603
439, 1577001.00, 9792708.00, 8602176.00,25, 45707
440, 1576817.00, 9792648.00, 8602191.00,25, 45812
441, 1576645.00, 9792712.00, 8602160.00,25, 45916
442, 1576474.00, 9792773.00, 8602207.00,25, 46021
443, 1576379.00, 9792674.00, 8602137.00,25, 46126
444, 1576345.00, 9792585.00, 8602113.00,25, 46230
445, 1576371.00, 9792547.00, 8602142.00,25, 46335
446, 1576394.00, 9792401.00, 8602039.00,25, 46439
447, 1576416.00, 9792397.00, 8602045.00,25, 46544
448, 1576464.00, 9792394.00, 8602122.00,25, 46649
449, 1576621.00, 9792214.00, 8602181.00,25, 46753
450, 1576721.00, 9792167.00, 8602236.00,25, 46858
451, 1576833.00, 9792026.00, 8602207.00,25, 46962
452, 1576945.00, 9792022.00, 8602136.00,25, 47067
453, 1576900.00, 9792012.00, 8602076.00,25, 47171
454, 1576811.00, 9791984.00, 8602042.00,25, 47276
455, 1576686.00, 9791985.00, 8601986.00,25, 47381
456, 1576582.00, 9792050.00, 8602092.00,25, 47485
457, 1576374.00, 9792041.00, 8602124.00,25, 47590
458, 1576172.00, 9792102.00, 8602170.00,25, 47694
459, 1575984.00, 9792175.00, 8602087.00,25, 47799
460, 1575769.00, 9792209.00, 8602134.00,25, 47904
461, 1575659.00, 9792211.00, 8602072.00,25, 48008
462, 1575588.00, 9792156.00, 8602151.00,25, 48113
463, 1575595.00, 9792092.00, 8602050.00,25, 48217
464, 1575591.00, 9791981.00, 8602001.00,25, 48322
465, 1575618.00, 9791975.00, 8602177.00,25, 48427
466, 1575724.00, 9791890.00, 8602186.00,25, 48531
467, 1575862.00, 9791803.00, 8602221.00,25, 48636
468, 1575983.00, 9791792.00, 8602200.00,25, 48740
469, 1576070.00, 9791733.00, 8602246.00,25, 48845
470, 1576147.00, 9791648.00, 8602409.00,25, 48950
471, 1576185.00, 9791494.00, 8602345.00,25, 49054
472, 1576216.00, 9791467.00, 8602101.00,25, 49159
473, 1576125.00, 9791461.00, 8602152.00,25, 49263
474, 1575892.00, 9791575.00, 8602281.00,25, 49368
475, 1575309.00, 9791860.00, 8602578.00,25, 49473
476, 1574213.00, 9792522.00, 8605756.00,25, 49577
477, 1573277.00, 9792996.00, 8606615.00,25, 49682
478, 1573192.00, 9793229.00, 8605900.00,25, 49786
479, 1573159.00, 9792971.00, 8605297.00,25, 49891
480, 1573018.00, 9793115.00, 8605300.00,25, 49996
481, 1572856.00, 9793196.00, 8605016.00,25, 50100
482, 1572546.00, 9793467.00, 8605615.00,25, 50205
483, 1571987.00, 9793759.00, 8606718.00,25, 50309
484, 1571008.00, 9794457.00, 8606739.00,25, 50414
485, 1570123.00, 9794866.00, 8607499.00,25, 50519
486, 1569643.00, 9795805.00, 8608202.00,25, 50623
487, 1570122.00, 9795043.00, 8604998.00,25, 50728
488, 1568595.00, 9796566.00, 8603928.00,25, 50832
489, 1566519.00, 9798049.00, 8608562.00,25, 50937
490, 1563537.00, 9799592.00, 8613737.00,25, 51042
491, 1553370.00, 9802991.00, 8616632.00,25, 51146
492, 1545043.00, 9804833.00, 8618027.00,25, 51251
493, 1538303.00, 9807140.00, 8624551.00,25, 51355
494, 1534187.00, 9808545.00, 8627058.00,25, 51460
495, 1529385.00, 9811737.00, 8629617.00,25, 51565
496, 1524094.00, 9813962.00, 8633547.00,25, 51669
497, 1512997.00, 9819741.00, 8638758.00,25, 51774
498, 1500784.00, 9826037.00, 8642314.00,25, 51878
499, 1498102.00, 9824783.00, 8642017.00,25, 51983
500, 1495663.00, 9825588.00, 8645386.00,25, 52088
501, 1495722.00, 9826177.00, 8645111.00,25, 52192
502, 1496375.00, 9824940.00, 8644959.00,25, 52297
503, 1496542.00, 9823652.00, 8644950.00,25, 52401
504, 1496631.00, 9823476.00, 8644892.00,25, 52506
505, 1496808.00, 9822997.00, 8644835.00,25, 52611
506, 1497008.00, 9822670.00, 8644910.00,25, 52715
507, 1497095.00, 9822584.00, 8644944.00,25, 52820
508, 1497164.00, 9822272.00, 8644964.00,25, 52924
509, 1497294.00, 9821915.00, 8644920.00,25, 53029
510, 1497370.00, 9821780.00, 8644954.00,25, 53134
511, 1497324.00, 9821408.00, 8644823.00,25, 53238
512, 1497067.00, 9821400.00, 8644812.00,25, 53343
513, 1496878.00, 9821342.00, 8644844.00,25, 53447
514, 1496538.00, 9821247.00, 8644759.00,25, 53552
515, 1496121.00, 9821274.00, 8644734.00,25, 53657
516, 1495935.00, 9821293.00, 8644896.00,25, 53761
517, 1495598.00, 9821254.00, 8645016.00,25, 53866
518, 1495285.00, 9821344.00, 8645033.00,25, 53970
519, 1495074.00, 9821392.00, 8645010.00,25, 54075
520, 1494913.00, 9821333.00, 8644952.00,25, 54180
521, 1494748.00, 9821365.00, 8644945.00,25, 54284
522, 1494708.00, 9821334.00, 8644901.00,25, 54389
523, 1494775.00, 9821196.00, 8644828.00,25, 54493
524, 1494829.00, 9821117.00, 8644890.00,25, 54598
525, 1494957.00, 9821059.00, 8644783.00,25, 54703
526, 1495171.00, 9820845.00, 8644830.00,25, 54807
527, 1495240.00, 9820607.00, 8644928.00,25, 54912
528, 1495310.00, 9820408.00, 8644855.00,25, 55016
529, 1495373.00, 9820239.00, 8644831.00,25, 55121
530, 1495341.00, 9820142.00, 8644893.00,25, 55226
531, 1495209.00, 9820056.00, 8644857.00,25, 55330
532, 1494791.00, 9820195.00, 8644871.00,25, 55435
533, 1494464.00, 9820269.00, 8644952.00,25, 55539
534, 1494144.00, 9820307.00, 8645013.00,25, 55644
535, 1493784.00, 9820437.00, 8644993.00,25, 55749
536, 1493530.00, 9820521.00, 8644929.00,25, 55853
537, 1493352.00, 9820444.00, 8644799.00,25, 55958
538, 1493134.00, 9820557.00, 8644828.00,25, 56063
539, 1492954.00, 9820657.00, 8644920.00,25, 56167
540, 1492873.00, 9820634.00, 8645050.00,25, 56272
541, 1492912.00, 9820622.00, 8644921.00,25, 56376
542, 1492970.00, 9820662.00, 8644870.00,25, 56481
543, 1493044.00, 9820401.00, 8645036.00,25, 56586
544, 1493108.00, 9820360.00, 8645087.00,25, 56690
545, 1493232.00, 9820305.00, 8645049.00,25, 56795
546, 1493367.00, 9820059.00, 8644864.00,25, 56899
547, 1493460.00, 9819878.00, 8644849.00,25, 57004
548, 1493537.00, 9819753.00, 8644874.00,25, 57109
549, 1493525.00, 9819638.00, 8644847.00,25, 57213
550, 1493298.00, 9819581.00, 8644895.00,25, 57318
551, 1492950.00, 9819756.00, 8644814.00,25, 57422
552, 1492503.00, 9819822.00, 8644872.00,25, 57527
553, 1492246.00, 9819968.00, 8644879.00,25, 57632
554, 1492048.00, 9820037.00, 8644867.00,25, 57736
555, 1491773.00, 9820076.00, 8644833.00,25, 57841
556, 1491534.00, 9820154.00, 8644787.00,25, 57945
557, 1491336.00, 9820183.00, 8644825.00,25, 58050
558, 1491304.00, 9820193.00, 8644930.00,25, 58155
559, 1491278.00, 9820331.00, 8644942.00,25, 58259
560, 1491306.00, 9820263.00, 8644859.00,25, 58364
561, 1491350.00, 9820156.00, 8644892.00,25, 58468
562, 1491440.00, 9820013.00, 8644951.00,25, 58573
563, 1491562.00, 9819863.00, 8644930.00,25, 58678
564, 1491662.00, 9819752.00, 8644948.00,25, 58782
565, 1491875.00, 9819633.00, 8644900.00,25, 58887
566, 1492004.00, 9819450.00, 8644804.00,25, 58991
567, 1492024.00, 9819165.00, 8644879.00,25, 59096
568, 1491886.00, 9819118.00, 8644885.00,25, 59201
569, 1491477.00, 9819233.00, 8644862.00,25, 59305
570, 1491129.00, 9819398.00, 8644865.00,25, 59410
571, 1490879.00, 9819466.00, 8644744.00,25, 59514
572, 1490606.00, 9819513.00, 8644759.00,25, 59619
573, 1490359.00, 9819586.00, 8644886.00,25, 59723
574, 1490144.00, 9819654.00, 8644985.00,25, 59828
575, 1489959.00, 9819809.00, 8644912.00,25, 59933
576, 1489910.00, 9819851.00, 8644878.00,25, 60037
577, 1489862.00, 9819894.00, 8644834.00,25, 60142
578, 1489802.00, 9819857.00, 8644871.00,25, 60246
579, 1489820.00, 9819798.00, 8644821.00,25, 60351
580, 1489918.00, 9819690.00, 8644887.00,25, 60456
581, 1490031.00, 9819600.00, 8644930.00,25, 60560
582, 1490154.00, 9819531.00, 8645065.00,25, 60665
583, 1490281.00, 9819144.00, 8645012.00,25, 60769
584, 1490377.00, 9818992.00, 8644877.00,25, 60874
585, 1490461.00, 9818897.00, 8644877.00,25, 60979
586, 1490445.00, 9818763.00, 8644944.00,25, 61083
587, 1490221.00, 9818840.00, 8644929.00,25, 61188
588, 1489874.00, 9819003.00, 8644817.00,25, 61292
589, 1489557.00, 9819055.00, 8644851.00,25, 61397
590, 1489331.00, 9819098.00, 8644847.00,25, 61502
591, 1489133.00, 9819261.00, 8644906.00,25, 61606
592, 1488889.00, 9819316.00, 8644933.00,25, 61711
593, 1488690.00, 9819443.00, 8644815.00,25, 61815
594, 1488564.00, 9819514.00, 8644791.00,25, 61920
595, 1488421.00, 9819596.00, 8644904.00,25, 62025
596, 1488301.00, 9819689.00, 8644897.00,25, 62129
597, 1488312.00, 9819652.00, 8644900.00,25, 62234
598, 1488342.00, 9819530.00, 8644888.00,25, 62338
599, 1488421.00, 9819450.00, 8644828.00,25, 62443
600, 1488555.00, 9819284.00, 8644906.00,25, 62548
601, 1488648.00, 9819089.00, 8644957.00,25, 62652
602, 1488788.00, 9818918.00, 8644943.00,25, 62757
603, 1488930.00, 9818719.00, 8644960.00,25, 62861
604, 1488988.00, 9818676.00, 8644935.00,25, 62966
605, 1488907.00, 9818561.00, 8644820.00,25, 63071
606, 1488634.00, 9818542.00, 8644757.00,25, 63175
607, 1488339.00, 9818852.00, 8644793.00,25, 63280
608, 1488074.00, 9818930.00, 8644863.00,25, 63384
609, 1487874.00, 9818966.00, 8645015.00,25, 63489
610, 1487660.00, 9819044.00, 8644938.00,25, 63594
611, 1487445.00, 9819182.00, 8644861.00,25, 63698
612, 1487288.00, 9819284.00, 8644899.00,25, 63803
613, 1487144.00, 9819314.00, 8644903.00,25, 63907
614, 1487023.00, 9819429.00, 8644885.00,25, 64012
615, 1487017.00, 9819452.00, 8644796.00,25, 64117
616, 1487047.00, 9819405.00, 8644926.00,25, 64221
617, 1487155.00, 9819212.00, 8644990.00,25, 64326
618, 1487282.00, 9819068.00, 8644924.00,25, 64430
619, 1487438.00, 9818971.00, 8644891.00,25, 64535
620, 1487565.00, 9818797.00, 8644947.00,25, 64639
621, 1487730.00, 9818599.00, 8644981.00,25, 64744
622, 1487815.00, 9818473.00, 8644993.00,25, 64849
623, 1487807.00, 9818333.00, 8644994.00,25, 64953
624, 1487708.00, 9818425.00, 8644724.00,25, 65058
625, 1487695.00, 9818339.00, 8643946.00,25, 65162
626, 1487647.00, 9818105.00, 8643204.00,25, 65267
627, 1487334.00, 9818255.00, 8643777.00,25, 65372
628, 1487027.00, 9818468.00, 8644612.00,25, 65476
629, 1486999.00, 9818733.00, 8644919.00,25, 65581
630, 1487087.00, 9818577.00, 8643347.00,25, 65685
631, 1487221.00, 9818273.00, 8642184.00,25, 65790
632, 1487212.00, 9818082.00, 8641999.00,25, 65894
633, 1487074.00, 9818190.00, 8642829.00,25, 65999
634, 1487558.00, 9817739.00, 8640971.00,25, 66104
635, 1488350.00, 9817010.00, 8638361.00,25, 66208
636, 1489195.00, 9816035.00, 8634906.00,25, 66313
637, 1489691.00, 9815412.00, 8630609.00,25, 66417
638, 1491118.00, 9814928.00, 8623701.00,25, 66522
639, 1492584.00, 9812154.00, 8617178.00,25, 66627
640, 1493234.00, 9811642.00, 8614642.00,25, 66731
641, 1494125.00, 9810857.00, 8610607.00,25, 66836
642, 1494717.00, 9810608.00, 8607785.00,25, 66940
643, 1494810.00, 9810778.00, 8606425.00,25, 67045
644, 1494927.00, 9811036.00, 8605411.00,25, 67150
645, 1495177.00, 9811170.00, 8604156.00,25, 67254
646, 1494887.00, 9810850.00, 8606113.00,25, 67359
647, 1494729.00, 9811168.00, 8607309.00,25, 67463
648, 1495142.00, 9810489.00, 8606528.00,25, 67568
649, 1495548.00, 9809841.00, 8605319.00,25, 67673
650, 1495954.00, 9809291.00, 8603659.00,25, 67777
651, 1496300.00, 9808696.00, 8602205.00,25, 67882
652, 1496385.00, 9808279.00, 8602215.00,25, 67986
653, 1496423.00, 9808052.00, 8602135.00,25, 68091
654, 1496437.00, 9808026.00, 8602069.00,25, 68195
655, 1496499.00, 9807793.00, 8602041.00,25, 68300
656, 1496395.00, 9807958.00, 8602159.00,25, 68405
657, 1496250.00, 9808202.00, 8602200.00,25, 68509
658, 1496212.00, 9808352.00, 8602208.00,25, 68614
659, 1496094.00, 9808593.00, 8602107.00,25, 68718
660, 1495950.00, 9808878.00, 8602199.00,25, 68823
661, 1495835.00, 9809042.00, 8602232.00,25, 68928
662, 1495724.00, 9809209.00, 8602170.00,25, 69032
663, 1495666.00, 9809418.00, 8602216.00,25, 69137
664, 1495717.00, 9809235.00, 8602233.00,25, 69241
665, 1495752.00, 9809106.00, 8602166.00,25, 69346
666, 1495876.00, 9808915.00, 8602200.00,25, 69450
667, 1496081.00, 9808548.00, 8602149.00,25, 69555
668, 1496192.00, 9808178.00, 8602176.00,25, 69660
669, 1496338.00, 9807935.00, 8602261.00,25, 69764
670, 1496502.00, 9807621.00, 8602249.00,25, 69869
671, 1496653.00, 9807216.00, 8602203.00,25, 69973
672, 1496707.00, 9807133.00, 8602138.00,25, 70078
673, 1496717.00, 9807051.00, 8602135.00,25, 70183
674, 1496671.00, 9807089.00, 8602125.00,25, 70287
675, 1496604.00, 9807295.00, 8602121.00,25, 70392
676, 1496459.00, 9807456.00, 8602272.00,25, 70496
677, 1496269.00, 9807714.00, 8602360.00,25, 70601
678, 1496075.00, 9808000.00, 8602311.00,25, 70706
679, 1495949.00, 9808364.00, 8602196.00,25, 70810
680, 1495843.00, 9808414.00, 8602232.00,25, 70915
681, 1495833.00, 9808428.00, 8602131.00,25, 71019
682, 1495809.00, 9808355.00, 8602185.00,25, 71124
683, 1495839.00, 9808244.00, 8602243.00,25, 71228
684, 1495920.00, 9808107.00, 8602122.00,25, 71333
685, 1496031.00, 9807804.00, 8602126.00,25, 71438
686, 1496216.00, 9807462.00, 8602219.00,25, 71542
687, 1496439.00, 9806872.00, 8602180.00,25, 71647
688, 1496541.00, 9806612.00, 8602127.00,25, 71751
689, 1496666.00, 9806407.00, 8602146.00,25, 71856
690, 1496741.00, 9806304.00, 8602244.00,25, 71961
691, 1496715.00, 9806267.00, 8602221.00,25, 72065
692, 1496656.00, 9806292.00, 8602271.00,25, 72170
693, 1496581.00, 9806398.00, 8602200.00,25, 72274
694, 1496451.00, 9806593.00, 8602242.00,25, 72379
695, 1496250.00, 9807106.00, 8602222.00,25, 72483
696, 1496097.00, 9807365.00, 8602157.00,25, 72588
697, 1496010.00, 9807591.00, 8602123.00,25, 72693
698, 1495897.00, 9807692.00, 8602152.00,25, 72797
699, 1495785.00, 9807738.00, 8602109.00,25, 72902
700, 1495752.00, 9807713.00, 8602137.00,25, 73006
701, 1495808.00, 9807630.00, 8602111.00,25, 73111
702, 1495890.00, 9807480.00, 8602216.00,25, 73216
703, 1495929.00, 9806899.00, 8602290.00,25, 73320
704, 1496077.00, 9806558.00, 8602344.00,25, 73425
705, 1496241.00, 9806298.00, 8602320.00,25, 73529
706, 1496348.00, 9806057.00, 8602129.00,25, 73634
707, 1496492.00, 9805834.00, 8602148.00,25, 73738
708, 1496585.00, 9805750.00, 8602119.00,25, 73843
709, 1496567.00, 9805624.00, 8602215.00,25, 73948
710, 1496462.00, 9805665.00, 8602347.00,25, 74052
711, 1496327.00, 9806097.00, 8602681.00,25, 74157
712, 1496197.00, 9806302.00, 8602665.00,25, 74261
713, 1495998.00, 9806603.00, 8602797.00,25, 74366
714, 1495593.00, 9806998.00, 8605142.00,25, 74471
715, 1495257.00, 9807224.00, 8605483.00,25, 74575
716, 1495032.00, 9807369.00, 8605329.00,25, 74680
717, 1495222.00, 9807409.00, 8604334.00,25, 74784
718, 1495677.00, 9806909.00, 8601999.00,25, 74889
719, 1495930.00, 9805897.00, 8600890.00,25, 74993
720, 1495744.00, 9806092.00, 8601151.00,25, 75098
721, 1495840.00, 9806115.00, 8600739.00,25, 75203
722, 1496997.00, 9804975.00, 8595795.00,25, 75307
723, 1498460.00, 9803574.00, 8590318.00,25, 75412
724, 1499620.00, 9802452.00, 8585831.00,25, 75516
725, 1499995.00, 9801751.00, 8584016.00,25, 75621
726, 1499895.00, 9801875.00, 8584540.00,25, 75726
727, 1499844.00, 9801880.00, 8585022.00,25, 75830
728, 1499925.00, 9801746.00, 8585240.00,25, 75935
729, 1500021.00, 9801598.00, 8585285.00,25, 76039
730, 1499982.00, 9801570.00, 8585866.00,25, 76144
731, 1499904.00, 9801423.00, 8586457.00,25, 76248
732, 1499953.00, 9801384.00, 8586326.00,25, 76353
733, 1500131.00, 9801403.00, 8585487.00,25, 76458
734, 1500498.00, 9800658.00, 8584561.00,25, 76562
735, 1500900.00, 9800457.00, 8581322.00,25, 76667
736, 1500780.00, 9800798.00, 8581455.00,25, 76771
737, 1500853.00, 9800785.00, 8581457.00,25, 76876
738, 1500947.00, 9800662.00, 8581131.00,25, 76981
739, 1501023.00, 9800810.00, 8581010.00,25, 77085
740, 1501232.00, 9800852.00, 8580832.00,25, 77190
741, 1501409.00, 9800588.00, 8580767.00,25, 77294
742, 1501443.00, 9800422.00, 8580650.00,25, 77399
743, 1501532.00, 9800298.00, 8580724.00,25, 77503
744, 1501682.00, 9800065.00, 8580788.00,25, 77608
745, 1501755.00, 9799902.00, 8580832.00,25, 77713
746, 1501825.00, 9799773.00, 8580887.00,25, 77817
747, 1501859.00, 9799553.00, 8580876.00,25, 77922
748, 1501857.00, 9799345.00, 8580784.00,25, 78026
749, 1501848.00, 9799226.00, 8580756.00,25, 78131
750, 1501870.00, 9799125.00, 8580858.00,25, 78236
751, 1501847.00, 9799079.00, 8580832.00,25, 78340
752, 1501726.00, 9799185.00, 8580708.00,25, 78445
753, 1501681.00, 9799287.00, 8580732.00,25, 78549
754, 1501620.00, 9799363.00, 8580879.00,25, 78654
755, 1501466.00, 9799558.00, 8580878.00,25, 78759
756, 1501369.00, 9799675.00, 8580851.00,25, 78863
757, 1501421.00, 9799724.00, 8580809.00,25, 78968
758, 1501448.00, 9799915.00, 8580814.00,25, 79072
759, 1501435.00, 9799896.00, 8580824.00,25, 79177
760, 1501471.00, 9799815.00, 8580711.00,25, 79282
761, 1501573.00, 9799726.00, 8580703.00,25, 79386
762, 1501619.00, 9799611.00, 8580788.00,25, 79491
763, 1501782.00, 9799397.00, 8580752.00,25, 79595
764, 1501833.00, 9799069.00, 8580765.00,25, 79700
765, 1501839.00, 9798944.00, 8580818.00,25, 79804
766, 1501896.00, 9798641.00, 8580821.00,25, 79909
767, 1501921.00, 9798561.00, 8580768.00,25, 80014
768, 1501829.00, 9798618.00, 8580764.00,25, 80118
769, 1501754.00, 9798620.00, 8580840.00,25, 80223
770, 1501711.00, 9798672.00, 8580741.00,25, 80327
771, 1501566.00, 9798816.00, 8580787.00,25, 80432
772, 1501475.00, 9798934.00, 8580741.00,25, 80537
773, 1501410.00, 9799018.00, 8580733.00,25, 80641
774, 1501354.00, 9799350.00, 8580833.00,25, 80746
775, 1501276.00, 9799363.00, 8580788.00,25, 80850
776, 1501214.00, 9799449.00, 8580744.00,25, 80955
777, 1501249.00, 9799419.00, 8580829.00,25, 81060
778, 1501357.00, 9799294.00, 8580729.00,25, 81164
779, 1501438.00, 9799265.00, 8580689.00,25, 81269
780, 1501594.00, 9799128.00, 8580845.00,25, 81373
781, 1501648.00, 9798999.00, 8580872.00,25, 81478
782, 1501737.00, 9798449.00, 8580728.00,25, 81583
783, 1501808.00, 9798340.00, 8580828.00,25, 81687
784, 1501867.00, 9798114.00, 8580830.00,25, 81792
785, 1501878.00, 9797959.00, 8580762.00,25, 81896
786, 1501828.00, 9797906.00, 8580727.00,25, 82001
787, 1501779.00, 9797920.00, 8580728.00,25, 82105
788, 1501672.00, 9797982.00, 8580640.00,25, 82210
789, 1501641.00, 9798052.00, 8580711.00,25, 82315
790, 1501541.00, 9798349.00, 8580840.00,25, 82419
791, 1501393.00, 9798470.00, 8580729.00,25, 82524
792, 1501348.00, 9798623.00, 8580684.00,25, 82628
793, 1501294.00, 9798697.00, 8580669.00,25, 82733
794, 1501227.00, 9798689.00, 8580711.00,25, 82838
795, 1501233.00, 9798730.00, 8580785.00,25, 82942
796, 1501311.00, 9798679.00, 8580777.00,25, 83047
797, 1501399.00, 9798558.00, 8580830.00,25, 83151
798, 1501518.00, 9798232.00, 8580840.00,25, 83256
799, 1501624.00, 9797947.00, 8580830.00,25, 83361
800, 1501727.00, 9797733.00, 8580786.00,25, 83465
801, 1501801.00, 9797566.00, 8580726.00,25, 83570
802, 1501850.00, 9797531.00, 8580748.00,25, 83674
803, 1501891.00, 9797384.00, 8580741.00,25, 83779
804, 1501790.00, 9797338.00, 8580727.00,25, 83884
805, 1501727.00, 9797306.00, 8580718.00,25, 83988
806, 1501667.00, 9797455.00, 8580690.00,25, 84093
807, 1501536.00, 9797559.00, 8580763.00,25, 84197
808, 1501392.00, 9797810.00, 8581168.00,25, 84302
809, 1501296.00, 9797951.00, 8581225.00,25, 84407
810, 1501325.00, 9798007.00, 8580998.00,25, 84511
811, 1501401.00, 9797952.00, 8580311.00,25, 84616
812, 1501314.00, 9797991.00, 8580116.00,25, 84720
813, 1501399.00, 9797852.00, 8579578.00,25, 84825
814, 1503006.00, 9795690.00, 8575530.00,25, 84930
815, 1507268.00, 9791861.00, 8567406.00,25, 85034
816, 1511616.00, 9788746.00, 8561056.00,25, 85139
817, 1516283.00, 9785685.00, 8553658.00,25, 85243
818, 1522092.00, 9782040.00, 8547182.00,25, 85348
819, 1529354.00, 9776746.00, 8537534.00,25, 85453
