149,730	13,947
149,879	13,948
149,776	13,949
149,463	13,950
149,231	13,950
148,924	13,951
148,692	13,951
148,499	13,951
148,403	13,951
148,469	13,951
148,560	13,951
148,577	13,951
148,582	13,950
148,583	13,950
148,494	13,949
148,252	13,948
147,904	13,947
147,483	13,946
147,082	13,945
146,554	13,943
146,067	13,941
145,715	13,940
145,378	13,938
145,213	13,936
144,980	13,933
144,797	13,931
144,620	13,929
144,364	13,926
144,106	13,924
143,716	13,921
143,248	13,918
142,682	13,915
141,961	13,912
141,177	13,908
140,434	13,905
139,609	13,901
138,983	13,897
138,425	13,893
138,031	13,889
137,691	13,885
137,307	13,881
136,952	13,876
136,427	13,872
135,984	13,867
135,296	13,862
134,565	13,857
133,786	13,852
132,974	13,847
132,185	13,841
131,301	13,836
130,494	13,830
129,614	13,824
128,811	13,819
128,068	13,812
127,355	13,806
126,642	13,800
125,937	13,793
125,312	13,787
124,660	13,780
123,924	13,773
123,132	13,766
122,379	13,759
121,629	13,752
120,804	13,745
119,942	13,737
119,037	13,729
118,168	13,722
117,254	13,714
116,278	13,706
115,409	13,697
114,582	13,689
113,856	13,681
113,016	13,672
112,320	13,663
111,710	13,654
111,060	13,645
110,373	13,636
109,724	13,627
109,061	13,618
108,184	13,608
107,350	13,598
106,363	13,589
105,440	13,579
104,395	13,569
103,438	13,559
102,575	13,548
101,815	13,538
101,227	13,527
100,557	13,517
100,030	13,506
99,514	13,495
99,011	13,484
98,436	13,473
97,866	13,461
97,364	13,450
96,796	13,438
96,349	13,426
96,015	13,415
95,723	13,403
95,511	13,391
95,265	13,378
95,135	13,366
94,924	13,354
94,632	13,341
94,317	13,328
93,997	13,315
93,748	13,302
93,455	13,289
93,224	13,276
93,093	13,263
92,879	13,249
92,613	13,236
92,339	13,222
92,059	13,208
91,791	13,194
91,489	13,180
91,178	13,166
90,936	13,152
90,650	13,137
90,469	13,123
90,198	13,108
89,881	13,093
89,746	13,078
89,602	13,063
89,420	13,048
89,212	13,032
89,027	13,017
88,800	13,002
88,464	12,986
88,084	12,970
87,835	12,954
87,511	12,938
87,280	12,922
87,136	12,906
86,902	12,889
86,719	12,873
86,417	12,856
86,109	12,840
85,838	12,823
85,538	12,806
85,352	12,789
85,160	12,771
84,959	12,754
84,707	12,737
84,437	12,719
84,064	12,701
83,766	12,684
83,536	12,666
83,336	12,648
83,118	12,630
82,949	12,611
82,832	12,593
82,588	12,575
82,272	12,556
81,977	12,538
81,753	12,519
81,398	12,500
81,149	12,481
80,754	12,462
80,447	12,442
80,143	12,423
79,864	12,404
79,592	12,384
79,284	12,364
79,163	12,345
78,975	12,325
78,788	12,305
78,576	12,285
78,307	12,264
78,020	12,244
77,803	12,224
77,561	12,203
77,265	12,183
77,064	12,162
76,937	12,141
76,770	12,120
76,525	12,099
76,204	12,078
75,946	12,057
75,618	12,035
75,340	12,014
75,118	11,992
74,836	11,971
74,623	11,949
74,500	11,927
74,311	11,905
74,013	11,883
73,712	11,861
73,400	11,839
73,114	11,816
72,787	11,794
72,566	11,771
72,372	11,749
72,127	11,726
71,986	11,703
71,843	11,680
71,623	11,657
71,406	11,634
71,127	11,611
