Date: 28.2.2020 , In use by: Mena
Daytime: 14:23:52, Temperature: 24°C
ID, strain1, strain2, strain3, temp [°C], runtime [ms]
45, 0.00, 0.00, 1964590.00, 16, 4462
46, 0.00, 0.00, 1964756.00, 16, 4566
47, 0.00, 0.00, 1964672.00, 16, 4669
48, 0.00, 0.00, 1964571.00, 16, 4773
49, 0.00, 0.00, 1964710.00, 16, 4877
50, 0.00, 0.00, 1964843.00, 16, 4981
51, 0.00, 0.00, 1964900.00, 16, 5085
52, 0.00, 0.00, 1965011.00, 16, 5188
53, 0.00, 0.00, 1965102.00, 16, 5292
54, 0.00, 0.00, 1965136.00, 16, 5396
55, 0.00, 0.00, 1965182.00, 16, 5500
56, 0.00, 0.00, 1965311.00, 16, 5603
57, 0.00, 0.00, 1965487.00, 16, 5707
58, 0.00, 0.00, 1965669.00, 16, 5811
59, 0.00, 0.00, 1966049.00, 16, 5915
60, 0.00, 0.00, 1966266.00, 16, 6018
61, 0.00, 0.00, 1966379.00, 16, 6122
62, 0.00, 0.00, 1966378.00, 16, 6226
63, 0.00, 0.00, 1966300.00, 16, 6330
64, 0.00, 0.00, 1966325.00, 16, 6433
65, 0.00, 0.00, 1966330.00, 16, 6537
66, 0.00, 0.00, 1966309.00, 16, 6641
67, 0.00, 0.00, 1966377.00, 16, 6745
68, 0.00, 0.00, 1966396.00, 16, 6848
69, 0.00, 0.00, 1966440.00, 16, 6952
70, 0.00, 0.00, 1966576.00, 16, 7056
71, 0.00, 0.00, 1966711.00, 16, 7160
72, 0.00, 0.00, 1966789.00, 16, 7263
73, 0.00, 0.00, 1966823.00, 16, 7367
74, 0.00, 0.00, 1966727.00, 16, 7471
75, 0.00, 0.00, 1966704.00, 16, 7575
76, 0.00, 0.00, 1966560.00, 16, 7679
77, 0.00, 0.00, 1966308.00, 16, 7782
78, 0.00, 0.00, 1966126.00, 16, 7886
79, 0.00, 0.00, 1965881.00, 16, 7990
80, 0.00, 0.00, 1965494.00, 16, 8094
81, 0.00, 0.00, 1964999.00, 16, 8197
82, 0.00, 0.00, 1964543.00, 16, 8301
83, 0.00, 0.00, 1964004.00, 16, 8405
84, 0.00, 0.00, 1963788.00, 16, 8509
85, 0.00, 0.00, 1963680.00, 16, 8612
86, 0.00, 0.00, 1963619.00, 16, 8716
87, 0.00, 0.00, 1963623.00, 16, 8820
88, 0.00, 0.00, 1963701.00, 16, 8924
89, 0.00, 0.00, 1963931.00, 16, 9027
90, 0.00, 0.00, 1964218.00, 16, 9131
91, 0.00, 0.00, 1964491.00, 16, 9235
92, 0.00, 0.00, 1964881.00, 16, 9339
93, 0.00, 0.00, 1965197.00, 16, 9442
94, 0.00, 0.00, 1965421.00, 16, 9546
95, 0.00, 0.00, 1965871.00, 16, 9650
96, 0.00, 0.00, 1966016.00, 16, 9754
97, 0.00, 0.00, 1966185.00, 16, 9858
98, 0.00, 0.00, 1966255.00, 16, 9961
99, 0.00, 0.00, 1966367.00, 16, 10065
100, 0.00, 0.00, 1966326.00, 16, 10169
101, 0.00, 0.00, 1964257.00, 16, 10273
BASELINE Time: 14:32:40
RECORDING Time: 14:32:41
1, 0.00, 0.00, 1911276.00, 16, 0
2, 0.00, 0.00, 1898699.00, 16, 0
3, 0.00, 0.00, 1879615.00, 16, 104
4, 0.00, 0.00, 1857060.00, 16, 208
5, 0.00, 0.00, 1813639.00, 16, 311
6, 0.00, 0.00, 1791564.00, 16, 415
7, 0.00, 0.00, 1767412.00, 16, 519
8, 0.00, 0.00, 1767269.00, 16, 623
9, 0.00, 0.00, 1778825.00, 16, 727
10, 0.00, 0.00, 1774884.00, 16, 830
11, 0.00, 0.00, 1759354.00, 16, 934
12, 0.00, 0.00, 1745619.00, 16, 1038
13, 0.00, 0.00, 1739735.00, 16, 1142
14, 0.00, 0.00, 1735431.00, 16, 1245
15, 0.00, 0.00, 1730827.00, 16, 1349
16, 0.00, 0.00, 1726051.00, 16, 1453
17, 0.00, 0.00, 1727833.00, 16, 1557
18, 0.00, 0.00, 1728881.00, 16, 1660
19, 0.00, 0.00, 1727528.00, 16, 1764
20, 0.00, 0.00, 1726012.00, 16, 1868
21, 0.00, 0.00, 1721424.00, 16, 1972
22, 0.00, 0.00, 1715671.00, 16, 2075
23, 0.00, 0.00, 1712313.00, 16, 2179
24, 0.00, 0.00, 1712188.00, 16, 2283
25, 0.00, 0.00, 1715815.00, 16, 2387
26, 0.00, 0.00, 1719117.00, 16, 2491
27, 0.00, 0.00, 1720490.00, 16, 2594
28, 0.00, 0.00, 1720989.00, 16, 2698
29, 0.00, 0.00, 1716521.00, 16, 2802
30, 0.00, 0.00, 1710837.00, 16, 2906
31, 0.00, 0.00, 1705848.00, 16, 3009
32, 0.00, 0.00, 1704022.00, 16, 3113
33, 0.00, 0.00, 1705108.00, 16, 3217
34, 0.00, 0.00, 1707912.00, 16, 3321
35, 0.00, 0.00, 1711568.00, 16, 3424
36, 0.00, 0.00, 1716207.00, 16, 3528
37, 0.00, 0.00, 1720440.00, 16, 3632
38, 0.00, 0.00, 1723835.00, 16, 3736
39, 0.00, 0.00, 1727965.00, 16, 3839
40, 0.00, 0.00, 1731100.00, 16, 3943
41, 0.00, 0.00, 1734794.00, 16, 4047
42, 0.00, 0.00, 1736220.00, 16, 4151
43, 0.00, 0.00, 1736525.00, 16, 4254
44, 0.00, 0.00, 1735724.00, 16, 4358
45, 0.00, 0.00, 1734726.00, 16, 4462
46, 0.00, 0.00, 1733335.00, 16, 4566
47, 0.00, 0.00, 1731526.00, 16, 4669
48, 0.00, 0.00, 1730333.00, 16, 4773
49, 0.00, 0.00, 1729260.00, 16, 4877
50, 0.00, 0.00, 1728245.00, 16, 4981
51, 0.00, 0.00, 1728300.00, 16, 5084
52, 0.00, 0.00, 1730453.00, 16, 5188
53, 0.00, 0.00, 1738801.00, 16, 5292
54, 0.00, 0.00, 1743485.00, 16, 5396
55, 0.00, 0.00, 1747089.00, 16, 5499
56, 0.00, 0.00, 1749850.00, 16, 5603
57, 0.00, 0.00, 1751766.00, 16, 5707
58, 0.00, 0.00, 1752749.00, 16, 5811
59, 0.00, 0.00, 1752569.00, 16, 5914
60, 0.00, 0.00, 1751743.00, 16, 6018
61, 0.00, 0.00, 1750442.00, 16, 6122
62, 0.00, 0.00, 1748767.00, 16, 6226
63, 0.00, 0.00, 1746768.00, 16, 6329
64, 0.00, 0.00, 1743446.00, 16, 6433
65, 0.00, 0.00, 1741878.00, 16, 6537
66, 0.00, 0.00, 1740140.00, 16, 6641
67, 0.00, 0.00, 1738732.00, 16, 6744
68, 0.00, 0.00, 1737651.00, 16, 6848
69, 0.00, 0.00, 1737058.00, 16, 6952
70, 0.00, 0.00, 1737098.00, 16, 7056
71, 0.00, 0.00, 1736834.00, 16, 7159
72, 0.00, 0.00, 1736321.00, 16, 7263
73, 0.00, 0.00, 1736104.00, 16, 7367
74, 0.00, 0.00, 1736611.00, 16, 7471
75, 0.00, 0.00, 1737592.00, 16, 7574
76, 0.00, 0.00, 1740041.00, 16, 7678
77, 0.00, 0.00, 1740689.00, 16, 7782
78, 0.00, 0.00, 1740859.00, 16, 7886
79, 0.00, 0.00, 1740892.00, 16, 7990
80, 0.00, 0.00, 1741266.00, 16, 8093
81, 0.00, 0.00, 1741944.00, 16, 8197
82, 0.00, 0.00, 1742669.00, 16, 8301
83, 0.00, 0.00, 1743336.00, 16, 8405
84, 0.00, 0.00, 1743734.00, 16, 8508
85, 0.00, 0.00, 1743836.00, 16, 8612
86, 0.00, 0.00, 1743794.00, 16, 8716
87, 0.00, 0.00, 1743696.00, 16, 8820
88, 0.00, 0.00, 1743346.00, 16, 8923
89, 0.00, 0.00, 1743430.00, 16, 9027
90, 0.00, 0.00, 1743525.00, 16, 9131
91, 0.00, 0.00, 1743491.00, 16, 9235
92, 0.00, 0.00, 1743627.00, 16, 9338
93, 0.00, 0.00, 1743779.00, 16, 9442
94, 0.00, 0.00, 1743973.00, 15, 9546
95, 0.00, 0.00, 1744094.00, 15, 9650
96, 0.00, 0.00, 1744050.00, 15, 9753
97, 0.00, 0.00, 1743831.00, 15, 9857
98, 0.00, 0.00, 1743222.00, 15, 9961
99, 0.00, 0.00, 1742483.00, 15, 10065
100, 0.00, 0.00, 1740650.00, 15, 10169
101, 0.00, 0.00, 1739758.00, 15, 10272
102, 0.00, 0.00, 1739079.00, 15, 10376
103, 0.00, 0.00, 1738497.00, 15, 10480
104, 0.00, 0.00, 1738132.00, 15, 10584
105, 0.00, 0.00, 1737911.00, 15, 10687
106, 0.00, 0.00, 1737688.00, 15, 10791
107, 0.00, 0.00, 1737504.00, 15, 10895
108, 0.00, 0.00, 1737737.00, 15, 10999
109, 0.00, 0.00, 1737994.00, 15, 11102
110, 0.00, 0.00, 1738360.00, 15, 11206
111, 0.00, 0.00, 1738822.00, 15, 11310
112, 0.00, 0.00, 1740543.00, 15, 11414
113, 0.00, 0.00, 1741759.00, 15, 11517
114, 0.00, 0.00, 1742827.00, 15, 11621
115, 0.00, 0.00, 1743800.00, 15, 11725
116, 0.00, 0.00, 1744570.00, 15, 11829
117, 0.00, 0.00, 1745230.00, 15, 11932
118, 0.00, 0.00, 1745670.00, 15, 12036
119, 0.00, 0.00, 1745832.00, 15, 12140
120, 0.00, 0.00, 1745822.00, 15, 12244
121, 0.00, 0.00, 1745740.00, 15, 12347
122, 0.00, 0.00, 1745628.00, 15, 12451
123, 0.00, 0.00, 1744801.00, 15, 12555
124, 0.00, 0.00, 1744540.00, 15, 12659
125, 0.00, 0.00, 1744389.00, 15, 12762
126, 0.00, 0.00, 1744058.00, 15, 12866
127, 0.00, 0.00, 1743522.00, 15, 12970
128, 0.00, 0.00, 1742717.00, 15, 13074
129, 0.00, 0.00, 1741970.00, 15, 13177
130, 0.00, 0.00, 1741374.00, 15, 13281
131, 0.00, 0.00, 1740993.00, 15, 13385
132, 0.00, 0.00, 1740699.00, 15, 13489
133, 0.00, 0.00, 1740612.00, 15, 13592
134, 0.00, 0.00, 1740327.00, 15, 13696
135, 0.00, 0.00, 1739894.00, 15, 13800
136, 0.00, 0.00, 1740139.00, 15, 13904
137, 0.00, 0.00, 1740392.00, 15, 14008
138, 0.00, 0.00, 1740585.00, 15, 14111
139, 0.00, 0.00, 1740831.00, 15, 14215
140, 0.00, 0.00, 1741018.00, 15, 14319
141, 0.00, 0.00, 1741260.00, 15, 14423
142, 0.00, 0.00, 1741472.00, 15, 14526
143, 0.00, 0.00, 1741918.00, 15, 14630
144, 0.00, 0.00, 1742332.00, 15, 14734
145, 0.00, 0.00, 1742384.00, 15, 14838
146, 0.00, 0.00, 1742873.00, 15, 14941
147, 0.00, 0.00, 1746806.00, 15, 15045
148, 0.00, 0.00, 1748613.00, 15, 15149
149, 0.00, 0.00, 1749885.00, 15, 15253
150, 0.00, 0.00, 1751074.00, 15, 15356
151, 0.00, 0.00, 1752114.00, 15, 15460
152, 0.00, 0.00, 1752442.00, 15, 15564
153, 0.00, 0.00, 1752664.00, 15, 15668
154, 0.00, 0.00, 1752929.00, 15, 15771
155, 0.00, 0.00, 1753159.00, 15, 15875
156, 0.00, 0.00, 1753252.00, 15, 15979
157, 0.00, 0.00, 1753241.00, 15, 16083
158, 0.00, 0.00, 1753463.00, 15, 16186
159, 0.00, 0.00, 1754444.00, 15, 16290
160, 0.00, 0.00, 1755164.00, 15, 16394
161, 0.00, 0.00, 1756217.00, 15, 16498
162, 0.00, 0.00, 1757132.00, 15, 16601
163, 0.00, 0.00, 1757742.00, 15, 16705
164, 0.00, 0.00, 1758129.00, 15, 16809
165, 0.00, 0.00, 1758183.00, 15, 16913
166, 0.00, 0.00, 1757866.00, 15, 17016
167, 0.00, 0.00, 1757786.00, 15, 17120
168, 0.00, 0.00, 1758286.00, 15, 17224
169, 0.00, 0.00, 1759008.00, 15, 17328
170, 0.00, 0.00, 1759876.00, 15, 17431
171, 0.00, 0.00, 1763700.00, 15, 17535
172, 0.00, 0.00, 1767029.00, 15, 17639
173, 0.00, 0.00, 1769691.00, 15, 17743
174, 0.00, 0.00, 1771602.00, 15, 17847
175, 0.00, 0.00, 1772897.00, 15, 17950
176, 0.00, 0.00, 1773698.00, 15, 18054
177, 0.00, 0.00, 1774116.00, 15, 18158
178, 0.00, 0.00, 1774028.00, 15, 18262
179, 0.00, 0.00, 1773665.00, 15, 18365
180, 0.00, 0.00, 1773262.00, 15, 18469
181, 0.00, 0.00, 1772893.00, 15, 18573
182, 0.00, 0.00, 1771708.00, 15, 18677
183, 0.00, 0.00, 1770887.00, 15, 18780
184, 0.00, 0.00, 1769886.00, 15, 18884
185, 0.00, 0.00, 1768716.00, 15, 18988
186, 0.00, 0.00, 1767711.00, 15, 19092
187, 0.00, 0.00, 1766742.00, 15, 19195
188, 0.00, 0.00, 1765794.00, 15, 19299
189, 0.00, 0.00, 1764882.00, 15, 19403
190, 0.00, 0.00, 1763632.00, 15, 19507
191, 0.00, 0.00, 1761722.00, 15, 19610
192, 0.00, 0.00, 1759679.00, 15, 19714
193, 0.00, 0.00, 1757126.00, 15, 19818
194, 0.00, 0.00, 1752246.00, 15, 19922
195, 0.00, 0.00, 1750402.00, 15, 20025
196, 0.00, 0.00, 1748887.00, 15, 20129
197, 0.00, 0.00, 1747163.00, 15, 20233
198, 0.00, 0.00, 1744382.00, 15, 20337
199, 0.00, 0.00, 1741758.00, 15, 20440
200, 0.00, 0.00, 1739295.00, 15, 20544
201, 0.00, 0.00, 1736483.00, 15, 20648
202, 0.00, 0.00, 1733425.00, 15, 20752
203, 0.00, 0.00, 1730315.00, 15, 20856
204, 0.00, 0.00, 1727027.00, 15, 20959
205, 0.00, 0.00, 1724158.00, 15, 21063
206, 0.00, 0.00, 1719021.00, 15, 21167
207, 0.00, 0.00, 1716489.00, 15, 21271
208, 0.00, 0.00, 1714234.00, 15, 21374
209, 0.00, 0.00, 1712143.00, 15, 21478
210, 0.00, 0.00, 1709740.00, 15, 21582
211, 0.00, 0.00, 1707110.00, 15, 21686
212, 0.00, 0.00, 1704604.00, 15, 21789
213, 0.00, 0.00, 1702483.00, 15, 21893
214, 0.00, 0.00, 1700545.00, 15, 21997
215, 0.00, 0.00, 1698979.00, 15, 22101
216, 0.00, 0.00, 1697279.00, 15, 22204
217, 0.00, 0.00, 1695122.00, 15, 22308
218, 0.00, 0.00, 1675524.00, 15, 22412
219, 0.00, 0.00, 1656325.00, 15, 22516
220, 0.00, 0.00, 1649693.00, 15, 22619
221, 0.00, 0.00, 1643891.00, 15, 22723
222, 0.00, 0.00, 1638362.00, 15, 22827
223, 0.00, 0.00, 1635505.00, 15, 22931
224, 0.00, 0.00, 1633266.00, 15, 23034
225, 0.00, 0.00, 1630529.00, 15, 23138
226, 0.00, 0.00, 1628313.00, 15, 23242
227, 0.00, 0.00, 1624797.00, 15, 23346
228, 0.00, 0.00, 1620040.00, 15, 23449
229, 0.00, 0.00, 1615046.00, 15, 23553
230, 0.00, 0.00, 1602380.00, 15, 23657
231, 0.00, 0.00, 1597030.00, 15, 23761
232, 0.00, 0.00, 1592579.00, 15, 23865
233, 0.00, 0.00, 1588383.00, 15, 23968
234, 0.00, 0.00, 1584833.00, 15, 24072
235, 0.00, 0.00, 1582447.00, 15, 24176
236, 0.00, 0.00, 1581639.00, 15, 24280
237, 0.00, 0.00, 1580498.00, 15, 24383
238, 0.00, 0.00, 1577843.00, 15, 24487
239, 0.00, 0.00, 1574056.00, 15, 24591
240, 0.00, 0.00, 1569624.00, 15, 24695
241, 0.00, 0.00, 1565196.00, 15, 24798
242, 0.00, 0.00, 1564426.00, 15, 24902
243, 0.00, 0.00, 1564011.00, 15, 25006
244, 0.00, 0.00, 1564148.00, 15, 25110
245, 0.00, 0.00, 1564611.00, 15, 25213
246, 0.00, 0.00, 1566202.00, 15, 25317
247, 0.00, 0.00, 1570755.00, 15, 25421
248, 0.00, 0.00, 1576283.00, 15, 25525
249, 0.00, 0.00, 1579577.00, 15, 25628
250, 0.00, 0.00, 1580890.00, 15, 25732
251, 0.00, 0.00, 1581535.00, 15, 25836
252, 0.00, 0.00, 1581468.00, 15, 25940
253, 0.00, 0.00, 1580303.00, 15, 26043
254, 0.00, 0.00, 1579964.00, 15, 26147
255, 0.00, 0.00, 1579512.00, 15, 26251
256, 0.00, 0.00, 1578984.00, 15, 26355
257, 0.00, 0.00, 1578368.00, 15, 26458
258, 0.00, 0.00, 1577354.00, 15, 26562
259, 0.00, 0.00, 1576223.00, 15, 26666
260, 0.00, 0.00, 1575189.00, 15, 26770
261, 0.00, 0.00, 1574577.00, 15, 26874
262, 0.00, 0.00, 1574772.00, 15, 26977
263, 0.00, 0.00, 1575024.00, 15, 27081
264, 0.00, 0.00, 1575117.00, 15, 27185
265, 0.00, 0.00, 1574283.00, 15, 27289
266, 0.00, 0.00, 1573977.00, 15, 27392
267, 0.00, 0.00, 1573339.00, 15, 27496
268, 0.00, 0.00, 1572688.00, 15, 27600
269, 0.00, 0.00, 1571761.00, 15, 27704
270, 0.00, 0.00, 1571176.00, 15, 27807
271, 0.00, 0.00, 1570644.00, 15, 27911
272, 0.00, 0.00, 1569887.00, 15, 28015
273, 0.00, 0.00, 1569738.00, 15, 28119
274, 0.00, 0.00, 1569832.00, 15, 28223
275, 0.00, 0.00, 1569968.00, 15, 28326
276, 0.00, 0.00, 1570382.00, 15, 28430
277, 0.00, 0.00, 1571913.00, 15, 28534
278, 0.00, 0.00, 1572654.00, 15, 28638
279, 0.00, 0.00, 1573079.00, 15, 28741
280, 0.00, 0.00, 1572951.00, 15, 28845
281, 0.00, 0.00, 1572512.00, 15, 28949
282, 0.00, 0.00, 1571971.00, 15, 29053
283, 0.00, 0.00, 1571422.00, 15, 29156
284, 0.00, 0.00, 1570880.00, 15, 29260
285, 0.00, 0.00, 1570540.00, 15, 29364
286, 0.00, 0.00, 1570317.00, 15, 29468
287, 0.00, 0.00, 1569889.00, 15, 29571
288, 0.00, 0.00, 1567815.00, 15, 29675
289, 0.00, 0.00, 1567029.00, 15, 29779
290, 0.00, 0.00, 1566135.00, 15, 29883
291, 0.00, 0.00, 1565725.00, 15, 29987
292, 0.00, 0.00, 1564881.00, 15, 30090
293, 0.00, 0.00, 1563702.00, 15, 30194
294, 0.00, 0.00, 1562743.00, 15, 30298
295, 0.00, 0.00, 1561640.00, 15, 30402
296, 0.00, 0.00, 1560368.00, 15, 30505
297, 0.00, 0.00, 1559181.00, 15, 30609
298, 0.00, 0.00, 1558072.00, 15, 30713
299, 0.00, 0.00, 1557037.00, 15, 30817
300, 0.00, 0.00, 1555101.00, 15, 30920
301, 0.00, 0.00, 1553917.00, 15, 31024
302, 0.00, 0.00, 1552847.00, 15, 31128
303, 0.00, 0.00, 1551754.00, 15, 31232
304, 0.00, 0.00, 1550867.00, 15, 31335
305, 0.00, 0.00, 1549903.00, 15, 31439
306, 0.00, 0.00, 1548838.00, 15, 31543
307, 0.00, 0.00, 1547800.00, 15, 31647
308, 0.00, 0.00, 1546856.00, 15, 31750
309, 0.00, 0.00, 1545937.00, 15, 31854
310, 0.00, 0.00, 1545171.00, 15, 31958
311, 0.00, 0.00, 1544295.00, 15, 32062
312, 0.00, 0.00, 1543281.00, 15, 32165
313, 0.00, 0.00, 1542368.00, 15, 32269
314, 0.00, 0.00, 1541499.00, 15, 32373
315, 0.00, 0.00, 1540734.00, 15, 32477
316, 0.00, 0.00, 1539562.00, 15, 32580
317, 0.00, 0.00, 1537978.00, 15, 32684
318, 0.00, 0.00, 1536211.00, 15, 32788
319, 0.00, 0.00, 1534379.00, 15, 32892
320, 0.00, 0.00, 1532654.00, 15, 32996
321, 0.00, 0.00, 1531139.00, 15, 33099
322, 0.00, 0.00, 1529735.00, 15, 33203
323, 0.00, 0.00, 1528222.00, 15, 33307
324, 0.00, 0.00, 1521971.00, 15, 33411
325, 0.00, 0.00, 1518885.00, 15, 33514
326, 0.00, 0.00, 1516446.00, 15, 33618
327, 0.00, 0.00, 1514794.00, 15, 33722
328, 0.00, 0.00, 1513686.00, 15, 33826
329, 0.00, 0.00, 1512626.00, 15, 33929
330, 0.00, 0.00, 1510834.00, 15, 34033
331, 0.00, 0.00, 1508720.00, 15, 34137
332, 0.00, 0.00, 1506694.00, 15, 34241
333, 0.00, 0.00, 1504792.00, 15, 34344
334, 0.00, 0.00, 1503246.00, 15, 34448
335, 0.00, 0.00, 1501573.00, 15, 34552
336, 0.00, 0.00, 1497866.00, 15, 34656
337, 0.00, 0.00, 1496228.00, 15, 34759
338, 0.00, 0.00, 1494906.00, 15, 34863
339, 0.00, 0.00, 1493896.00, 15, 34967
340, 0.00, 0.00, 1493074.00, 15, 35071
341, 0.00, 0.00, 1492385.00, 15, 35174
342, 0.00, 0.00, 1491596.00, 15, 35278
343, 0.00, 0.00, 1490578.00, 15, 35382
344, 0.00, 0.00, 1489542.00, 15, 35486
345, 0.00, 0.00, 1488599.00, 15, 35589
346, 0.00, 0.00, 1487619.00, 15, 35693
347, 0.00, 0.00, 1484462.00, 15, 35797
348, 0.00, 0.00, 1483049.00, 15, 35901
349, 0.00, 0.00, 1481660.00, 15, 36004
350, 0.00, 0.00, 1480312.00, 15, 36108
351, 0.00, 0.00, 1478803.00, 15, 36212
352, 0.00, 0.00, 1477639.00, 15, 36316
353, 0.00, 0.00, 1476854.00, 15, 36420
354, 0.00, 0.00, 1476177.00, 15, 36523
355, 0.00, 0.00, 1475859.00, 15, 36627
356, 0.00, 0.00, 1475943.00, 15, 36731
357, 0.00, 0.00, 1476254.00, 15, 36835
358, 0.00, 0.00, 1477015.00, 15, 36938
359, 0.00, 0.00, 1479135.00, 15, 37042
360, 0.00, 0.00, 1480070.00, 15, 37146
361, 0.00, 0.00, 1481001.00, 15, 37250
362, 0.00, 0.00, 1482150.00, 15, 37353
363, 0.00, 0.00, 1483274.00, 15, 37457
364, 0.00, 0.00, 1484430.00, 15, 37561
365, 0.00, 0.00, 1485374.00, 15, 37665
366, 0.00, 0.00, 1485857.00, 15, 37768
367, 0.00, 0.00, 1486429.00, 15, 37872
368, 0.00, 0.00, 1487063.00, 15, 37976
369, 0.00, 0.00, 1487683.00, 15, 38080
370, 0.00, 0.00, 1488208.00, 15, 38183
371, 0.00, 0.00, 1489673.00, 15, 38287
372, 0.00, 0.00, 1490205.00, 15, 38391
373, 0.00, 0.00, 1490530.00, 15, 38495
374, 0.00, 0.00, 1490767.00, 15, 38598
375, 0.00, 0.00, 1490891.00, 15, 38702
376, 0.00, 0.00, 1491152.00, 15, 38806
377, 0.00, 0.00, 1491699.00, 15, 38910
378, 0.00, 0.00, 1492542.00, 15, 39013
379, 0.00, 0.00, 1493404.00, 15, 39117
380, 0.00, 0.00, 1494067.00, 15, 39221
381, 0.00, 0.00, 1494457.00, 15, 39325
382, 0.00, 0.00, 1494477.00, 15, 39428
383, 0.00, 0.00, 1497578.00, 15, 39532
384, 0.00, 0.00, 1497952.00, 15, 39636
385, 0.00, 0.00, 1497476.00, 15, 39740
386, 0.00, 0.00, 1496669.00, 15, 39844
387, 0.00, 0.00, 1495247.00, 15, 39947
388, 0.00, 0.00, 1493543.00, 15, 40051
389, 0.00, 0.00, 1491624.00, 15, 40155
390, 0.00, 0.00, 1489342.00, 15, 40259
391, 0.00, 0.00, 1486936.00, 15, 40362
392, 0.00, 0.00, 1484429.00, 15, 40466
393, 0.00, 0.00, 1481390.00, 15, 40570
394, 0.00, 0.00, 1477559.00, 15, 40674
395, 0.00, 0.00, 1471344.00, 15, 40777
396, 0.00, 0.00, 1468667.00, 15, 40881
397, 0.00, 0.00, 1465966.00, 15, 40985
398, 0.00, 0.00, 1463556.00, 15, 41089
399, 0.00, 0.00, 1461984.00, 15, 41192
400, 0.00, 0.00, 1461322.00, 15, 41296
401, 0.00, 0.00, 1461213.00, 15, 41400
402, 0.00, 0.00, 1461123.00, 15, 41504
403, 0.00, 0.00, 1461766.00, 15, 41607
404, 0.00, 0.00, 1462824.00, 15, 41711
405, 0.00, 0.00, 1463735.00, 15, 41815
406, 0.00, 0.00, 1465197.00, 15, 41919
407, 0.00, 0.00, 1465488.00, 15, 42022
408, 0.00, 0.00, 1465693.00, 15, 42126
409, 0.00, 0.00, 1465528.00, 15, 42230
410, 0.00, 0.00, 1465059.00, 15, 42334
411, 0.00, 0.00, 1464521.00, 15, 42437
412, 0.00, 0.00, 1464288.00, 15, 42541
413, 0.00, 0.00, 1464713.00, 15, 42645
414, 0.00, 0.00, 1465292.00, 15, 42749
415, 0.00, 0.00, 1465548.00, 15, 42852
416, 0.00, 0.00, 1465853.00, 15, 42956
417, 0.00, 0.00, 1466124.00, 15, 43060
418, 0.00, 0.00, 1466888.00, 15, 43164
419, 0.00, 0.00, 1466986.00, 15, 43268
420, 0.00, 0.00, 1466539.00, 15, 43371
421, 0.00, 0.00, 1465834.00, 15, 43475
422, 0.00, 0.00, 1465017.00, 15, 43579
423, 0.00, 0.00, 1464221.00, 15, 43683
424, 0.00, 0.00, 1463402.00, 15, 43786
425, 0.00, 0.00, 1462318.00, 15, 43890
426, 0.00, 0.00, 1460797.00, 15, 43994
427, 0.00, 0.00, 1459254.00, 15, 44098
428, 0.00, 0.00, 1458163.00, 15, 44201
429, 0.00, 0.00, 1457564.00, 15, 44305
430, 0.00, 0.00, 1456209.00, 15, 44409
431, 0.00, 0.00, 1455688.00, 15, 44513
