time,chan1,chan2
2019-07-25 16:45:39.528036,0.0,0.0
2019-07-25 16:45:39.694593,0.0,0.0
2019-07-25 16:45:39.869128,0.0,0.0
2019-07-25 16:45:40.045658,0.0,0.0
2019-07-25 16:45:40.214211,0.0,0.0
2019-07-25 16:45:40.401713,0.0,0.0
2019-07-25 16:45:40.605170,0.0,0.0
2019-07-25 16:45:40.824587,0.0,0.0
2019-07-25 16:45:41.006104,0.0,0.0
2019-07-25 16:45:41.178645,0.0,0.0
2019-07-25 16:45:41.345202,0.0,0.0
2019-07-25 16:45:41.513753,0.0,0.0
2019-07-25 16:45:41.684300,0.0,0.0
2019-07-25 16:45:41.870804,0.0,0.0
2019-07-25 16:45:42.033372,0.0,0.0
2019-07-25 16:45:42.195940,0.0,0.0
2019-07-25 16:45:42.381446,0.0,0.0
2019-07-25 16:45:42.549002,0.0,0.0
2019-07-25 16:45:42.711569,0.0,0.0
2019-07-25 16:45:42.914029,0.0,0.0
2019-07-25 16:45:43.123472,0.0,0.0
2019-07-25 16:45:43.303993,0.0,0.0
2019-07-25 16:45:43.475536,0.0,0.0
2019-07-25 16:45:43.679992,0.0,0.0
2019-07-25 16:45:43.864501,0.0,0.0
2019-07-25 16:45:44.031058,0.0,0.0
2019-07-25 16:45:44.198612,0.0,0.0
2019-07-25 16:45:44.363174,0.0,0.0
2019-07-25 16:45:44.550676,0.0,0.0
2019-07-25 16:45:44.710251,0.0,0.0
2019-07-25 16:45:44.879801,0.0,0.0
2019-07-25 16:45:45.052343,0.0,0.0
2019-07-25 16:45:45.219942,0.0,0.0
2019-07-25 16:45:45.393436,0.0,0.0
2019-07-25 16:45:45.603875,0.0,0.0
2019-07-25 16:45:45.773424,0.0,0.0
2019-07-25 16:45:45.946002,0.0,0.0
2019-07-25 16:45:46.117509,0.0,0.0
2019-07-25 16:45:46.279078,0.0,0.0
2019-07-25 16:45:46.443641,0.0,0.0
2019-07-25 16:45:46.631143,0.0,0.0
2019-07-25 16:45:46.823631,0.0,0.0
2019-07-25 16:45:46.999163,0.0,0.0
2019-07-25 16:45:47.216586,0.0,0.0
2019-07-25 16:45:47.449162,0.0,0.0
2019-07-25 16:45:47.667864,0.0,0.0
2019-07-25 16:45:47.913980,0.0,0.0
2019-07-25 16:45:48.176281,0.0,0.0
2019-07-25 16:45:48.369766,0.0,0.0
2019-07-25 16:45:48.545299,0.0,0.0
2019-07-25 16:45:48.710860,0.0,0.0
2019-07-25 16:45:48.884397,0.0,0.0
2019-07-25 16:45:49.046965,0.0,0.0
2019-07-25 16:45:49.211528,0.0,0.0
2019-07-25 16:45:49.376088,0.0,0.0
2019-07-25 16:45:49.544641,0.0,0.0
2019-07-25 16:45:49.709203,0.0,0.0
2019-07-25 16:45:49.923634,0.0,0.0
2019-07-25 16:45:50.132077,0.0,0.0
2019-07-25 16:45:50.296640,0.0,0.0
2019-07-25 16:45:50.462201,0.0,0.0
2019-07-25 16:45:50.633743,0.0,0.0
2019-07-25 16:45:50.825235,0.0,0.0
2019-07-25 16:45:51.001934,0.0,0.0
2019-07-25 16:45:51.176470,0.0,0.0
2019-07-25 16:45:51.341032,0.0,0.0
2019-07-25 16:45:51.507588,0.0,0.0
2019-07-25 16:45:51.732989,0.0,0.0
2019-07-25 16:45:51.976341,0.0,0.0
2019-07-25 16:45:52.225678,0.0,0.0
2019-07-25 16:45:52.440108,0.0,0.0
2019-07-25 16:45:52.688447,0.0,0.0
2019-07-25 16:45:52.919832,0.0,0.0
2019-07-25 16:45:53.132267,0.0,0.0
2019-07-25 16:45:53.376616,0.0,0.0
2019-07-25 16:45:53.599024,0.0,0.0
2019-07-25 16:45:53.814453,0.0,0.0
2019-07-25 16:45:54.022896,0.0,0.0
2019-07-25 16:45:54.233337,0.0,0.0
2019-07-25 16:45:54.431810,0.0,0.0
2019-07-25 16:45:54.608340,0.0,0.0
2019-07-25 16:45:54.772901,0.0,0.0
2019-07-25 16:45:54.942451,0.0,0.0
2019-07-25 16:45:55.113994,0.0,0.0
2019-07-25 16:45:55.277558,0.0,0.0
2019-07-25 16:45:55.456084,0.0,0.0
2019-07-25 16:45:55.655553,0.0,0.0
2019-07-25 16:45:55.828094,0.0,0.0
2019-07-25 16:45:55.991658,0.0,0.0
2019-07-25 16:45:56.234016,0.0,0.0
2019-07-25 16:45:56.414534,0.0,0.0
2019-07-25 16:45:56.582088,0.0,0.0
2019-07-25 16:45:56.743659,0.0,0.0
2019-07-25 16:45:56.910215,0.0,0.0
2019-07-25 16:45:57.082756,0.0,0.0
2019-07-25 16:45:57.276242,0.0,0.0
2019-07-25 16:45:57.441801,0.0,0.0
2019-07-25 16:45:57.609354,0.0,0.0
2019-07-25 16:45:57.774914,0.0,0.0
2019-07-25 16:45:57.937482,0.0,0.0
2019-07-25 16:45:58.116006,0.0,0.0
2019-07-25 16:45:58.289545,0.0,0.0
2019-07-25 16:45:58.452112,0.0,0.0
2019-07-25 16:45:58.614680,0.0,0.0
2019-07-25 16:45:58.798191,0.0,0.0
2019-07-25 16:45:58.963751,0.0,0.0
2019-07-25 16:45:59.140281,0.0,0.0
2019-07-25 16:45:59.340748,0.0,0.0
2019-07-25 16:45:59.521268,0.0,0.0
2019-07-25 16:45:59.685829,0.0,0.0
2019-07-25 16:45:59.852386,0.0,0.0
2019-07-25 16:46:00.017946,0.0,0.0
2019-07-25 16:46:00.276259,0.0,0.0
2019-07-25 16:46:00.523601,0.0,0.0
2019-07-25 16:46:00.781914,0.0,0.0
2019-07-25 16:46:00.982379,0.0,0.0
2019-07-25 16:46:01.161902,0.0,0.0
2019-07-25 16:46:01.328458,0.0,0.0
2019-07-25 16:46:01.497009,0.0,0.0
