time,chan1,chan2
2019-07-25 16:47:43.550242,0.0,0.0
2019-07-25 16:47:43.711812,0.0,0.0
2019-07-25 16:47:43.885349,0.0,0.0
2019-07-25 16:47:44.074844,0.0,0.0
2019-07-25 16:47:44.237410,0.0,0.0
2019-07-25 16:47:44.399074,0.0,0.0
2019-07-25 16:47:44.562639,0.0,0.0
2019-07-25 16:47:44.723237,0.0,0.0
2019-07-25 16:47:44.925671,0.0,0.0
2019-07-25 16:47:45.126136,0.0,0.0
2019-07-25 16:47:45.337572,0.0,0.0
2019-07-25 16:47:45.559979,0.0,0.0
2019-07-25 16:47:45.743489,0.0,0.0
2019-07-25 16:47:45.916029,0.0,0.0
2019-07-25 16:47:46.088569,0.0,0.0
2019-07-25 16:47:46.254129,0.0,0.0
2019-07-25 16:47:46.427665,0.0,0.0
2019-07-25 16:47:46.589216,0.0,0.0
2019-07-25 16:47:46.779663,0.0,0.0
2019-07-25 16:47:46.994090,0.0,0.0
2019-07-25 16:47:47.189569,0.0,0.0
2019-07-25 16:47:47.361111,0.0,0.0
2019-07-25 16:47:47.531656,0.0,0.0
2019-07-25 16:47:47.711178,0.0,0.0
2019-07-25 16:47:47.894689,0.0,0.0
2019-07-25 16:47:48.058253,0.0,0.0
2019-07-25 16:47:48.224808,0.0,0.0
2019-07-25 16:47:48.408319,0.0,0.0
2019-07-25 16:47:48.613771,0.0,0.0
2019-07-25 16:47:48.776339,0.0,0.0
2019-07-25 16:47:48.940899,0.0,0.0
2019-07-25 16:47:49.123412,0.0,0.0
2019-07-25 16:47:49.286976,0.0,0.0
2019-07-25 16:47:49.474475,0.0,0.0
2019-07-25 16:47:49.635048,0.0,0.0
2019-07-25 16:47:49.795620,0.0,0.0
2019-07-25 16:47:49.962175,0.0,0.0
2019-07-25 16:47:50.130726,0.0,0.0
2019-07-25 16:47:50.293293,0.0,0.0
2019-07-25 16:47:50.460845,0.0,0.0
2019-07-25 16:47:50.622415,0.0,0.0
