148,926	14,070
148,763	14,071
148,562	14,071
148,364	14,072
148,197	14,073
148,210	14,073
148,343	14,073
148,462	14,073
148,611	14,074
148,724	14,073
148,879	14,073
148,799	14,073
148,534	14,073
148,251	14,072
147,855	14,071
147,447	14,070
146,963	14,069
146,525	14,068
146,153	14,067
145,853	14,066
145,581	14,064
145,329	14,062
145,059	14,060
144,783	14,058
144,495	14,056
144,160	14,054
143,781	14,051
143,354	14,049
142,965	14,046
142,587	14,043
142,228	14,040
141,884	14,037
141,492	14,034
141,045	14,031
140,439	14,027
139,678	14,024
138,837	14,020
137,887	14,016
136,955	14,012
136,247	14,007
135,638	14,003
135,197	13,999
134,837	13,994
134,522	13,989
134,229	13,985
133,741	13,980
133,035	13,974
132,230	13,969
131,303	13,964
130,365	13,958
129,447	13,952
128,453	13,947
127,670	13,941
126,812	13,935
126,136	13,928
125,469	13,922
124,740	13,916
124,074	13,909
123,336	13,902
122,797	13,895
122,012	13,888
121,134	13,881
120,244	13,874
119,422	13,866
118,583	13,859
117,530	13,851
116,586	13,843
115,735	13,835
114,935	13,827
114,004	13,819
113,105	13,811
112,409	13,802
111,712	13,794
110,867	13,785
110,084	13,776
109,388	13,767
108,747	13,758
108,016	13,749
107,305	13,739
106,650	13,730
105,820	13,720
104,934	13,710
103,948	13,700
102,903	13,690
101,773	13,680
100,854	13,670
100,050	13,659
99,170	13,649
98,404	13,638
97,823	13,627
97,339	13,616
96,754	13,605
96,268	13,594
96,006	13,582
95,753	13,571
95,430	13,559
95,135	13,547
94,948	13,536
94,598	13,524
94,340	13,512
94,059	13,499
93,811	13,487
93,639	13,474
93,357	13,462
93,157	13,449
92,910	13,436
92,649	13,423
92,313	13,410
91,983	13,397
91,700	13,383
91,451	13,370
91,120	13,356
90,799	13,343
90,662	13,329
90,373	13,315
90,202	13,301
89,950	13,286
89,726	13,272
89,552	13,257
89,268	13,243
89,055	13,228
88,817	13,213
88,563	13,198
88,315	13,183
88,047	13,168
87,820	13,153
87,586	13,137
87,336	13,121
87,114	13,106
86,831	13,090
86,619	13,074
86,292	13,058
