Date: 28.2.2020 , In use by: Mena
Daytime: 14:48:31, Temperature: 12°C
ID, strain1, strain2, strain3, temp [°C], runtime [ms]
59, 0.00, 0.00, 11517403.00, 12, 5919
60, 0.00, 0.00, 11517352.00, 12, 6023
61, 0.00, 0.00, 11517228.00, 12, 6127
62, 0.00, 0.00, 11517284.00, 12, 6230
63, 0.00, 0.00, 11517400.00, 12, 6334
64, 0.00, 0.00, 11517488.00, 12, 6438
65, 0.00, 0.00, 11517620.00, 12, 6542
66, 0.00, 0.00, 11518002.00, 12, 6646
67, 0.00, 0.00, 11518292.00, 12, 6750
68, 0.00, 0.00, 11518202.00, 12, 6853
69, 0.00, 0.00, 11518059.00, 12, 6957
70, 0.00, 0.00, 11518128.00, 12, 7061
71, 0.00, 0.00, 11518402.00, 12, 7165
72, 0.00, 0.00, 11518262.00, 12, 7269
73, 0.00, 0.00, 11517676.00, 12, 7373
74, 0.00, 0.00, 11517473.00, 12, 7476
75, 0.00, 0.00, 11517306.00, 12, 7580
76, 0.00, 0.00, 11516994.00, 12, 7684
77, 0.00, 0.00, 11516634.00, 12, 7788
78, 0.00, 0.00, 11516210.00, 12, 7892
79, 0.00, 0.00, 11515361.00, 12, 7996
80, 0.00, 0.00, 11514956.00, 12, 8100
81, 0.00, 0.00, 11514699.00, 12, 8203
82, 0.00, 0.00, 11514396.00, 12, 8307
83, 0.00, 0.00, 11514046.00, 12, 8411
84, 0.00, 0.00, 11513742.00, 12, 8515
85, 0.00, 0.00, 11513482.00, 12, 8619
86, 0.00, 0.00, 11513343.00, 12, 8723
87, 0.00, 0.00, 11513355.00, 12, 8826
88, 0.00, 0.00, 11513466.00, 12, 8930
89, 0.00, 0.00, 11513530.00, 12, 9034
90, 0.00, 0.00, 11513908.00, 12, 9138
91, 0.00, 0.00, 11514220.00, 12, 9242
92, 0.00, 0.00, 11514406.00, 12, 9346
93, 0.00, 0.00, 11514635.00, 12, 9450
94, 0.00, 0.00, 11514952.00, 12, 9553
95, 0.00, 0.00, 11515163.00, 12, 9657
96, 0.00, 0.00, 11515285.00, 12, 9761
97, 0.00, 0.00, 11515455.00, 12, 9865
98, 0.00, 0.00, 11515571.00, 12, 9969
99, 0.00, 0.00, 11515629.00, 12, 10073
100, 0.00, 0.00, 11515582.00, 12, 10176
101, 0.00, 0.00, 11515528.00, 12, 10280
102, 0.00, 0.00, 11515186.00, 12, 10384
103, 0.00, 0.00, 11515005.00, 12, 10488
104, 0.00, 0.00, 11514841.00, 12, 10592
105, 0.00, 0.00, 11514592.00, 12, 10696
106, 0.00, 0.00, 11514277.00, 12, 10800
107, 0.00, 0.00, 11514077.00, 12, 10903
108, 0.00, 0.00, 11513962.00, 12, 11007
109, 0.00, 0.00, 11513802.00, 12, 11111
110, 0.00, 0.00, 11513678.00, 12, 11215
111, 0.00, 0.00, 11513728.00, 12, 11319
112, 0.00, 0.00, 11513789.00, 12, 11423
113, 0.00, 0.00, 11513699.00, 12, 11526
114, 0.00, 0.00, 11513777.00, 12, 11630
115, 0.00, 0.00, 11513755.00, 12, 11734
116, 0.00, 0.00, 11513631.00, 12, 11838
117, 0.00, 0.00, 11513580.00, 12, 11942
118, 0.00, 0.00, 11513461.00, 12, 12046
119, 0.00, 0.00, 11513214.00, 12, 12149
120, 0.00, 0.00, 11513026.00, 12, 12253
121, 0.00, 0.00, 11512888.00, 12, 12357
122, 0.00, 0.00, 11512823.00, 12, 12461
123, 0.00, 0.00, 11512742.00, 12, 12565
124, 0.00, 0.00, 11512564.00, 12, 12669
125, 0.00, 0.00, 11512159.00, 12, 12772
126, 0.00, 0.00, 11512071.00, 12, 12876
127, 0.00, 0.00, 11511989.00, 12, 12980
128, 0.00, 0.00, 11511794.00, 12, 13084
129, 0.00, 0.00, 11511504.00, 12, 13188
130, 0.00, 0.00, 11511264.00, 12, 13292
131, 0.00, 0.00, 11511028.00, 12, 13395
132, 0.00, 0.00, 11510772.00, 12, 13499
133, 0.00, 0.00, 11510552.00, 12, 13603
134, 0.00, 0.00, 11510424.00, 12, 13707
135, 0.00, 0.00, 11510316.00, 12, 13811
136, 0.00, 0.00, 11510553.00, 12, 13915
137, 0.00, 0.00, 11510689.00, 12, 14018
138, 0.00, 0.00, 11510744.00, 12, 14122
139, 0.00, 0.00, 11510854.00, 12, 14226
140, 0.00, 0.00, 11510858.00, 12, 14330
141, 0.00, 0.00, 11510743.00, 12, 14434
142, 0.00, 0.00, 11510732.00, 12, 14538
143, 0.00, 0.00, 11510714.00, 12, 14642
144, 0.00, 0.00, 11510751.00, 12, 14745
145, 0.00, 0.00, 11510811.00, 12, 14849
146, 0.00, 0.00, 11510873.00, 12, 14953
147, 0.00, 0.00, 11510908.00, 12, 15057
148, 0.00, 0.00, 11510791.00, 12, 15161
149, 0.00, 0.00, 11510713.00, 12, 15265
150, 0.00, 0.00, 11510629.00, 12, 15368
151, 0.00, 0.00, 11510546.00, 12, 15472
152, 0.00, 0.00, 11510380.00, 12, 15576
153, 0.00, 0.00, 11510096.00, 12, 15680
154, 0.00, 0.00, 11509827.00, 12, 15784
155, 0.00, 0.00, 11509750.00, 12, 15888
156, 0.00, 0.00, 11509745.00, 12, 15991
157, 0.00, 0.00, 11504243.00, 12, 16095
158, 0.00, 0.00, 11483427.00, 12, 16199
159, 0.00, 0.00, 11475952.00, 12, 16303
160, 0.00, 0.00, 11472829.00, 12, 16407
BASELINE Time: 14:49:13
RECORDING Time: 14:49:22
1, 0.00, 0.00, 11483109.00, 12, 0
2, 0.00, 0.00, 11483106.00, 12, 0
3, 0.00, 0.00, 11482190.00, 12, 103
4, 0.00, 0.00, 11481392.00, 12, 207
5, 0.00, 0.00, 11479977.00, 12, 311
6, 0.00, 0.00, 11478832.00, 12, 415
7, 0.00, 0.00, 11479753.00, 12, 519
8, 0.00, 0.00, 11480485.00, 12, 623
9, 0.00, 0.00, 11480724.00, 12, 726
10, 0.00, 0.00, 11480391.00, 12, 830
11, 0.00, 0.00, 11480080.00, 12, 934
12, 0.00, 0.00, 11479763.00, 12, 1038
13, 0.00, 0.00, 11479761.00, 12, 1142
14, 0.00, 0.00, 11479856.00, 12, 1246
15, 0.00, 0.00, 11479987.00, 12, 1349
16, 0.00, 0.00, 11480239.00, 12, 1453
17, 0.00, 0.00, 11480575.00, 12, 1557
18, 0.00, 0.00, 11480807.00, 12, 1661
19, 0.00, 0.00, 11481028.00, 12, 1765
20, 0.00, 0.00, 11481190.00, 12, 1869
21, 0.00, 0.00, 11481498.00, 12, 1972
22, 0.00, 0.00, 11481552.00, 12, 2076
23, 0.00, 0.00, 11481611.00, 12, 2180
24, 0.00, 0.00, 11481598.00, 12, 2284
25, 0.00, 0.00, 11481598.00, 12, 2388
26, 0.00, 0.00, 11481597.00, 12, 2492
27, 0.00, 0.00, 11481517.00, 12, 2595
28, 0.00, 0.00, 11481503.00, 12, 2699
29, 0.00, 0.00, 11481486.00, 12, 2803
30, 0.00, 0.00, 11481411.00, 12, 2907
31, 0.00, 0.00, 11481342.00, 12, 3011
32, 0.00, 0.00, 11481347.00, 12, 3115
33, 0.00, 0.00, 11481226.00, 12, 3218
34, 0.00, 0.00, 11481179.00, 12, 3322
35, 0.00, 0.00, 11481149.00, 12, 3426
36, 0.00, 0.00, 11481155.00, 12, 3530
37, 0.00, 0.00, 11481118.00, 12, 3634
38, 0.00, 0.00, 11481054.00, 12, 3738
39, 0.00, 0.00, 11481091.00, 12, 3841
40, 0.00, 0.00, 11480988.00, 12, 3945
41, 0.00, 0.00, 11480936.00, 12, 4049
42, 0.00, 0.00, 11480972.00, 12, 4153
43, 0.00, 0.00, 11480916.00, 12, 4257
44, 0.00, 0.00, 11480789.00, 12, 4361
45, 0.00, 0.00, 11480776.00, 12, 4464
46, 0.00, 0.00, 11480813.00, 12, 4568
47, 0.00, 0.00, 11480754.00, 12, 4672
48, 0.00, 0.00, 11480749.00, 12, 4776
49, 0.00, 0.00, 11480759.00, 12, 4880
50, 0.00, 0.00, 11480796.00, 12, 4984
51, 0.00, 0.00, 11480847.00, 12, 5087
52, 0.00, 0.00, 11480531.00, 12, 5191
53, 0.00, 0.00, 11479646.00, 12, 5295
54, 0.00, 0.00, 11480057.00, 12, 5399
55, 0.00, 0.00, 11480717.00, 12, 5503
56, 0.00, 0.00, 11480902.00, 12, 5607
57, 0.00, 0.00, 11480870.00, 12, 5711
58, 0.00, 0.00, 11480817.00, 12, 5814
59, 0.00, 0.00, 11480819.00, 12, 5918
60, 0.00, 0.00, 11480911.00, 12, 6022
61, 0.00, 0.00, 11480934.00, 12, 6126
62, 0.00, 0.00, 11480945.00, 12, 6230
63, 0.00, 0.00, 11480943.00, 12, 6334
64, 0.00, 0.00, 11480551.00, 12, 6437
65, 0.00, 0.00, 11480124.00, 12, 6541
66, 0.00, 0.00, 11480638.00, 12, 6645
67, 0.00, 0.00, 11481496.00, 12, 6749
68, 0.00, 0.00, 11481576.00, 12, 6853
69, 0.00, 0.00, 11481647.00, 12, 6957
70, 0.00, 0.00, 11481816.00, 12, 7060
71, 0.00, 0.00, 11481916.00, 12, 7164
72, 0.00, 0.00, 11481958.00, 12, 7268
73, 0.00, 0.00, 11482038.00, 12, 7372
74, 0.00, 0.00, 11482063.00, 12, 7476
75, 0.00, 0.00, 11482217.00, 12, 7580
76, 0.00, 0.00, 11482392.00, 12, 7683
77, 0.00, 0.00, 11482467.00, 12, 7787
78, 0.00, 0.00, 11482522.00, 12, 7891
79, 0.00, 0.00, 11482691.00, 12, 7995
80, 0.00, 0.00, 11482667.00, 12, 8099
81, 0.00, 0.00, 11482690.00, 12, 8203
82, 0.00, 0.00, 11482739.00, 12, 8306
83, 0.00, 0.00, 11482819.00, 12, 8410
84, 0.00, 0.00, 11482976.00, 12, 8514
85, 0.00, 0.00, 11482995.00, 12, 8618
86, 0.00, 0.00, 11483076.00, 12, 8722
87, 0.00, 0.00, 11483209.00, 12, 8826
88, 0.00, 0.00, 11483217.00, 12, 8929
89, 0.00, 0.00, 11483238.00, 12, 9033
90, 0.00, 0.00, 11483482.00, 12, 9137
91, 0.00, 0.00, 11483570.00, 12, 9241
92, 0.00, 0.00, 11483645.00, 12, 9345
93, 0.00, 0.00, 11483670.00, 12, 9449
94, 0.00, 0.00, 11483722.00, 12, 9552
95, 0.00, 0.00, 11483675.00, 12, 9656
96, 0.00, 0.00, 11483751.00, 12, 9760
97, 0.00, 0.00, 11483806.00, 12, 9864
98, 0.00, 0.00, 11483790.00, 12, 9968
99, 0.00, 0.00, 11483839.00, 12, 10072
100, 0.00, 0.00, 11483869.00, 12, 10176
101, 0.00, 0.00, 11483871.00, 12, 10279
102, 0.00, 0.00, 11483805.00, 12, 10383
103, 0.00, 0.00, 11483778.00, 12, 10487
104, 0.00, 0.00, 11483738.00, 12, 10591
105, 0.00, 0.00, 11483752.00, 12, 10695
106, 0.00, 0.00, 11483672.00, 12, 10799
107, 0.00, 0.00, 11483564.00, 12, 10902
108, 0.00, 0.00, 11483499.00, 12, 11006
109, 0.00, 0.00, 11483413.00, 12, 11110
110, 0.00, 0.00, 11483365.00, 12, 11214
111, 0.00, 0.00, 11483362.00, 12, 11318
112, 0.00, 0.00, 11483247.00, 12, 11422
113, 0.00, 0.00, 11482933.00, 12, 11525
114, 0.00, 0.00, 11482891.00, 12, 11629
115, 0.00, 0.00, 11482896.00, 12, 11733
116, 0.00, 0.00, 11482809.00, 12, 11837
117, 0.00, 0.00, 11482679.00, 12, 11941
118, 0.00, 0.00, 11482439.00, 12, 12045
119, 0.00, 0.00, 11482053.00, 12, 12148
120, 0.00, 0.00, 11481648.00, 12, 12252
121, 0.00, 0.00, 11481001.00, 12, 12356
122, 0.00, 0.00, 11480001.00, 12, 12460
123, 0.00, 0.00, 11479785.00, 12, 12564
124, 0.00, 0.00, 11479491.00, 12, 12668
125, 0.00, 0.00, 11479428.00, 12, 12771
126, 0.00, 0.00, 11479292.00, 12, 12875
127, 0.00, 0.00, 11479131.00, 12, 12979
128, 0.00, 0.00, 11478956.00, 12, 13083
129, 0.00, 0.00, 11478225.00, 12, 13187
130, 0.00, 0.00, 11475677.00, 12, 13291
131, 0.00, 0.00, 11473787.00, 12, 13394
132, 0.00, 0.00, 11474359.00, 12, 13498
133, 0.00, 0.00, 11474871.00, 12, 13602
134, 0.00, 0.00, 11475260.00, 12, 13706
135, 0.00, 0.00, 11475786.00, 12, 13810
136, 0.00, 0.00, 11476440.00, 12, 13914
137, 0.00, 0.00, 11476592.00, 12, 14018
138, 0.00, 0.00, 11476641.00, 12, 14121
139, 0.00, 0.00, 11476860.00, 12, 14225
140, 0.00, 0.00, 11477393.00, 12, 14329
141, 0.00, 0.00, 11477689.00, 12, 14433
142, 0.00, 0.00, 11478005.00, 12, 14537
143, 0.00, 0.00, 11478291.00, 12, 14641
144, 0.00, 0.00, 11478486.00, 12, 14744
145, 0.00, 0.00, 11478632.00, 12, 14848
146, 0.00, 0.00, 11478650.00, 12, 14952
147, 0.00, 0.00, 11478700.00, 12, 15056
148, 0.00, 0.00, 11478804.00, 12, 15160
149, 0.00, 0.00, 11478812.00, 12, 15264
150, 0.00, 0.00, 11478885.00, 12, 15367
151, 0.00, 0.00, 11478940.00, 12, 15471
152, 0.00, 0.00, 11478937.00, 12, 15575
153, 0.00, 0.00, 11478951.00, 12, 15679
154, 0.00, 0.00, 11479028.00, 12, 15783
155, 0.00, 0.00, 11479040.00, 12, 15887
156, 0.00, 0.00, 11479107.00, 12, 15990
157, 0.00, 0.00, 11479246.00, 12, 16094
158, 0.00, 0.00, 11479364.00, 12, 16198
159, 0.00, 0.00, 11479424.00, 12, 16302
160, 0.00, 0.00, 11479439.00, 12, 16406
161, 0.00, 0.00, 11479375.00, 12, 16509
162, 0.00, 0.00, 11479357.00, 12, 16613
163, 0.00, 0.00, 11479406.00, 12, 16717
164, 0.00, 0.00, 11479419.00, 12, 16821
165, 0.00, 0.00, 11479460.00, 12, 16925
166, 0.00, 0.00, 11479524.00, 12, 17029
167, 0.00, 0.00, 11479451.00, 12, 17132
168, 0.00, 0.00, 11479418.00, 12, 17236
169, 0.00, 0.00, 11479450.00, 12, 17340
170, 0.00, 0.00, 11479425.00, 12, 17444
171, 0.00, 0.00, 11479391.00, 12, 17548
172, 0.00, 0.00, 11479313.00, 12, 17652
173, 0.00, 0.00, 11479256.00, 12, 17755
174, 0.00, 0.00, 11479141.00, 12, 17859
175, 0.00, 0.00, 11479022.00, 12, 17963
176, 0.00, 0.00, 11478939.00, 12, 18067
177, 0.00, 0.00, 11478812.00, 12, 18171
178, 0.00, 0.00, 11478732.00, 12, 18275
179, 0.00, 0.00, 11478566.00, 12, 18378
180, 0.00, 0.00, 11478424.00, 12, 18482
181, 0.00, 0.00, 11478323.00, 12, 18586
182, 0.00, 0.00, 11478060.00, 12, 18690
183, 0.00, 0.00, 11477972.00, 12, 18794
184, 0.00, 0.00, 11477932.00, 12, 18898
185, 0.00, 0.00, 11477944.00, 12, 19001
186, 0.00, 0.00, 11477947.00, 12, 19105
187, 0.00, 0.00, 11478005.00, 12, 19209
188, 0.00, 0.00, 11478006.00, 12, 19313
189, 0.00, 0.00, 11477979.00, 12, 19417
190, 0.00, 0.00, 11478010.00, 12, 19521
191, 0.00, 0.00, 11478050.00, 12, 19624
192, 0.00, 0.00, 11478087.00, 12, 19728
193, 0.00, 0.00, 11478052.00, 12, 19832
194, 0.00, 0.00, 11477835.00, 12, 19936
195, 0.00, 0.00, 11477711.00, 12, 20040
196, 0.00, 0.00, 11477501.00, 12, 20144
197, 0.00, 0.00, 11477417.00, 12, 20247
198, 0.00, 0.00, 11477408.00, 12, 20351
199, 0.00, 0.00, 11477514.00, 12, 20455
200, 0.00, 0.00, 11477759.00, 12, 20559
201, 0.00, 0.00, 11477682.00, 12, 20663
202, 0.00, 0.00, 11477098.00, 12, 20767
203, 0.00, 0.00, 11476831.00, 12, 20870
204, 0.00, 0.00, 11476817.00, 12, 20974
205, 0.00, 0.00, 11476690.00, 12, 21078
206, 0.00, 0.00, 11476701.00, 12, 21182
207, 0.00, 0.00, 11476689.00, 12, 21286
208, 0.00, 0.00, 11476869.00, 12, 21390
209, 0.00, 0.00, 11477097.00, 12, 21493
210, 0.00, 0.00, 11477205.00, 12, 21597
211, 0.00, 0.00, 11477332.00, 12, 21701
212, 0.00, 0.00, 11477458.00, 12, 21805
213, 0.00, 0.00, 11477544.00, 12, 21909
214, 0.00, 0.00, 11477597.00, 12, 22013
215, 0.00, 0.00, 11477680.00, 12, 22116
216, 0.00, 0.00, 11477749.00, 12, 22220
217, 0.00, 0.00, 11477918.00, 12, 22324
218, 0.00, 0.00, 11478008.00, 12, 22428
219, 0.00, 0.00, 11478183.00, 12, 22532
220, 0.00, 0.00, 11478257.00, 12, 22636
221, 0.00, 0.00, 11478266.00, 12, 22739
222, 0.00, 0.00, 11478315.00, 12, 22843
223, 0.00, 0.00, 11478353.00, 12, 22947
224, 0.00, 0.00, 11478378.00, 12, 23051
225, 0.00, 0.00, 11478457.00, 12, 23155
226, 0.00, 0.00, 11478385.00, 12, 23259
227, 0.00, 0.00, 11478285.00, 12, 23362
228, 0.00, 0.00, 11478237.00, 12, 23466
229, 0.00, 0.00, 11478176.00, 12, 23570
230, 0.00, 0.00, 11477993.00, 12, 23674
231, 0.00, 0.00, 11477927.00, 12, 23778
232, 0.00, 0.00, 11478068.00, 12, 23882
233, 0.00, 0.00, 11478216.00, 12, 23985
234, 0.00, 0.00, 11478232.00, 12, 24089
235, 0.00, 0.00, 11478169.00, 12, 24193
236, 0.00, 0.00, 11478128.00, 12, 24297
237, 0.00, 0.00, 11478169.00, 12, 24401
238, 0.00, 0.00, 11478146.00, 12, 24505
239, 0.00, 0.00, 11478113.00, 12, 24608
240, 0.00, 0.00, 11478261.00, 12, 24712
241, 0.00, 0.00, 11478310.00, 12, 24816
242, 0.00, 0.00, 11478423.00, 12, 24920
243, 0.00, 0.00, 11478566.00, 12, 25024
244, 0.00, 0.00, 11478743.00, 12, 25128
245, 0.00, 0.00, 11478757.00, 12, 25231
246, 0.00, 0.00, 11478670.00, 12, 25335
247, 0.00, 0.00, 11478499.00, 12, 25439
248, 0.00, 0.00, 11478274.00, 12, 25543
249, 0.00, 0.00, 11478100.00, 12, 25647
250, 0.00, 0.00, 11477426.00, 12, 25750
251, 0.00, 0.00, 11466179.00, 12, 25854
252, 0.00, 0.00, 11466502.00, 12, 25958
253, 0.00, 0.00, 11466794.00, 12, 26062
254, 0.00, 0.00, 11466268.00, 12, 26166
255, 0.00, 0.00, 11466048.00, 12, 26270
256, 0.00, 0.00, 11470742.00, 12, 26373
257, 0.00, 0.00, 11479363.00, 12, 26477
258, 0.00, 0.00, 11482696.00, 12, 26581
259, 0.00, 0.00, 11483638.00, 12, 26685
260, 0.00, 0.00, 11485232.00, 12, 26789
261, 0.00, 0.00, 11486331.00, 12, 26893
262, 0.00, 0.00, 11486292.00, 12, 26996
263, 0.00, 0.00, 11485614.00, 12, 27100
264, 0.00, 0.00, 11486117.00, 12, 27204
265, 0.00, 0.00, 11486644.00, 12, 27308
266, 0.00, 0.00, 11486624.00, 12, 27412
267, 0.00, 0.00, 11486383.00, 12, 27516
268, 0.00, 0.00, 11486245.00, 12, 27619
269, 0.00, 0.00, 11486352.00, 12, 27723
270, 0.00, 0.00, 11486201.00, 12, 27827
271, 0.00, 0.00, 11485833.00, 12, 27931
272, 0.00, 0.00, 11485516.00, 12, 28035
273, 0.00, 0.00, 11485209.00, 12, 28138
274, 0.00, 0.00, 11485262.00, 12, 28242
275, 0.00, 0.00, 11485960.00, 12, 28346
276, 0.00, 0.00, 11485969.00, 12, 28450
277, 0.00, 0.00, 11485812.00, 12, 28554
278, 0.00, 0.00, 11485770.00, 12, 28658
279, 0.00, 0.00, 11486007.00, 12, 28761
280, 0.00, 0.00, 11486305.00, 12, 28865
281, 0.00, 0.00, 11486707.00, 12, 28969
282, 0.00, 0.00, 11486989.00, 12, 29073
283, 0.00, 0.00, 11487206.00, 12, 29177
284, 0.00, 0.00, 11487346.00, 12, 29281
285, 0.00, 0.00, 11487437.00, 12, 29384
286, 0.00, 0.00, 11488008.00, 12, 29488
287, 0.00, 0.00, 11488471.00, 12, 29592
288, 0.00, 0.00, 11488996.00, 12, 29696
289, 0.00, 0.00, 11489537.00, 12, 29800
290, 0.00, 0.00, 11489958.00, 12, 29904
291, 0.00, 0.00, 11490233.00, 12, 30007
292, 0.00, 0.00, 11490502.00, 12, 30111
293, 0.00, 0.00, 11490719.00, 12, 30215
294, 0.00, 0.00, 11490808.00, 12, 30319
295, 0.00, 0.00, 11490921.00, 12, 30423
296, 0.00, 0.00, 11491083.00, 12, 30526
297, 0.00, 0.00, 11491332.00, 12, 30630
298, 0.00, 0.00, 11491631.00, 12, 30734
299, 0.00, 0.00, 11491780.00, 12, 30838
300, 0.00, 0.00, 11491739.00, 12, 30942
301, 0.00, 0.00, 11491326.00, 12, 31046
302, 0.00, 0.00, 11490922.00, 12, 31149
303, 0.00, 0.00, 11491061.00, 12, 31253
304, 0.00, 0.00, 11491525.00, 12, 31357
305, 0.00, 0.00, 11492568.00, 12, 31461
306, 0.00, 0.00, 11493387.00, 12, 31565
307, 0.00, 0.00, 11493577.00, 12, 31669
308, 0.00, 0.00, 11493635.00, 12, 31772
309, 0.00, 0.00, 11493597.00, 12, 31876
310, 0.00, 0.00, 11493210.00, 12, 31980
311, 0.00, 0.00, 11492824.00, 12, 32084
312, 0.00, 0.00, 11492582.00, 12, 32188
313, 0.00, 0.00, 11492293.00, 12, 32292
314, 0.00, 0.00, 11491859.00, 12, 32395
315, 0.00, 0.00, 11491463.00, 12, 32499
316, 0.00, 0.00, 11490831.00, 12, 32603
317, 0.00, 0.00, 11489944.00, 12, 32707
318, 0.00, 0.00, 11489063.00, 12, 32811
319, 0.00, 0.00, 11488389.00, 12, 32915
320, 0.00, 0.00, 11487766.00, 12, 33018
321, 0.00, 0.00, 11486973.00, 12, 33122
322, 0.00, 0.00, 11486688.00, 12, 33226
323, 0.00, 0.00, 11486565.00, 12, 33330
324, 0.00, 0.00, 11486685.00, 12, 33434
325, 0.00, 0.00, 11486755.00, 12, 33537
326, 0.00, 0.00, 11486713.00, 12, 33641
327, 0.00, 0.00, 11486455.00, 12, 33745
328, 0.00, 0.00, 11486133.00, 12, 33849
329, 0.00, 0.00, 11485843.00, 12, 33953
330, 0.00, 0.00, 11485614.00, 12, 34057
331, 0.00, 0.00, 11485421.00, 12, 34160
332, 0.00, 0.00, 11485181.00, 12, 34264
333, 0.00, 0.00, 11485060.00, 12, 34368
334, 0.00, 0.00, 11484935.00, 12, 34472
335, 0.00, 0.00, 11484962.00, 12, 34576
336, 0.00, 0.00, 11485153.00, 12, 34680
337, 0.00, 0.00, 11485266.00, 12, 34783
338, 0.00, 0.00, 11485263.00, 12, 34887
339, 0.00, 0.00, 11485045.00, 12, 34991
340, 0.00, 0.00, 11484781.00, 12, 35095
341, 0.00, 0.00, 11484463.00, 12, 35199
342, 0.00, 0.00, 11484208.00, 12, 35303
343, 0.00, 0.00, 11483910.00, 12, 35406
344, 0.00, 0.00, 11483734.00, 12, 35510
345, 0.00, 0.00, 11483701.00, 12, 35614
346, 0.00, 0.00, 11483884.00, 12, 35718
347, 0.00, 0.00, 11484156.00, 12, 35822
348, 0.00, 0.00, 11484383.00, 12, 35926
349, 0.00, 0.00, 11484334.00, 12, 36029
350, 0.00, 0.00, 11484046.00, 12, 36133
351, 0.00, 0.00, 11483700.00, 12, 36237
352, 0.00, 0.00, 11483366.00, 12, 36341
353, 0.00, 0.00, 11483213.00, 12, 36445
354, 0.00, 0.00, 11483092.00, 12, 36549
355, 0.00, 0.00, 11482845.00, 12, 36652
356, 0.00, 0.00, 11482972.00, 12, 36756
357, 0.00, 0.00, 11483317.00, 12, 36860
358, 0.00, 0.00, 11483599.00, 12, 36964
359, 0.00, 0.00, 11483696.00, 12, 37068
360, 0.00, 0.00, 11483775.00, 12, 37171
361, 0.00, 0.00, 11483915.00, 12, 37275
362, 0.00, 0.00, 11483973.00, 12, 37379
363, 0.00, 0.00, 11484106.00, 12, 37483
364, 0.00, 0.00, 11484389.00, 12, 37587
365, 0.00, 0.00, 11484633.00, 12, 37691
366, 0.00, 0.00, 11484844.00, 12, 37794
367, 0.00, 0.00, 11484983.00, 12, 37898
368, 0.00, 0.00, 11484757.00, 12, 38002
369, 0.00, 0.00, 11484509.00, 12, 38106
370, 0.00, 0.00, 11484564.00, 12, 38210
371, 0.00, 0.00, 11484783.00, 12, 38314
372, 0.00, 0.00, 11484898.00, 12, 38417
