time,chan1,chan2,chan3,chan4,chan5,chan6,chan7,chan8,chan9,chan10
2019-12-20 16:48:01.233143,6884066.0,8733113.0,1357012.0,8461449.0,8468346.0,9465507.0,8398604.0,10135731.0,9528449.0,7659340.0
2019-12-20 16:48:01.348610,6885741.0,8732663.0,1360087.0,8461492.0,8469247.0,9465432.0,8398798.0,10135692.0,9528655.0,7659523.0
2019-12-20 16:48:01.466855,6886669.0,8732133.0,1363311.0,8461363.0,8467920.0,9465366.0,8398893.0,10135712.0,9528970.0,7659628.0
2019-12-20 16:48:01.581652,6895685.0,8730505.0,1382740.0,8460998.0,8468535.0,9465228.0,8398788.0,10135492.0,9529157.0,7659802.0
2019-12-20 16:48:01.700578,6899147.0,8728787.0,1402451.0,8460729.0,8468433.0,9464974.0,8398787.0,10135361.0,9529344.0,7659969.0
2019-12-20 16:48:01.815837,6899933.0,8728220.0,1405790.0,8460744.0,8467480.0,9464917.0,8398852.0,10135231.0,9529582.0,7660014.0
2019-12-20 16:48:01.933987,6901424.0,8728186.0,1406251.0,8460528.0,8468458.0,9465003.0,8398819.0,10135343.0,9529882.0,7659865.0
2019-12-20 16:48:02.048683,6903302.0,8728094.0,1404721.0,8460595.0,8467743.0,9465100.0,8398794.0,10135235.0,9530313.0,7659711.0
2019-12-20 16:48:02.163714,6903694.0,8728147.0,1400756.0,8460579.0,8468269.0,9465127.0,8398817.0,10135249.0,9530596.0,7659602.0
2019-12-20 16:48:02.281820,6902200.0,8728163.0,1396142.0,8460642.0,8468118.0,9465334.0,8398835.0,10135279.0,9531196.0,7659568.0
2019-12-20 16:48:02.397225,6900671.0,8727948.0,1394863.0,8460502.0,8469269.0,9465361.0,8398859.0,10135234.0,9531435.0,7659456.0
2019-12-20 16:48:02.515750,6901394.0,8727913.0,1396670.0,8460475.0,8468289.0,9465289.0,8398838.0,10135109.0,9531643.0,7659441.0
2019-12-20 16:48:02.630864,6901835.0,8727758.0,1397040.0,8460472.0,8467845.0,9465278.0,8398763.0,10135031.0,9531747.0,7659544.0
2019-12-20 16:48:02.749034,6902299.0,8727528.0,1397398.0,8460590.0,8469212.0,9465109.0,8398874.0,10134941.0,9531923.0,7659636.0
2019-12-20 16:48:02.863793,6902528.0,8727430.0,1398550.0,8460412.0,8468586.0,9465115.0,8398987.0,10134847.0,9532150.0,7659698.0
2019-12-20 16:48:02.982481,6902691.0,8726967.0,1398876.0,8460486.0,8467967.0,9465125.0,8398851.0,10134816.0,9532505.0,7659723.0
2019-12-20 16:48:03.097186,6903061.0,8727055.0,1398616.0,8460525.0,8467335.0,9465061.0,8398736.0,10134803.0,9532670.0,7659819.0
2019-12-20 16:48:03.216330,6901392.0,8727067.0,1395383.0,8460460.0,8467402.0,9465023.0,8398702.0,10134693.0,9532810.0,7659873.0
2019-12-20 16:48:03.331131,6900397.0,8727087.0,1391112.0,8460348.0,8468891.0,9464886.0,8398839.0,10134539.0,9532922.0,7660001.0
2019-12-20 16:48:03.445041,6900607.0,8726750.0,1391443.0,8460208.0,8470031.0,9464872.0,8398925.0,10134466.0,9533117.0,7660117.0
2019-12-20 16:48:03.564008,6901085.0,8726637.0,1391696.0,8460356.0,8467820.0,9464836.0,8398980.0,10134414.0,9533342.0,7660146.0
2019-12-20 16:48:03.679167,6901635.0,8726584.0,1392307.0,8460603.0,8468182.0,9464803.0,8398898.0,10134245.0,9533452.0,7660137.0
2019-12-20 16:48:03.797424,6902269.0,8726254.0,1393367.0,8460659.0,8468601.0,9464650.0,8398708.0,10134153.0,9533772.0,7660198.0
2019-12-20 16:48:03.912237,6903233.0,8726147.0,1398333.0,8460588.0,8468774.0,9464605.0,8398765.0,10134022.0,9533965.0,7660297.0
2019-12-20 16:48:04.031554,6906333.0,8725757.0,1402573.0,8460617.0,8468001.0,9464655.0,8398928.0,10133957.0,9534068.0,7660445.0
2019-12-20 16:48:04.146090,6907925.0,8724953.0,1407061.0,8460646.0,8468225.0,9464549.0,8398818.0,10133926.0,9534181.0,7660538.0
2019-12-20 16:48:04.264042,6909684.0,8724523.0,1416292.0,8460333.0,8468442.0,9464411.0,8398825.0,10133817.0,9534346.0,7660616.0
2019-12-20 16:48:04.379049,6910717.0,8724260.0,1416581.0,8460406.0,8468261.0,9464408.0,8398826.0,10133759.0,9534496.0,7660643.0
2019-12-20 16:48:04.498353,6911012.0,8724255.0,1415466.0,8460577.0,8468282.0,9464415.0,8398852.0,10133721.0,9534805.0,7660804.0
2019-12-20 16:48:04.612596,6912179.0,8723997.0,1418389.0,8460606.0,8468753.0,9464425.0,8398923.0,10133600.0,9534882.0,7660940.0
2019-12-20 16:48:04.727304,6912398.0,8724012.0,1417602.0,8460655.0,8468931.0,9464390.0,8398939.0,10133563.0,9535030.0,7660966.0
2019-12-20 16:48:04.846479,6911335.0,8723981.0,1415960.0,8460588.0,8469433.0,9464139.0,8398934.0,10133467.0,9535145.0,7661009.0
2019-12-20 16:48:04.961244,6912276.0,8723884.0,1416204.0,8460657.0,8468246.0,9464140.0,8398945.0,10133332.0,9535312.0,7661059.0
2019-12-20 16:48:05.079162,6915123.0,8723173.0,1426233.0,8460877.0,8468634.0,9464138.0,8398933.0,10133287.0,9535472.0,7661140.0
2019-12-20 16:48:05.194210,6915548.0,8722871.0,1425851.0,8460618.0,8469563.0,9464079.0,8398839.0,10133203.0,9535583.0,7661201.0
2019-12-20 16:48:05.313155,6915738.0,8722964.0,1426322.0,8460701.0,8468005.0,9464003.0,8398666.0,10133169.0,9535805.0,7661275.0
2019-12-20 16:48:05.427991,6913396.0,8723149.0,1421790.0,8460699.0,8469388.0,9463983.0,8398701.0,10133058.0,9535924.0,7661316.0
2019-12-20 16:48:05.546388,6910510.0,8723658.0,1411711.0,8460627.0,8469553.0,9463927.0,8398787.0,10133070.0,9536034.0,7661390.0
2019-12-20 16:48:05.661425,6919601.0,8722497.0,1430428.0,8460617.0,8470189.0,9463900.0,8398720.0,10132973.0,9536206.0,7661449.0
2019-12-20 16:48:05.779856,6922363.0,8721815.0,1442543.0,8460703.0,8468886.0,9463768.0,8398815.0,10132882.0,9536343.0,7661526.0
2019-12-20 16:48:05.894956,6924071.0,8721395.0,1450425.0,8460861.0,8469481.0,9463760.0,8398799.0,10132766.0,9536482.0,7661516.0
2019-12-20 16:48:06.009960,6926499.0,8720688.0,1453752.0,8460785.0,8469453.0,9463761.0,8398820.0,10132815.0,9536663.0,7661600.0
2019-12-20 16:48:06.128306,6926756.0,8720583.0,1454698.0,8460531.0,8469358.0,9463683.0,8398869.0,10132795.0,9536794.0,7661729.0
2019-12-20 16:48:06.242472,6927227.0,8720545.0,1455221.0,8460794.0,8468453.0,9463601.0,8398940.0,10132603.0,9536970.0,7661804.0
2019-12-20 16:48:06.361498,6926880.0,8720547.0,1450004.0,8460866.0,8469570.0,9463625.0,8398836.0,10132549.0,9537056.0,7661833.0
2019-12-20 16:48:06.476648,6924556.0,8720523.0,1446859.0,8460607.0,8469299.0,9463540.0,8398776.0,10132537.0,9537118.0,7661895.0
2019-12-20 16:48:06.594808,6927118.0,8720287.0,1453387.0,8460902.0,8469504.0,9463436.0,8398737.0,10132541.0,9537252.0,7661968.0
2019-12-20 16:48:06.709946,6927693.0,8720338.0,1455676.0,8460798.0,8469635.0,9463454.0,8398821.0,10132409.0,9537406.0,7662056.0
2019-12-20 16:48:06.828907,6931383.0,8719815.0,1465926.0,8460718.0,8470098.0,9463409.0,8398841.0,10132354.0,9537539.0,7662160.0
2019-12-20 16:48:06.943112,6932996.0,8718970.0,1469949.0,8460818.0,8470659.0,9463342.0,8398805.0,10132258.0,9537658.0,7662151.0
2019-12-20 16:48:07.062325,6937319.0,8718400.0,1480374.0,8460919.0,8471334.0,9463360.0,8398869.0,10132195.0,9537772.0,7662240.0
2019-12-20 16:48:07.176612,6942759.0,8717708.0,1506774.0,8460926.0,8470988.0,9463253.0,8399039.0,10132111.0,9537868.0,7662342.0
2019-12-20 16:48:07.291717,6942157.0,8717325.0,1500727.0,8460884.0,8469302.0,9463280.0,8398902.0,10132088.0,9537965.0,7662416.0
2019-12-20 16:48:07.410615,6943718.0,8717364.0,1500044.0,8460783.0,8469201.0,9463089.0,8398796.0,10132023.0,9538061.0,7662411.0
2019-12-20 16:48:07.524580,6942931.0,8717722.0,1503460.0,8460769.0,8470083.0,9463032.0,8398876.0,10131944.0,9538269.0,7662567.0
2019-12-20 16:48:07.644121,6914335.0,8719989.0,1422539.0,8460643.0,8468943.0,9463077.0,8398859.0,10131969.0,9538344.0,7662640.0
2019-12-20 16:48:07.758174,6911065.0,8721574.0,1408880.0,8460714.0,8467330.0,9463044.0,8398800.0,10131963.0,9538509.0,7662605.0
2019-12-20 16:48:07.877422,6910977.0,8721794.0,1407373.0,8460580.0,8468835.0,9463036.0,8398723.0,10131974.0,9538596.0,7662653.0
2019-12-20 16:48:07.991749,6912008.0,8721538.0,1411086.0,8460599.0,8469560.0,9463022.0,8398787.0,10131814.0,9538651.0,7662759.0
2019-12-20 16:48:08.110951,6915688.0,8721303.0,1417371.0,8460576.0,8468768.0,9463035.0,8398853.0,10131806.0,9538737.0,7662883.0
2019-12-20 16:48:08.225563,6919996.0,8720691.0,1429850.0,8460564.0,8469219.0,9463004.0,8398827.0,10131846.0,9538895.0,7662925.0
2019-12-20 16:48:08.343969,6922802.0,8719714.0,1438539.0,8460652.0,8469941.0,9462874.0,8398904.0,10131793.0,9539047.0,7662981.0
2019-12-20 16:48:08.458769,6926542.0,8719449.0,1448923.0,8460624.0,8469810.0,9462825.0,8398886.0,10131627.0,9539014.0,7663164.0
