time,chan1,chan2,chan3,chan4,chan5,chan6,chan7,chan8,chan9,chan10
2019-12-20 15:55:58.138594,8312418.0,8321083.0,0.0,8204347.0,6875905.0,7457343.0,8400515.0,9212094.0,8916192.0,7918379.0
2019-12-20 15:55:58.249142,8315425.0,8318762.0,0.0,8202931.0,6754456.0,7457345.0,8400634.0,9212031.0,8916213.0,7918407.0
2019-12-20 15:55:58.359276,8326487.0,8319940.0,0.0,8182830.0,6876845.0,7457315.0,8400515.0,9211943.0,8916194.0,7918413.0
2019-12-20 15:55:58.466190,8330206.0,8324452.0,0.0,8140104.0,6805108.0,7457358.0,8400368.0,9212107.0,8916162.0,7918423.0
2019-12-20 15:55:58.576180,8332020.0,8309485.0,0.0,8062207.0,7412296.0,7457190.0,8400304.0,9211940.0,8916074.0,7918489.0
2019-12-20 15:55:58.687321,8333560.0,8320782.0,0.0,8116382.0,7414617.0,7457072.0,8400749.0,9211989.0,8915997.0,7918485.0
2019-12-20 15:55:58.797047,8318669.0,8368484.0,0.0,8295689.0,7365180.0,7457085.0,8400754.0,9212195.0,8915937.0,7918342.0
2019-12-20 15:55:58.903925,8309502.0,8378986.0,0.0,8345547.0,7407613.0,7457255.0,8400329.0,9212298.0,8915899.0,7918256.0
2019-12-20 15:55:59.014326,8308892.0,8378557.0,0.0,8343493.0,7292254.0,7457185.0,8400228.0,9212385.0,8915843.0,7918219.0
2019-12-20 15:55:59.125040,8311064.0,8379411.0,0.0,8353714.0,7143000.0,7457196.0,8400285.0,9212212.0,8915827.0,7918212.0
2019-12-20 15:55:59.231847,8307312.0,8377275.0,0.0,8348961.0,7076966.0,7457117.0,8400310.0,9212216.0,8915751.0,7918157.0
2019-12-20 15:55:59.341997,8305229.0,8346194.0,0.0,8319235.0,7090402.0,7456967.0,8400408.0,9212241.0,8915702.0,7918135.0
2019-12-20 15:55:59.452759,8307727.0,8326287.0,0.0,8312729.0,7151474.0,7456852.0,8400412.0,9212197.0,8915817.0,7918072.0
2019-12-20 15:55:59.559880,8310756.0,8322624.0,0.0,8310354.0,7173868.0,7456968.0,8400575.0,9212128.0,8915806.0,7918020.0
2019-12-20 15:55:59.670074,8305901.0,8331507.0,0.0,8312958.0,6769860.0,7457045.0,8400569.0,9212229.0,8915829.0,7918019.0
2019-12-20 15:55:59.780982,8306040.0,8337890.0,0.0,8278610.0,6534839.0,7457017.0,8400412.0,9212210.0,8915703.0,7917970.0
2019-12-20 15:55:59.887588,8263988.0,8271093.0,0.0,8049824.0,6392510.0,7456962.0,8400369.0,9212131.0,8915567.0,7917853.0
2019-12-20 15:55:59.997971,8270235.0,8152591.0,0.0,7841315.0,6272265.0,7456902.0,8400435.0,9212236.0,8915579.0,7917824.0
2019-12-20 15:56:00.108049,8221788.0,7685527.0,0.0,7531145.0,6080179.0,7456838.0,8400596.0,9212340.0,8915536.0,7917876.0
2019-12-20 15:56:00.215066,8025741.0,7636254.0,0.0,7533568.0,6113575.0,7456849.0,8400720.0,9212087.0,8915414.0,7917876.0
2019-12-20 15:56:00.325644,8291406.0,7723850.0,0.0,7594435.0,6592500.0,7456723.0,8400391.0,9212143.0,8915362.0,7917844.0
2019-12-20 15:56:00.435650,8335209.0,7884964.0,0.0,7669578.0,6249967.0,7456684.0,8400529.0,9212161.0,8915360.0,7917873.0
2019-12-20 15:56:00.542691,8323061.0,8101996.0,0.0,7775098.0,7498886.0,7456921.0,8400423.0,9212238.0,8915284.0,7917808.0
2019-12-20 15:56:00.652777,8288244.0,8023474.0,0.0,7723413.0,7045937.0,7456829.0,8400291.0,9212273.0,8915224.0,7917722.0
2019-12-20 15:56:00.763585,8268150.0,8250106.0,0.0,7892386.0,6986987.0,7456778.0,8400385.0,9212320.0,8915140.0,7917709.0
2019-12-20 15:56:00.870312,8317485.0,8318267.0,0.0,8300845.0,6897199.0,7456902.0,8400255.0,9212478.0,8915097.0,7917708.0
2019-12-20 15:56:00.980756,8324692.0,8315521.0,0.0,8274404.0,6777070.0,7456874.0,8400409.0,9212359.0,8915031.0,7917662.0
2019-12-20 15:56:01.090815,8333395.0,8312695.0,0.0,8159289.0,7289543.0,7456886.0,8400285.0,9212412.0,8914966.0,7917654.0
2019-12-20 15:56:01.197975,8335918.0,8309549.0,0.0,8107541.0,7440601.0,7456809.0,8400638.0,9212503.0,8914904.0,7917619.0
2019-12-20 15:56:01.308445,8328509.0,8313230.0,0.0,8250512.0,7348940.0,7456867.0,8400647.0,9212614.0,8914920.0,7917675.0
2019-12-20 15:56:01.418881,8317407.0,8346248.0,0.0,8320494.0,7304982.0,7456876.0,8400374.0,9212788.0,8914927.0,7917570.0
2019-12-20 15:56:01.525537,8311674.0,8378926.0,0.0,8353342.0,7187992.0,7456754.0,8400318.0,9212658.0,8914892.0,7917538.0
2019-12-20 15:56:01.636519,8306762.0,8374508.0,0.0,8333170.0,7280423.0,7456819.0,8400411.0,9212743.0,8914843.0,7917572.0
2019-12-20 15:56:01.746424,8307003.0,8375127.0,0.0,8330843.0,7711478.0,7456882.0,8400457.0,9212576.0,8914755.0,7917504.0
2019-12-20 15:56:01.852744,8309190.0,8378031.0,0.0,8341713.0,7634260.0,7457039.0,8400379.0,9212541.0,8914648.0,7917421.0
2019-12-20 15:56:01.963600,8312620.0,8381262.0,0.0,8367424.0,7330054.0,7457166.0,8400352.0,9212745.0,8914636.0,7917500.0
2019-12-20 15:56:02.074378,8320397.0,8384397.0,0.0,8380848.0,7306134.0,7457156.0,8400288.0,9212689.0,8914697.0,7917411.0
2019-12-20 15:56:02.180448,8317807.0,8382924.0,0.0,8363538.0,7260906.0,7457185.0,8400270.0,9212603.0,8914721.0,7917325.0
2019-12-20 15:56:02.291594,8307253.0,8375787.0,0.0,8333487.0,7327833.0,7457164.0,8400329.0,9212512.0,8914680.0,7917345.0
2019-12-20 15:56:02.401649,8307481.0,8375909.0,0.0,8336243.0,7266061.0,7457149.0,8400390.0,9212510.0,8914703.0,7917472.0
2019-12-20 15:56:02.512206,8308880.0,8373260.0,0.0,8335805.0,6776249.0,7457074.0,8400438.0,9212574.0,8914703.0,7917529.0
2019-12-20 15:56:02.619263,8312691.0,8335128.0,0.0,8302360.0,6595206.0,7457013.0,8400346.0,9212546.0,8914661.0,7917502.0
2019-12-20 15:56:02.729671,8321524.0,8315457.0,0.0,8198668.0,7799464.0,7456968.0,8400439.0,9212479.0,8914649.0,7917489.0
2019-12-20 15:56:02.840374,8312065.0,8224497.0,0.0,7960840.0,6156656.0,7456946.0,8400457.0,9212406.0,8914512.0,7917469.0
2019-12-20 15:56:02.946660,8102986.0,7511242.0,0.0,7488863.0,6198628.0,7456993.0,8400755.0,9212396.0,8914435.0,7917460.0
2019-12-20 15:56:03.056887,7871182.0,7473682.0,0.0,7599133.0,6225546.0,7456857.0,8400694.0,9212365.0,8914838.0,7916236.0
2019-12-20 15:56:03.168067,7996024.0,7845360.0,0.0,7780988.0,6766883.0,7458622.0,8400603.0,9213818.0,8916447.0,7913802.0
2019-12-20 15:56:03.274051,8257490.0,7980755.0,0.0,7687002.0,6559687.0,7470588.0,8400331.0,9213981.0,8917708.0,7912505.0
